NCTId,ConditionAncestorId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm
NCT04342897,"['D000008171', 'D000012140', 'D000012141']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Pneumonia,"['M19074', 'M24032', 'M12487', 'M14938', 'M9751', 'M16105', 'M13560', 'M8866', 'M4951', 'M13561', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia', 'Syndrome', 'Lung Diseases', 'Virus Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections', 'Severe Acute Respiratory Syndrome']","['low', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000011014,Pneumonia
NCT04373460,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,M19074,Coronavirus Infections,low,0,0
NCT04341116,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04389840,"['D000012120', 'D000012140', 'D000008171', 'D000013898', 'D000014947']","['Respiration Disorders', 'Respiratory Tract Diseases', 'Lung Diseases', 'Thoracic Injuries', 'Wounds and Injuries']","['BC08', 'All', 'BC26', 'BC14', 'BC23', 'BC16', 'Rare']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Wounds and Injuries', 'Heart and Blood Diseases', 'Symptoms and General Pathology', 'Diseases and Abnormalities at or Before Birth', 'Rare Diseases']","['Respiratory Failure', 'Acute Lung Injury', 'Acute Lung Injury', 'Lung Injury', 'Acute Lung Injury']","['M13551', 'M13548', 'M26731', 'M26730', 'M13102', 'M14938', 'M13547', 'M13540', 'M13560', 'M9751', 'M15240', 'M16268', 'T192', 'T4937']","['Respiratory Insufficiency', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury', 'Lung Injury', 'Pulmonary Valve Insufficiency', 'Syndrome', 'Respiratory Distress Syndrome, Newborn', 'Respiration Disorders', 'Respiratory Tract Diseases', 'Lung Diseases', 'Thoracic Injuries', 'Wounds and Injuries', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome, Infant']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'low']","['D000012131', 'D000055370', 'D000055371', 'D000012128']","['Respiratory Insufficiency', 'Lung Injury', 'Acute Lung Injury', 'Respiratory Distress Syndrome, Adult']"
NCT04575597,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04447469,"['D000010335', 'D000008171', 'D000012140', 'D000012141']","['Pathologic Processes', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections']","['BC02', 'All', 'BC08', 'BC23', 'BC01']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases']","['Pneumonia', 'Inflammation']","['M19074', 'M12487', 'M8876', 'M16105', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561']","['Coronavirus Infections', 'Pneumonia', 'Inflammation', 'Virus Diseases', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections']","['low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low']","['D000011014', 'D000007249']","['Pneumonia', 'Inflammation']"
NCT04409509,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC08', 'All', 'BC02', 'BC01', 'Rare']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Viral Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M13551', 'M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Respiratory Insufficiency', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04575038,0,0,"['BC02', 'All', 'BC01']","['Viral Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",0,"['M19074', 'M8866', 'M4951']","['Coronavirus Infections', 'Infection', 'Communicable Diseases']","['low', 'low', 'low']",0,0
NCT04518410,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M16105', 'M13732', 'M5138', 'M22269', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'RNA Virus Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04368988,0,0,0,0,0,0,0,0,0,0
NCT04537208,0,0,0,0,0,0,0,0,0,0
NCT04498247,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04372589,"['D000008171', 'D000012140', 'D000012141']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections']","['BC08', 'All', 'BC01']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",Pneumonia,"['M12487', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561']","['Pneumonia', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections']","['high', 'low', 'low', 'low', 'low', 'low']",D000011014,Pneumonia
NCT04381988,0,0,"['BC01', 'All']","['Bacterial and Fungal Diseases', 'All Conditions']",0,"['M8866', 'M4951']","['Infection', 'Communicable Diseases']","['low', 'low']",0,0
NCT04575584,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04405570,0,0,"['BC01', 'All', 'BC02']","['Bacterial and Fungal Diseases', 'All Conditions', 'Viral Diseases']","['Infectious', 'Infectious']","['M8866', 'M4951', 'M16105']","['Infection', 'Communicable Diseases', 'Virus Diseases']","['high', 'high', 'low']","['D000003141', 'D000007239']","['Communicable Diseases', 'Infection']"
NCT04375397,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012120', 'D000012140', 'D000012141', 'D000008171', 'D000013898', 'D000014947']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiration Disorders', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Lung Diseases', 'Thoracic Injuries', 'Wounds and Injuries']","['BC08', 'All', 'BC02', 'BC23', 'BC26', 'BC01', 'BC14', 'Rare']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Viral Diseases', 'Symptoms and General Pathology', 'Wounds and Injuries', 'Bacterial and Fungal Diseases', 'Heart and Blood Diseases', 'Rare Diseases']","['Respiratory Failure', 'Coronavirus', 'Severe Acute Respiratory Syndrome', 'Pulmonary Injury', 'Severe Acute Respiratory Syndrome']","['M13551', 'M19074', 'M24032', 'M14938', 'M26730', 'M8866', 'M4951', 'M13102', 'M5138', 'M22269', 'M16105', 'M13732', 'M13540', 'M13560', 'M13561', 'M9751', 'M15240', 'M16268', 'T5197']","['Respiratory Insufficiency', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Lung Injury', 'Infection', 'Communicable Diseases', 'Pulmonary Valve Insufficiency', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiration Disorders', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Lung Diseases', 'Thoracic Injuries', 'Wounds and Injuries', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000018352', 'D000045169', 'D000012131', 'D000055370']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Insufficiency', 'Lung Injury']"
NCT04405076,0,0,"['BC02', 'All']","['Viral Diseases', 'All Conditions']",0,"['M19074', 'M16105']","['Coronavirus Infections', 'Virus Diseases']","['low', 'low']",0,0
NCT04382924,0,0,0,0,0,0,0,0,0,0
NCT04466683,"['D000008171', 'D000012140', 'D000012141']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections']","['BC08', 'All', 'BC01']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Bacterial and Fungal Diseases']",Pneumonia,"['M12487', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561']","['Pneumonia', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections']","['high', 'low', 'low', 'low', 'low', 'low']",D000011014,Pneumonia
NCT04417257,0,0,"['BC23', 'All']","['Symptoms and General Pathology', 'All Conditions']",0,M8876,Inflammation,low,0,0
NCT04324021,0,0,"['BC01', 'All', 'BC23']","['Bacterial and Fungal Diseases', 'All Conditions', 'Symptoms and General Pathology']",Infection,"['M8866', 'M8876', 'M4951']","['Infection', 'Inflammation', 'Communicable Diseases']","['high', 'low', 'low']",D000007239,Infection
NCT04389450,0,0,0,0,0,0,0,0,0,0
NCT04439071,"['D000008171', 'D000012140', 'D000012141', 'D000003333', 'D000030341', 'D000012327', 'D000014777']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Coronavirus', 'Pneumonia']","['M19074', 'M12487', 'M24032', 'M8866', 'M4951', 'M9751', 'M13560', 'M13561', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Pneumonia', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000018352', 'D000011014']","['Coronavirus Infections', 'Pneumonia']"
NCT04412057,"['D000008171', 'D000012140', 'D000012141', 'D000013898', 'D000012120']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Thoracic Injuries', 'Respiration Disorders']","['BC08', 'All', 'BC26', 'BC23', 'BC16', 'BC01', 'Rare']","['Respiratory Tract (Lung and Bronchial) Diseases', 'All Conditions', 'Wounds and Injuries', 'Symptoms and General Pathology', 'Diseases and Abnormalities at or Before Birth', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Pneumonia', 'Acute Lung Injury', 'Acute Lung Injury', 'Lung Injury', 'Injury', 'Acute Lung Injury']","['M12487', 'M13548', 'M26731', 'M26730', 'M14938', 'M13547', 'M16268', 'M9751', 'M13560', 'M8866', 'M4951', 'M13561', 'M15240', 'M13540', 'T192', 'T4937']","['Pneumonia', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury', 'Lung Injury', 'Syndrome', 'Respiratory Distress Syndrome, Newborn', 'Wounds and Injuries', 'Lung Diseases', 'Respiratory Tract Diseases', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections', 'Thoracic Injuries', 'Respiration Disorders', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome, Infant']","['high', 'high', 'high', 'high', 'low', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'low']","['D000011014', 'D000055370', 'D000055371', 'D000012128', 'D000014947']","['Pneumonia', 'Lung Injury', 'Acute Lung Injury', 'Respiratory Distress Syndrome, Adult', 'Wounds and Injuries']"
NCT04328961,"['D000004194', 'D000010335', 'D000014777', 'D000003333', 'D000030341', 'D000012327', 'D000012141', 'D000012140']","['Disease', 'Pathologic Processes', 'Virus Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Severe Acute Respiratory Syndrome', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Severe Acute Respiratory Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M4951', 'M16105', 'M5138', 'M22269', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Communicable Diseases', 'Virus Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000007239', 'D000045169', 'D000018352', 'D000013577']","['Infection', 'Severe Acute Respiratory Syndrome', 'Coronavirus Infections', 'Syndrome']"
NCT04380961,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04452565,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Coronavirus Infection', 'Severe Acute Respiratory Syndrome', 'Infection', 'Infection', 'Respiratory Infection', 'Severe Acute Respiratory Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M4951', 'M13561', 'M5138', 'M22269', 'M16105', 'M13732', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Communicable Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'low', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'high']","['D000007239', 'D000003141', 'D000012141', 'D000018352', 'D000045169']","['Infection', 'Communicable Diseases', 'Respiratory Tract Infections', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04472728,0,0,0,0,0,0,0,0,0,0
NCT04343651,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04347239,"['D000003333', 'D000030341', 'D000012327', 'D000014777']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Rare Diseases']",Coronavirus,"['M19074', 'M24032', 'M8866', 'M4951', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']",D000018352,Coronavirus Infections
NCT04349098,"['D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000012141', 'D000012140']","['Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Respiratory Tract Infections', 'Respiratory Tract Diseases']","['BC02', 'All', 'BC08', 'BC01', 'BC23', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Bacterial and Fungal Diseases', 'Symptoms and General Pathology', 'Rare Diseases']","['Coronavirus Infection', 'Coronavirus Infection', 'Infection', 'Infection', 'Coronavirus Infection']","['M19074', 'M24032', 'M8866', 'M4951', 'M14938', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'M13560', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Infection', 'Communicable Diseases', 'Syndrome', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Respiratory Tract Diseases', 'Severe Acute Respiratory Syndrome']","['high', 'high', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high']","['D000007239', 'D000003141', 'D000018352', 'D000045169']","['Infection', 'Communicable Diseases', 'Coronavirus Infections', 'Severe Acute Respiratory Syndrome']"
NCT04448756,"['D000008171', 'D000012140', 'D000012141', 'D000003333', 'D000030341', 'D000012327', 'D000014777']","['Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Rare Diseases']","['Coronavirus', 'Pneumonia']","['M19074', 'M24032', 'M12487', 'M14938', 'M8866', 'M4951', 'M9751', 'M13560', 'M13561', 'M5138', 'M22269', 'M16105', 'M13732', 'T5197']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Pneumonia', 'Syndrome', 'Infection', 'Communicable Diseases', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiratory Tract Infections', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Severe Acute Respiratory Syndrome']","['high', 'low', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low']","['D000018352', 'D000011014']","['Coronavirus Infections', 'Pneumonia']"
NCT04419623,"['D000009371', 'D000009369', 'D000006402']","['Neoplasms by Site', 'Neoplasms', 'Hematologic Diseases']","['BC04', 'All', 'BC15']","['Cancers and Other Neoplasms', 'All Conditions', 'Blood and Lymph Conditions']",Blood Cancer,"['M4116', 'M19898', 'M8073']","['Carcinoma', 'Hematologic Neoplasms', 'Hematologic Diseases']","['low', 'high', 'low']",D000019337,Hematologic Neoplasms
NCT04402060,"['D000004194', 'D000010335', 'D000008171', 'D000012140', 'D000012120', 'D000007235', 'D000007232', 'D000003333', 'D000030341', 'D000012327', 'D000014777', 'D000055370', 'D000012141']","['Disease', 'Pathologic Processes', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'RNA Virus Infections', 'Virus Diseases', 'Lung Injury', 'Respiratory Tract Infections']","['BC02', 'All', 'BC08', 'BC23', 'BC01', 'BC16', 'BC26', 'BXS', 'Rare']","['Viral Diseases', 'All Conditions', 'Respiratory Tract (Lung and Bronchial) Diseases', 'Symptoms and General Pathology', 'Bacterial and Fungal Diseases', 'Diseases and Abnormalities at or Before Birth', 'Wounds and Injuries', 'Urinary Tract, Sexual Organs, and Pregnancy Conditions', 'Rare Diseases']","['Severe Acute Respiratory Syndrome', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Acute Respiratory Distress Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome', 'Acute Respiratory Distress Syndrome']","['M19074', 'M24032', 'M14938', 'M8866', 'M13548', 'M4951', 'M13547', 'M26731', 'M26730', 'M9751', 'M13560', 'M13540', 'M24456', 'M8862', 'M8859', 'M5138', 'M22269', 'M16105', 'M13732', 'M13561', 'T5197', 'T4937', 'T192']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Syndrome', 'Infection', 'Respiratory Distress Syndrome, Adult', 'Communicable Diseases', 'Respiratory Distress Syndrome, Newborn', 'Acute Lung Injury', 'Lung Injury', 'Lung Diseases', 'Respiratory Tract Diseases', 'Respiration Disorders', 'Premature Birth', 'Infant, Premature, Diseases', 'Infant, Newborn, Diseases', 'Coronaviridae Infections', 'Nidovirales Infections', 'Virus Diseases', 'RNA Virus Infections', 'Respiratory Tract Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Infant', 'Acute Respiratory Distress Syndrome']","['high', 'high', 'high', 'low', 'high', 'low', 'high', 'high', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'high', 'high', 'high']","['D000018352', 'D000045169', 'D000012127', 'D000012128', 'D000055371', 'D000013577']","['Coronavirus Infections', 'Severe Acute Respiratory Syndrome', 'Respiratory Distress Syndrome, Newborn', 'Respiratory Distress Syndrome, Adult', 'Acute Lung Injury', 'Syndrome']"
