,NCTId,DesignAllocation,DesignMasking,DesignPrimaryPurpose,DesignTimePerspective,EnrollmentCount,HealthyVolunteers,IsFDARegulatedDevice,IsFDARegulatedDrug,LeadSponsorClass,PatientRegistry,SamplingMethod ,StudyType,Active Comparator,Experimental,No Intervention,Other_x,Placebo Comparator,Sham Comparator,Full Range,Inter-Quartile Range,Standard Deviation,Count of Participants,Count of Units,Geometric Mean,Least Squares Mean,Mean,Median,Number,AMBIG,FED_x,INDUSTRY_x,NETWORK_x,NIH_x,OTHER_x,OTHER_GOV_x,UNKNOWN,Behavioral,Biological,Combination Product,Device,Diagnostic Test,Dietary Supplement,Drug,Genetic,Other_y,Procedure,Radiation,FED_y,INDIV,INDUSTRY_y,NETWORK_y,NIH_y,OTHER_y,OTHER_GOV_y,Adult,Child,Older Adult
7740,NCT03854032,Randomized,None (Open Label),Treatment,0,48,No,No,Yes,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
7741,NCT03854721,N/A,None (Open Label),Treatment,0,25,No,No,Yes,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7742,NCT03854916,Randomized,Single,Prevention,0,100,Accepts Healthy Volunteers,No,No,INDUSTRY,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7743,NCT03855410,Randomized,None (Open Label),Prevention,0,50,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
7744,NCT03856034,N/A,None (Open Label),Treatment,0,12,No,Yes,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7745,NCT03856255,N/A,None (Open Label),Screening,0,36,Accepts Healthy Volunteers,Yes,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7746,NCT03856320,Randomized,Single,Health Services Research,0,42,No,No,No,FED,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7747,NCT03857360,Randomized,Single,Treatment,0,113,No,No,No,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7748,NCT03857672,Randomized,Single,Treatment,0,160,No,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7749,NCT03858140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7750,NCT03858777,Non-Randomized,None (Open Label),Diagnostic,0,120,Accepts Healthy Volunteers,Yes,No,OTHER,0,0,Interventional,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7751,NCT03858868,Randomized,None (Open Label),Prevention,0,1204,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7752,NCT03859011,Randomized,None (Open Label),Treatment,0,60,No,No,No,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
7753,NCT03859362,N/A,None (Open Label),Treatment,0,12,No,No,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7754,NCT03860077,Randomized,Double,Basic Science,0,120,Accepts Healthy Volunteers,No,Yes,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
7755,NCT03860259,Randomized,Triple,Treatment,0,50,Accepts Healthy Volunteers,Yes,No,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7756,NCT03860818,Randomized,None (Open Label),Health Services Research,0,1800,No,No,No,FED,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
7757,NCT03861091,Randomized,Double,Treatment,0,84,No,No,Yes,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7758,NCT03861390,Randomized,Triple,Treatment,0,24,Accepts Healthy Volunteers,No,Yes,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7759,NCT03861832,Randomized,Triple,Treatment,0,140,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7760,NCT03862053,Randomized,Double,Treatment,0,0,No,No,Yes,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7761,NCT03862300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7762,NCT03862924,Randomized,None (Open Label),Other,0,72,No,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7763,NCT03862963,Randomized,None (Open Label),Treatment,0,138,No,No,No,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7764,NCT03863119,0,0,0,0,0,0,0,0,INDUSTRY,0,0,Expanded Access,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
7765,NCT03863327,0,0,0,Retrospective,2000,No,No,No,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
7766,NCT03863353,Randomized,Triple,Prevention,0,355,No,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
7767,NCT03863522,N/A,None (Open Label),Diagnostic,0,507,No,Yes,No,OTHER,0,0,Interventional,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
7768,NCT03863743,Randomized,None (Open Label),Prevention,0,164,No,No,No,OTHER,0,0,Interventional,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
7769,NCT03864081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,NCT03864146,Randomized,Triple,Treatment,0,200,No,No,No,FED,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7771,NCT03864302,Randomized,Single,Other,0,30,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7772,NCT03864367,0,0,0,Prospective,125,No,Yes,No,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7773,NCT03864848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7774,NCT03864965,Non-Randomized,None (Open Label),Supportive Care,0,240,No,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
7775,NCT03865199,Randomized,None (Open Label),Supportive Care,0,215,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7776,NCT03865212,Non-Randomized,None (Open Label),Treatment,0,72,No,No,Yes,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7777,NCT03865303,0,0,0,Prospective,100000,No,No,No,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7778,NCT03865381,N/A,None (Open Label),Supportive Care,0,60,No,Yes,No,INDUSTRY,0,0,Interventional,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7779,NCT03865680,Randomized,Double,Prevention,0,180,No,No,No,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7780,NCT03865758,Non-Randomized,None (Open Label),Treatment,0,98,No,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
7781,NCT03865901,0,0,0,Prospective,0,No,Yes,No,INDUSTRY,No,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7782,NCT03865979,Non-Randomized,None (Open Label),Health Services Research,0,5000,No,Yes,No,INDUSTRY,0,0,Interventional,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7783,NCT03866005,Randomized,Quadruple,Treatment,0,150,No,No,No,INDUSTRY,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
7784,NCT03866434,Non-Randomized,None (Open Label),Treatment,0,20,Accepts Healthy Volunteers,No,Yes,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7785,NCT03866616,Randomized,None (Open Label),Treatment,0,145,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7786,NCT03866837,Randomized,Quadruple,Treatment,0,288,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7787,NCT03867045,N/A,None (Open Label),Device Feasibility,0,9,No,No,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7788,NCT03867162,N/A,None (Open Label),Prevention,0,500,Accepts Healthy Volunteers,No,Yes,FED,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7789,NCT03867344,Randomized,Single,Basic Science,0,44,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
7790,NCT03867357,0,0,0,Prospective,60,No,No,Yes,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7791,NCT03867409,Randomized,Single,Screening,0,2218,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7792,NCT03867539,Randomized,Single,Supportive Care,0,64,No,No,Yes,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
7793,NCT03867682,N/A,None (Open Label),Treatment,0,38,No,No,Yes,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7794,NCT03867812,Randomized,None (Open Label),Prevention,0,21,Accepts Healthy Volunteers,No,No,INDUSTRY,0,0,Interventional,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
7795,NCT03867877,Randomized,Single,Health Services Research,0,40,No,No,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
7796,NCT03868930,Randomized,Single,Treatment,0,208,Accepts Healthy Volunteers,No,No,FED,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7797,NCT03869060,N/A,None (Open Label),Other,0,9,Accepts Healthy Volunteers,No,Yes,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7798,NCT03869138,N/A,None (Open Label),Treatment,0,20,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7799,NCT03869216,Randomized,Single,Prevention,0,200,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7800,NCT03869515,0,0,0,Prospective,200,Accepts Healthy Volunteers,No,No,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
7801,NCT03869671,Randomized,None (Open Label),Health Services Research,0,50,No,No,No,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7802,NCT03869970,Randomized,None (Open Label),Treatment,0,388,No,No,No,OTHER,0,0,Interventional,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
7803,NCT03870204,0,0,0,Prospective,232,Accepts Healthy Volunteers,No,No,OTHER,No,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
7804,NCT03870334,Randomized,Triple,Treatment,0,130,No,No,Yes,INDUSTRY,0,0,Interventional,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7805,NCT03871179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7806,NCT03872375,Randomized,Single,Treatment,0,120,No,No,No,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7807,NCT03872466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7808,NCT03872609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7809,NCT03872856,Randomized,None (Open Label),Treatment,0,324,No,Yes,No,OTHER,0,0,Interventional,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7810,NCT03872895,0,0,0,Prospective,800,Accepts Healthy Volunteers,No,No,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
7811,NCT03873259,N/A,None (Open Label),Treatment,0,40,No,Yes,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7812,NCT03873545,0,0,0,Prospective,80,No,No,No,INDUSTRY,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7813,NCT03873610,Randomized,Single,Supportive Care,0,200,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7814,NCT03874052,N/A,None (Open Label),Treatment,0,30,No,No,Yes,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7815,NCT03874351,Randomized,Quadruple,Treatment,0,60,No,Yes,No,OTHER,0,0,Interventional,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7816,NCT03874507,Randomized,None (Open Label),Supportive Care,0,250,No,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
7817,NCT03874637,Randomized,Triple,Other,0,15,No,Yes,No,INDUSTRY,0,0,Interventional,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7818,NCT03874793,Randomized,Double,Treatment,0,60,No,No,No,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7819,NCT03875209,Randomized,Triple,Treatment,0,63,Accepts Healthy Volunteers,No,Yes,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7820,NCT03875287,N/A,None (Open Label),Other,0,30,No,No,Yes,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7821,NCT03875339,Randomized,None (Open Label),Prevention,0,2240,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
7822,NCT03875651,0,0,0,Prospective,100,No,Yes,No,INDUSTRY,No,Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7823,NCT03876028,0,None (Open Label),Treatment,0,10,No,No,Yes,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7824,NCT03876223,0,0,0,Prospective,180,No,No,No,OTHER,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7825,NCT03876665,0,0,0,Cross-Sectional,60,Accepts Healthy Volunteers,No,No,FED,No,Non-Probability Sample,Observational,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
7826,NCT03877003,Randomized,None (Open Label),Prevention,0,25,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
7827,NCT03877497,Randomized,None (Open Label),Prevention,0,76,Accepts Healthy Volunteers,No,No,OTHER,0,0,Interventional,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7828,NCT03878589,Randomized,Quadruple,Treatment,0,210,No,No,Yes,OTHER,0,0,Interventional,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7829,NCT03878745,Non-Randomized,None (Open Label),Other,0,55,No,Yes,No,INDUSTRY,0,0,Interventional,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7830,NCT03878758,Randomized,Single,Other,0,158,No,Yes,No,INDUSTRY,0,0,Interventional,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
7831,NCT03880006,Randomized,None (Open Label),Other,0,596,No,No,No,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7832,NCT03880487,Randomized,Triple,Treatment,0,97,Accepts Healthy Volunteers,No,Yes,INDUSTRY,0,0,Interventional,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7833,NCT03880656,Randomized,None (Open Label),Treatment,0,18,No,No,Yes,OTHER,0,0,Interventional,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
