,Rank,NCTId,BaselineMeasurementUpperLimit,BaselineMeasurementValue,BaselinePopulationDescription,BaselineTypeUnitsAnalyzed,BioSpecDescription,BioSpecRetention,BriefSummary,BriefTitle,CentralContactEMail,CentralContactName,CentralContactPhone,CentralContactPhoneExt,CentralContactRole,CollaboratorClass,CollaboratorName,CompletionDate,CompletionDateType,Condition,ConditionAncestorId
0,590,['NCT02800057'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,591,['NCT02799342'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,592,['NCT02799329'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,593,['NCT02795689'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,594,['NCT02787343'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,595,['NCT02784431'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,596,['NCT02771119'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,597,['NCT02764580'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,598,['NCT02761759'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,599,['NCT02756260'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,600,['NCT02746289'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,601,['NCT02746120'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,602,['NCT02719444'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,603,['NCT02716155'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,604,['NCT02712931'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,605,['NCT02711254'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,606,['NCT02699021'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,607,['NCT02698787'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,608,['NCT02698397'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,609,['NCT02697604'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,610,['NCT02686450'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,611,['NCT02684110'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,612,['NCT02680964'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,613,['NCT02680860'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,614,['NCT02662049'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,615,['NCT02638883'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,616,['NCT02634996'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,617,['NCT02634554'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,618,['NCT02634125'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,619,['NCT02631213'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,620,['NCT02626624'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,621,['NCT02624739'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,622,['NCT02622919'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,623,['NCT02599519'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,624,['NCT02597296'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,625,['NCT02596464'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,626,['NCT02579486'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,627,['NCT02576210'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,628,['NCT02561052'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,629,['NCT02553395'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,630,['NCT02548429'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,631,['NCT02543814'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,632,['NCT02540577'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,633,['NCT02540564'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,634,['NCT02535234'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,635,['NCT02525783'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,636,['NCT02517645'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,637,['NCT02506400'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,638,['NCT02495116'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,639,['NCT02480829'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,640,['NCT02474784'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,641,['NCT02474771'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,642,['NCT02474758'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,643,['NCT02458378'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,644,['NCT02455063'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,645,['NCT02441634'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,646,['NCT02436005'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,647,['NCT02430441'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,648,['NCT02405871'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,649,['NCT02403167'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,650,['NCT02396914'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,651,['NCT02388425'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,652,['NCT02383082'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,653,['NCT02380716'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,654,['NCT02380014'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,655,['NCT02365545'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,656,['NCT02365467'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,657,['NCT02364375'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,658,['NCT02353377'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,659,['NCT02343068'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,660,['NCT02340832'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,661,['NCT02327598'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,662,['NCT02325609'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,663,['NCT02322840'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,664,['NCT02312141'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,665,['NCT02300974'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,666,['NCT02289534'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,667,['NCT02284321'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,668,['NCT02283125'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,669,['NCT02280577'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,670,['NCT02275624'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,671,['NCT02272114'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,672,['NCT02271087'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,673,['NCT02268227'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,674,['NCT02255539'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,675,['NCT02239263'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,676,['NCT02231034'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,677,['NCT02223663'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,678,['NCT02218450'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,679,['NCT02195362'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,680,['NCT02195128'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,681,['NCT02191800'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,682,['NCT02187458'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,683,['NCT02167880'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,684,['NCT02166073'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,685,['NCT02142465'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,686,['NCT02142374'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,687,['NCT02142023'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,688,['NCT02141334'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,689,['NCT02134236'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,690,['NCT02124538'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,691,['NCT02108275'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,692,['NCT02089646'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,693,['NCT02086812'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,694,['NCT02085174'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,695,['NCT02082847'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,696,['NCT02070601'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,697,['NCT02036385'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,698,['NCT02020447'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,699,['NCT02006251'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,700,['NCT02004249'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,701,['NCT02003105'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,702,['NCT01989390'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,703,['NCT01989377'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,704,['NCT01988727'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,705,['NCT01988025'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,706,['NCT01984151'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,707,['NCT01973621'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,708,['NCT01966211'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,709,['NCT01957982'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,710,['NCT01951131'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,711,['NCT01950767'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,712,['NCT01940458'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,713,['NCT01940211'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,714,['NCT01937000'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,715,['NCT01936987'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,716,['NCT01916083'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,717,['NCT01906736'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,718,['NCT01905241'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,719,['NCT01896141'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,720,['NCT01894698'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,721,['NCT01883557'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,722,['NCT01882309'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,723,['NCT01877369'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,724,['NCT01874925'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,725,['NCT01867008'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,726,['NCT01859975'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,727,['NCT01854879'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,728,['NCT01847846'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,729,['NCT01835769'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,730,['NCT01835366'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,731,['NCT01827488'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,732,['NCT01820741'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,733,['NCT01801995'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,734,['NCT01801241'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,735,['NCT01795807'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,736,['NCT01795118'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,737,['NCT01792869'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,738,['NCT01790867'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,739,['NCT01787981'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,740,['NCT01777880'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,741,['NCT01773941'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,742,['NCT01773265'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,743,['NCT01747265'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,744,['NCT01738230'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,745,['NCT01738165'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,746,['NCT01733264'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,747,['NCT01733251'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,748,['NCT01724541'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,749,['NCT01721122'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,750,['NCT01715454'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,751,['NCT01700764'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,752,['NCT01697813'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,753,['NCT01697774'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,754,['NCT01674400'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,755,['NCT01670006'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,756,['NCT01662479'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,757,['NCT01660113'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,758,['NCT01658189'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,759,['NCT01652846'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,760,['NCT01643200'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,761,['NCT01640795'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,762,['NCT01630707'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,763,['NCT01629836'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,764,['NCT01627405'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,765,['NCT01614925'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
0,766,['NCT01613742'],[],[],[],[],[],[],[],['[Trial of device that is not approved or cleared by the U.S. FDA]'],[],[],[],[],[],[],[],[],[],[],[]
