,Rank,NCTId,OutcomeDenomUnits,OutcomeGroupDescription,OutcomeMeasurementUpperLimit,OutcomeGroupTitle,OutcomeMeasureAnticipatedPostingDate,OutcomeMeasureCalculatePct,OutcomeMeasureDenomUnitsSelected,OutcomeMeasureDescription,OutcomeMeasureDispersionType,OutcomeMeasureParamType,OutcomeMeasurePopulationDescription,OutcomeMeasureReportingStatus,OutcomeMeasureTimeFrame,OutcomeMeasureTitle,OutcomeMeasureType,OutcomeMeasureTypeUnitsAnalyzed,OutcomeMeasureUnitOfMeasure,OutcomeMeasurementComment,OutcomeMeasurementGroupId
0,55,['NCT02813577'],"['Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants']","['This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.', 'This is a single-arm study. Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.\n\nLutonix® 035 Drug Coated Balloon PTA Catheter: Female subjects will receive the Lutonix® 035 Drug Coated Balloon PTA Catheter.']",[],"['Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter', 'Lutonix® 035 Drug Coated Balloon PTA Catheter']",[],[],[],"['Index limb amputation includes above or below the ankle amputations.', 'Primary patency is defined as freedom from target lesion restenosis (TLR) and from binary restenosis. Binary restenosis is adjudicated by the independent Core Laboratory based on Peak Systolic Velocity Ratio (PSVR) ≥ 2.5 and / or abnormal waveforms, or based on angiographic ≥ 50% diameter stenosis.']",[],"['Number', 'Number']","['Study was terminated.', 'Study was terminated.', 'Study was terminated.', 'Study terminated.', 'Study was terminated.', 'Study was terminated.', 'Study was terminated.', 'Study was terminated.', 'Study was terminated.', 'Study was terminated.', 'Study was terminated.']","['Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted', 'Posted']","['12 months post index procedure', '12 months post index procedure', '30 days post index procedure', '30 days', '30 days post index procedure', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months post index procedure', '1, 6, 12 and 24 months post index procedure']","['Number of Participants With Freedom From the Following: All-cause Peri-operative Death at 30 Days, Index Limb Amputation Within 1 Year, Index Limb Re-intervention Within 1 Year, and Index-limb-Related Death Within 1 Year Post Index Procedure', 'Effectiveness: Number of Participants With Primary Patency of the Target Lesion at 12 Month Post Index Procedure.', 'Number of Participants With Freedom From All-cause Perioperative (≤ 30 Day) Death and Freedom From the Following: Index Limb Amputation, Index Limb Re-intervention, and Index-Limb-Related Death.', 'Number of Major Vascular Complications at 30 Days Post Index Procedure', 'Number of Deaths (All Causes) at 30 Days Post Index Procedure', 'Number of Participants With Clinically Driven Target Lesion Revascularization (TLR) at 1, 6, 12, and 24 Month Post Index Procedure', 'Number of Participants With Target Vessel Revascularization (TVR) at 1, 6, 12, and 24 Months Post Index Porcedure', 'Number of Participants With Reintervention for Treatment of Thrombosis of the Target Vessel or Embolization to Its Distal Vasculature at 1, 6, 12, and 24 Months Post Index Procedure', 'Number of Participants With Unanticipated and Anticipated Device Related Serious Adverse Events at 1, 6, 12, and 24 Months Post Index Procedure', 'Number of Participants With Amputation (Above the Ankle)-Free Survival (AFS) at 1, 6, 12, and 24 Months Post Index Procedure.', 'Change in Rutherford Classification Scores at 1, 6, 12, and 24 Months Post Index Procedure Compared to Baseline', 'Number of Participants With Sustained Clinical Benefit at 1, 6, 12, and 24 Months Post Index Procedure', 'Change of Resting Ankle Brachial Index (ABI) Scores at 1, 6, 12, and 24 Months Post Index Procedure Compared to Baseline']","['Primary', 'Primary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary']",[],"['Complications', 'Participants']",[],"['OG000', 'OG000']"
0,56,['NCT00666380'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,57,['NCT01287247'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,58,['NCT04163341'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,59,['NCT02987335'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,60,['NCT02867722'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,61,['NCT03276637'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,62,['NCT03192891'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,63,['NCT03373045'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,64,['NCT04229212'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,65,['NCT02848781'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,66,['NCT00385047'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,67,['NCT02993120'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,68,['NCT03045120'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
0,69,['NCT01154296'],"['Participants', 'Participants', 'Participants', 'Participants', 'Participants', 'Participants']","['Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 1 will receive rapid HIV testing and RESPECT-2 counseling.\n\nRESPECT-2 Counseling: Specifically designed for use with the rapid HIV test, involves a brief (approximately 20-40 minute) counseling session which includes an orientation to the rapid testing procedure, an explanation of the testing window period, routes of HIV transmission and the meaning of test results, a personalized exploration of risk, the creation of a risk-reduction plan, identification of sources for support and referrals, and HIV test results.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 2 will receive rapid HIV testing with information only.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 1 will receive rapid HIV testing and RESPECT-2 counseling.\n\nRESPECT-2 Counseling: Specifically designed for use with the rapid HIV test, involves a brief (approximately 20-40 minute) counseling session which includes an orientation to the rapid testing procedure, an explanation of the testing window period, routes of HIV transmission and the meaning of test results, a personalized exploration of risk, the creation of a risk-reduction plan, identification of sources for support and referrals, and HIV test results.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 2 will receive rapid HIV testing with information only.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 1 will receive rapid HIV testing and RESPECT-2 counseling.\n\nRESPECT-2 Counseling: Specifically designed for use with the rapid HIV test, involves a brief (approximately 20-40 minute) counseling session which includes an orientation to the rapid testing procedure, an explanation of the testing window period, routes of HIV transmission and the meaning of test results, a personalized exploration of risk, the creation of a risk-reduction plan, identification of sources for support and referrals, and HIV test results.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 2 will receive rapid HIV testing with information only.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 1 will receive rapid HIV testing and RESPECT-2 counseling.\n\nRESPECT-2 Counseling: Specifically designed for use with the rapid HIV test, involves a brief (approximately 20-40 minute) counseling session which includes an orientation to the rapid testing procedure, an explanation of the testing window period, routes of HIV transmission and the meaning of test results, a personalized exploration of risk, the creation of a risk-reduction plan, identification of sources for support and referrals, and HIV test results.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 2 will receive rapid HIV testing with information only.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 1 will receive rapid HIV testing and RESPECT-2 counseling.\n\nRESPECT-2 Counseling: Specifically designed for use with the rapid HIV test, involves a brief (approximately 20-40 minute) counseling session which includes an orientation to the rapid testing procedure, an explanation of the testing window period, routes of HIV transmission and the meaning of test results, a personalized exploration of risk, the creation of a risk-reduction plan, identification of sources for support and referrals, and HIV test results.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 2 will receive rapid HIV testing with information only.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 1 will receive rapid HIV testing and RESPECT-2 counseling.\n\nRESPECT-2 Counseling: Specifically designed for use with the rapid HIV test, involves a brief (approximately 20-40 minute) counseling session which includes an orientation to the rapid testing procedure, an explanation of the testing window period, routes of HIV transmission and the meaning of test results, a personalized exploration of risk, the creation of a risk-reduction plan, identification of sources for support and referrals, and HIV test results.', 'Individuals who screen as eligible will complete written informed consent procedures, be enrolled, be tested for STIs, and be asked to complete a baseline assessment using audio computer-assisted self interview (ACASI). Then participants randomized to group 2 will receive rapid HIV testing with information only.']",[],"['Rapid HIV Testing w/ Counseling (Group 1)', 'Rapid HIV Testing & Information Only (Group 2)', 'Rapid HIV Testing w/ Counseling (Group 1)', 'Rapid HIV Testing & Information Only (Group 2)', 'Rapid HIV Testing w/ Counseling (Group 1)', 'Rapid HIV Testing & Information Only (Group 2)', 'Rapid HIV Testing w/ Counseling (Group 1)', 'Rapid HIV Testing & Information Only (Group 2)', 'Rapid HIV Testing w/ Counseling (Group 1)', 'Rapid HIV Testing & Information Only (Group 2)', 'Rapid HIV Testing w/ Counseling (Group 1)', 'Rapid HIV Testing & Information Only (Group 2)']",[],[],[],"['Composite STI incidence (Yes/No) at 6-month follow-up in which a person is considered positive for STIs if they are positive on any tested STI.', 'Self-reported continuous variables to determine number of (vaginal and/or anal) sex acts.', 'Self-reported continuous variables to determine number of unprotected (vaginal and/or anal) sex acts', 'Self-reported continuous variables to determine number of partners with whom the participant had (vaginal and/or anal) sex.', 'Self-reported continuous variables to determine number of partners with whom the participant had unprotected (vaginal and/or anal) sex.', 'Self-reported continuous variables to determine number of (vaginal and/or anal) sex acts in which the participant reported using substances before the sex act.']","['Standard Error', 'Standard Error', 'Standard Error', 'Standard Error']","['Number', 'Least Squares Mean', 'Least Squares Mean', 'Least Squares Mean', 'Least Squares Mean', 'Number']",[],[],"['6 months post randomization', '6 months post randomization', '6 months post randomization', '6 months post randomization', '6 months post randomization', '6 months post randomization']","['STI Incidence', 'Sexual Risk Behavior -- # of Sex Acts', 'Sexual Risk Behavior -- # of Unprotected Sex Acts', 'Sexual Risk Behavior -- # of Partners', 'Sexual Risk Behavior -- # of Unprotected Partners', 'Sexual Risk Behavior -- # of Sex Acts With Substance Use']","['Primary', 'Secondary', 'Secondary', 'Secondary', 'Secondary', 'Secondary']",[],"['participants', 'sex acts', 'unprotected sex acts', 'partners', 'unprotected partners', 'sex acts with substance use']",[],"['OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001', 'OG000', 'OG001']"
