,Rank,NCTId,OutcomeMeasurementLowerLimit,OutcomeMeasurementSpread,PrimaryOutcomeTimeFrame,OutcomeMeasurementValue,OverallOfficialAffiliation,OverallOfficialName,OverallOfficialRole,OverallStatus,OversightHasDMC,PatientRegistry,Phase,PointOfContactEMail,PointOfContactOrganization,PointOfContactPhone,PointOfContactPhoneExt,PointOfContactTitle,PrimaryCompletionDate,PrimaryCompletionDateType,PrimaryOutcomeDescription
0,69,['NCT01154296'],[],"['1.1312', '1.1553', '0.9791', '1.0381', '0.07454', '0.08386', '0.03749', '0.03845']",['6 months post randomization'],"['250', '226', '28.6', '29.1', '17.4', '18.3', '2.7', '3.0', '1.1', '1.1', '115', '106']","['University of Miami', 'San Francisco Department of Public Health']","['Lisa R. Metsch, Ph.D.', 'Grant N Colfax, M.D.']","['Principal Investigator', 'Principal Investigator']",['Completed'],['Yes'],[],['Not Applicable'],['lm2892@columbia.edu'],['Department of Sociomedical Sciences/Mailman School of Public Health/Columbia University'],['212-305-3577'],[],"['Lisa Metsch, PhD, Stephen Smith Professor and Chair of Sociomedical Sciences']",['July 2011'],['Actual'],['Composite STI incidence (Yes/No) at 6-month follow-up in which a person is considered positive for STIs if they are positive on any tested STI.']
0,70,['NCT02857764'],[],[],"['up to 6 years (estimated study duration)', 'up to 6 years (estimated study duration)', 'up to 6 years (estimated study duration)']",[],"['Janssen Research & Development, LLC']","['Janssen Research & Development, LLC Clinical Trial']",['Study Director'],['Completed'],['No'],['No'],[],[],[],[],[],[],"['June 30, 2017']",['Actual'],"['The occurrence of a below-knee lower extremity amputation will be defined by observing an associated procedure code in the outpatient or inpatient medical service claims.', 'The occurrence of a below-knee lower extremity amputation will be defined by observing an associated procedure code in the outpatient or inpatient medical service claims.', 'Hazard ratio will be estimated using a conditional Cox proportional hazards model based on propensity-matched cohorts.']"
0,71,['NCT00412568'],[],[],['one year after procedure'],[],['Walter Reed Army Medical Center'],"['KRAIG S. BOWER, MD']",['Principal Investigator'],['Completed'],[],[],['Not Applicable'],[],[],[],[],[],[],[],[]
0,72,['NCT03353480'],[],[],"['0-72 hours', '0-72 hours']",[],['Pfizer'],['Pfizer CT.gov Call Center'],['Study Director'],['Completed'],['No'],[],['Phase 1'],[],[],[],[],[],"['January 29, 2018']",['Actual'],"['Area under the serum concentration-time profile from time zero to 72 hours post dose based on observed serum concentrations at time points 0 (prior-dose), 0.5, 1, 2, 3, 4, 5, 6,8, 10, 12, 24, 48 and 72 hours after dose using linear/log trapezoidal methods', 'Maximum serum concentration among observed serum concentrations at time points 0 (prior-dose), 0.5, 1, 2, 3, 4, 5, 6,8, 10, 12, 24, 48 and 72 hours after dose']"
0,73,['NCT00800267'],[],[],"['6 months', '6 months']",[],['Pfizer'],['Pfizer CT.gov Call Center'],['Study Director'],['Completed'],['No'],[],['Phase 3'],[],[],[],[],[],['June 1999'],['Actual'],[]
0,74,['NCT00601835'],"['6.01', '6.54', '0.371', '0.332']",[],['28 Days post-vaccination'],"['96', '97', '71', '71', '82', '84', '66', '63', '6.83', '7.35', '0.459', '0.409', '832', '209', '7', '5', '299', '132', '28', '20', '205', '93', '32', '11', '80', '32', '5', '2', '152', '53', '6', '1', '95', '40', '2', '1', '380', '122', '16', '4', '226', '90', '13', '6', '267', '61', '6', '2', '106', '34', '6', '1', '201', '74', '7', '1', '33', '6', '6', '1']",['Sanofi Pasteur Inc.'],['Medical Director'],['Study Director'],['Completed'],['No'],[],['Phase 4'],['RegistryContactUs@sanofipasteur.com'],['Sanofi Pasteur Inc.'],[],[],['Medical Director'],['July 2005'],['Actual'],['Seroprotection and booster responses for both tetanus and diphtheria were considered to be an antibody level of ≥ 0.10 IU/mL 28 days post-vaccination with either the Canadian-manufactured Tetanus and Diphtheria Toxoids Adsorbed vaccine or the US-manufactured Tetanus and Diphtheria Toxoids Adsorbed vaccine in participants ≥ 60 years of age.']
0,75,['NCT01087905'],[],[],"['26 weeks after the target quit smoking date', '26 weeks after the target quit smoking date']","['43.3', '48.9', '42.3', '49.9', '47.6', '44.6', '38.4', '48.2', '46.2', '51.6', '94', '118', '115', '128']","['University of Wisconsin Center for Tobacco Research and Intervention, School of Medicine and Public Health', 'University of Wisconsin Center for Tobacco Research and Intervention, School of Medicine and Public Health']","['Stevens S Smith, PhD', 'Paula A Keller, MPH']","['Principal Investigator', 'Study Director']",['Completed'],['No'],[],['Phase 4'],['sss@ctri.medicine.wisc.edu'],['University of Wisconsin School of Medicine and Public Health'],['608-262-7563'],[],"['Stevens S. Smith, Ph.D.']",['February 2011'],['Actual'],"['Self-reported total abstinence from any tobacco use (even a single puff) for the seven days preceding the target follow-up day.', 'Self-reported total abstinence from any tobacco use (even a single puff) for the seven days preceding the target follow-up day.']"
0,76,['NCT02616198'],[],[],"['6 years', '6 years', '6 years', '6 years', '6 years']",[],[],[],[],['Completed'],['Yes'],[],['Not Applicable'],[],[],[],[],[],['September 2009'],['Actual'],"['Marginal adaptation was evaluated by 2 independent clinicians. Visual inspection with a mirror at 18 inches was performed . A score means the higher score of clinical acceptability while C and D score means that the restoration has failed and needs to be replaced. Alpha 1: Harmonious outline Alpha 2: Marginal gap (max 100µ) with discoloration (removable) Bravo: Marginal gap (> 100µ) with discoloration (unremovable) Charlie: The restoration is fractured or missed', 'Marginal discolouration was evaluated by 2 independent clinicians. Visual inspection with a mirror at 18 inches was performed . A score means the higher score of clinical acceptability while C score means that the restoration has failed and needs to be replaced. Alpha: No discoloration anywhere along the margin between the restoration and the adjacent tooth.\n\nBravo: Slight discoloration along the margin between the restoration and the adjacent tooth.\n\nCharlie: The discoloration penetrated along the margin of the restorative material in a pulpal direction.', 'Retention rate was evaluated by 2 independent clinicians. Visual inspection with a mirror at 18 inches was performed . A score means the higher score of clinical acceptability while C and D score means that the restoration has failed and needs to be replaced. Alpha 1:Clinically excellent Alpha 2: Clinically good with slight deviations from ideal performance, correction possible without damage of tooth or restoration Bravo: Clinically sufficient with few defects, corrections or repair of the restoration possible Charlie: Restoration is partially missed Delta: Restoration is totally missed', 'Anatomic form was evaluated by 2 independent clinicians. Visual inspection with a mirror at 18 inches was performed . A score means the higher score of clinical acceptability while C score means that the restoration has failed and needs to be replaced. Alpha 1: Continuous with existing anatomical form Alpha 2: Slightly discontinuous due to some chipping on the proximal ridge Bravo: Discontinuous with existing anatomical form due to material loss but proximal contact still present Charlie: Proximal contact is lost with ridge fracture', 'Colour changes was evaluated by 2 independent clinicians. Visual inspection with a mirror at 18 inches was performed . A score means the higher score of clinical acceptability while C score means that the restoration has failed and needs to be replaced. Alpha: The restoration matches the adjacent tooth structure in color and translucency.\n\nBravo: Light mismatch in color, shade or translucency between the restoration and the adjacent tooth.\n\nCharlie: The mismatch in color and translucency is outside the acceptable range of tooth color and translucency.']"
0,77,['NCT00007540'],[],[],[],[],[],[],[],['Completed'],[],[],[],[],[],[],[],[],[],[],[]
0,78,['NCT02163525'],[],[],"['3 months post procedure', '30 days post procedure']",[],['Henry Ford Hospital'],"['David Eisenstein, MD']",['Study Director'],"['Active, not recruiting']",['Yes'],[],['Not Applicable'],[],[],[],[],[],['July 2019'],['Actual'],"['To compare medical, surgical, and hospitalization costs (including procedural complication costs) of Global Fibroid Ablation (GFA) compared to those of Myomectomy and Uterine Artery Embolization (UAE)at 3 months post procedure.', 'Overall rates of acute (within 48 hours post procedure) and near-term (between 2 and 30 days post procedure) serious complications in all GFA subjects compared to the acute and near-term treatment-related serious adverse event rates in the pivotal study.']"
0,79,['NCT03310112'],[],[],"['Change from the pre-intervention baseline (testing 1) to the long-term post-intervention (testing 3), which is an average of 8 weeks from the baseline.', 'Change from the pre-intervention baseline (testing 1) to the long-term post-intervention (testing 3), which is an average of 8 weeks from the baseline.']",[],['University of Miami'],"['Amishi P Jha, Ph.D.']",['Principal Investigator'],['Completed'],['No'],[],['Not Applicable'],[],[],[],[],[],"['March 27, 2018']",['Actual'],"['The SART is used to assess attentional performance and mind wandering (i.e., off-task thinking which is typically self-generated and compromises the performance of the task at hand). The task uses a continuous performance paradigm involving button presses to frequently presented non-targets (numbers 1, 2, 4, 5, 6, 7, 8, and 9) but requires the participants to withhold their motor response to the infrequent target (number 3). Withholding responses only to infrequent targets encourages a pre-potent response and mind wandering. Real-time subjective experience of mind wandering during SART is assessed through experience-sampling probes randomly presented throughout the task.', 'The WMDA is used to assess the ability to hold information in working memory while overcoming emotional reactivity and distraction. Specifically, participants are presented with a memory item that they need to memorize and hold in memory during a delay interval. During the delay, emotionally negative or neutral scene images are presented. The negative images are combat scenes from Iraq or Afghanistan and the neutral images are non-combat scenes.']"
0,80,['NCT02766634'],[],[],"['prior to study drug administration on Days 1, 2, 3, 4, 5, and 24, 48, 72, 96, and 120 hours after dose administration on Day 5 of each period', 'prior to study drug administration on Days 1, 2, 3, 4, 5, and 24, 48, 72, 96, and 120 hours after dose administration on Day 5 of each period', 'prior to study drug administration and 24, 48, 72, 96, and 120 hours after dose administration on Day 5 of each period', 'prior to study drug administration and 24, 48, 72, 96, and 120 hours after dose administration on Day 5 of each period']",[],['Pfizer'],['Pfizer CT.gov Call Center'],['Study Director'],['Completed'],['No'],[],['Phase 1'],[],[],[],[],[],['June 2016'],['Actual'],[]
0,81,['NCT02971709'],[],[],['One-year'],[],"['Klein Buendel, Inc.']","['David Buller, PhD']",['Principal Investigator'],['Completed'],['No'],[],['Not Applicable'],[],[],[],[],[],"['May 31, 2017']",['Actual'],"['Any use of each passive recreation, assessed by observing each passive recreation areas for 30 minutes on four weekend days between 11 am and 3 pm when forecast high temperatures were had forecast high temperature were between 72°F/22°C and 95°F/35°C over a 20-week period during two summers (pretest summer, posttest summer) by trained research assistants. Observations were suspended during rain.']"
0,82,['NCT03801928'],[],[],"['From Baseline through 12 months', 'From Baseline thtough 12 months', 'From Baseline through 12 months', 'From Baseline through 12 months', 'From Baseline through 12 months']",[],['Pfizer'],['Pfizer CT.gov Call Center'],['Study Director'],['Completed'],['No'],['No'],[],[],[],[],[],[],"['February 7, 2020']",['Actual'],[]
0,83,['NCT01641029'],[],[],['July 2013-July 2014'],[],[],[],[],['Completed'],['No'],['No'],[],[],[],[],[],[],['December 2014'],['Actual'],[]
0,84,['NCT02128542'],"['62.0', '60.4', '64.3', '66.9']",[],"['Posttreatment Week 12', 'Up to 12 weeks']","['76.6', '84.2', '4.5', '78.7', '89.5', '0', '0', '17.4', '15.8', '2', '5', '0', '0']",['Gilead Sciences'],"['Lorenzo Rossaro, MD']",['Study Director'],['Completed'],['No'],[],['Phase 4'],['ClinicalTrialDisclosures@gilead.com'],['Gilead Sciences'],[],[],['Clinical Trial Disclosures'],['June 2015'],['Actual'],"['SVR12 was defined as HCV RNA < the lower limit of quantitation (LLOQ; ie, 25 IU/mL) at 12 weeks after stopping study treatment.']"
0,85,['NCT00573976'],[],[],[],[],"['University of California, Irvine']","['Kimberly D Anderson, Ph.D.']",['Principal Investigator'],['Completed'],['No'],[],[],[],[],[],[],[],[],[],[]
