,Rank,NCTId,SecondaryId,StdAge,SecondaryIdLink,SecondaryIdType,SecondaryOutcomeDescription,SecondaryOutcomeMeasure,SecondaryOutcomeTimeFrame,SeeAlsoLinkLabel,SeeAlsoLinkURL,SeriousEventAssessmentType,SeriousEventNotes,SeriousEventOrganSystem,SeriousEventSourceVocabulary,SeriousEventStatsGroupId,SeriousEventStatsNumAffected,SeriousEventStatsNumAtRisk,SeriousEventStatsNumEvents,SeriousEventTerm,StartDate
0,58,['NCT04163341'],[],"['Adult', 'Older Adult']",[],[],"['HIV RNA viral load <200 copies/mL', 'HIV RNA viral load <200 copies/mL', 'HRSA attendance measure: Engaged in care if attended >=2 HIV primary care visits >= 90 days apart in the 12 months after baseline.', 'Hamilton Rating Scale for Depression (HAM-D) score; minimum score is 0, maximum score is 52, with higher scores meaning a worse outcome.', 'Hopkins Symptom Checklist (HSCL) anxiety subscale score; minimum score is 1, maximum score is 4, with higher scores meaning a worse outcome.', 'Harvard Trauma Questionnaire (HTQ) score; minimum score is 1, maximum score is 4, with higher scores meaning a worse outcome.', 'Timeline Follow-Back', 'Kept visit proportion: Total number of kept visits divided by total number of missed plus kept visits']","['Suppressed HIV RNA viral load', 'Suppressed HIV RNA viral load', 'HIV appointment attendance', 'Depressive symptoms', 'Anxiety symptoms', 'Post-traumatic stress symptoms', 'Substance use symptoms', 'HIV appointment attendance']","['3 months post-baseline', '9 months post-baseline', 'From baseline to 12 months post-baseline', '3 months post-baseline', '3 months post-baseline', '3 months post-baseline', '3 months post-baseline', 'From baseline to 12 months post-baseline']",[],[],[],[],[],[],[],[],[],[],[],['September 2020']
0,59,['NCT02987335'],"['R01DK079974', 'R01DK069861']",['Adult'],"['https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=R01DK079974&Fy=all', 'https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=R01DK069861&Fy=all']","['U.S. NIH Grant/Contract', 'U.S. NIH Grant/Contract']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],['December 2020']
0,60,['NCT02867722'],[],"['Adult', 'Older Adult']",[],[],[],"['Number of non-melanoma skin cancers at 1- and 5-years compared to the number of skin', 'Number of patients with treatment related adverse events as assessed by CTCAE v4.0', 'Measure patient satisfaction at 1- and 5- years using the Treatment Satisfaction Questionnaire for Medication']","['1 year and 5 years', '5 years', '1 year and 5 years']",[],[],[],[],[],[],[],[],[],[],[],['September 2016']
0,61,['NCT03276637'],[],"['Adult', 'Older Adult']",[],[],"[""Novel and adapted (Kaphingst, K.A., et al. 2012; Gray S.W., et al., 2014) survey measures will assess military healthcare providers' confidence in receiving, interpreting, and returning whole exome sequencing results"", ""Novel survey measures will assess active-duty patient-participants' perceptions and attitudes toward genomic sequencing"", 'Validated (Selim, A.J., et al. 2011) survey measures and military medical record review by trained genetic professional(s) will assess quality of life']","[""Change in military healthcare providers' confidence with genomic data"", ""Change in active-duty Airmen's perceptions and attitudes toward genomic sequencing"", ""Change in active-duty Airmen's health subsequent to introduction of genomic medicine""]","['Baseline, after education (within one month of baseline), 6 months prior to study completion', 'Baseline, 6 weeks after results disclosure', 'Baseline, 6 weeks after results disclosure, 1 year after results disclosure']",[],[],[],[],[],[],[],[],[],[],[],"['August 23, 2017']"
0,62,['NCT03192891'],[],"['Adult', 'Older Adult']",[],[],"['cardiac hospitalizations for unstable angina or heart failure, heart transplant, significant ventricular arrhythmias, and strokes']","['Non-fatal cardiac events', 'Cardiac event-weighted QALY']","['from time of study to the date 4 years following', 'from time of study to the date 4 years following']",[],[],[],[],[],[],[],[],[],[],[],"['March 1, 2017']"
0,63,['NCT03373045'],[],"['Adult', 'Older Adult']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['February 27, 2018']"
0,64,['NCT04229212'],[],"['Adult', 'Older Adult']",[],[],"[""'C"", ""'C"", ""'C"", ""'C"", 'VAS score (0-10, while 0 is best, 10 is worst)', 'VAS score (0-10, while 0 is best, 10 is worst)', 'VAS score (0-10, while 0 is best, 10 is worst)', '20 cm distal to the ipsilateral anterior superior iliac spine [ASIS]', '20 cm distal to the ipsilateral anterior superior iliac spine [ASIS]', '20 cm distal to the ipsilateral anterior superior iliac spine [ASIS]', '20 cm distal to the ipsilateral anterior superior iliac spine [ASIS]', 'Grade of hematoma (1-3, while 1 is best, 3 is worst)', 'Grade of hematoma (1-3, while 1 is best, 3 is worst)', 'Grade of hematoma (1-3, while 1 is best, 3 is worst)', 'Grade of hematoma (1-3, while 1 is best, 3 is worst)']","['body temperature', 'body temperature', 'body temperature', 'body temperature', 'Secondary outcome-Pain', 'Secondary outcome-Pain', 'Secondary outcome-Pain', 'width of the injured proximal thigh', 'width of the injured proximal thigh', 'width of the injured proximal thigh', 'width of the injured proximal thigh', 'wound condition', 'wound condition', 'wound condition', 'wound condition']","['preoperative', 'postoperative days 1', 'postoperative days 2', 'postoperative days 4', 'postoperative days 1', 'postoperative days 2', 'postoperative days 4', 'postoperative days 1', 'Intraoperation', 'postoperative days 2', 'postoperative days 4', 'Intraoperation', 'postoperative days 1', 'postoperative days 2', 'postoperative days 4']",[],[],[],[],[],[],[],[],[],[],[],"['December 11, 2018']"
0,65,['NCT02848781'],[],"['Adult', 'Older Adult']",[],[],"['Recurrent VT is defined as any appropriate ICD therapy (shock or ATP) or documented sustained monomorphic VT >30 seconds.', 'Cardiovascular rehospitalization is defined as a hospital admission after the randomized procedure for heart failure, procedure-associated complication, or arrhythmia-related causes during the follow-up period.']","['Freedom from recurrent VT', 'Freedom from cardiovascular rehospitalization', 'Freedom from all-cause mortality']","['2 years', '2 years', '2 years']",[],[],[],[],[],[],[],[],[],[],[],"['November 30, 2015']"
0,66,['NCT00385047'],"['A-13949', 'ETrack Protocol No. 104936', 'MAL-045', '#20060900']",['Adult'],[],"['Other Identifier', 'Other Identifier', 'Other Identifier', 'Other Identifier']",[],"['Anti-AMA-1 antibody titers during Immunization Phase', 'Anti-AMA-I antibody titers during Challenge Phase', 'Anti-AMA-I antibodies as percent parasite growth inhibition during Immunization Phase', 'Anti-AMA-I antibodies as percent parasite growth inhibition during Challenge Phase', 'Time to parasitemia development after primary challenge following administration of the FMP2.l/ASOIB and FMP2.l /AS02A']","['Up to 70 days', 'Up to 90 days', 'Up to 70 days', 'Up to 90 days', 'Up to 1 Year']",[],[],[],[],[],[],[],[],[],[],[],['September 2006']
0,67,['NCT02993120'],[],"['Adult', 'Older Adult']",[],[],"['Describe LDL-C levels and measurement patterns in subjects with clinical ASCVD', 'Describe subject characteristics', 'Describe subject understanding of CV risk', 'Describe subject goals of lipid management', 'Describe subject attitudes towards lipid lowering treatment (LLT)', 'The two levels of LDL-C that will be assessed are < 70 mg/dL and < 55 mg/dL.']","['LDL-C levels and measurement patterns', 'Subject Characteristics', 'Subject understanding of CV risk', 'Goals of Lipid Management', 'Attitudes towards lipid lowering treatment (LLT)', 'Percentage of Subjects Achieving Pre-Specified Levels Low-Density Lipoprotein Cholesterol (LDL-C) Before and After Educational Intervention', 'Number of Subjects who Experience an Intensification in Lipid-Lowering Therapy Before and After Educational Intervention', 'Percentage of Subjects on Optimal Medical Therapy Before and After Educational Intervention', 'Percentage of Physicians Stating a Specific Lipid Treatment Objective Before and After Educational Intervention']","['Through study completion, an average of 3 years', 'Through study completion, an average of 3 years', 'Through study completion, an average of 3 years', 'Through study completion, an average of 3 years', 'Through study completion, an average of 3 years', 'Up to 1 Year', 'Up to 1 Year', 'Up to 1 Year', 'Up to 1 Year']",['AmgenTrials clinical trials website'],['http://www.amgentrials.com'],[],[],[],[],[],[],[],[],[],"['December 6, 2016']"
0,68,['NCT03045120'],[],"['Adult', 'Older Adult']",[],[],[],"['echocardiography to assess left ventricular function', 'urinary protein excretion to assess early vascular endothelial changes', 'coronary calcium scoring to assess coronary artery narrowing', 'metabolic labs (Plasma Glucose, HbA1c, Fasting Lipids) for assessing the metabolic disease', 'safety and tolerability of first-line BCR-ABL TKIs in adults with CP-CML based on the number of treatment-related adverse events collected in the medical records', 'clinical outcomes as described by the number of deaths from clinical assessments of disease status and mutational analysis', 'clinical outcomes as described by the major molecular response from clinical assessments of disease status and mutational analysis', 'clinical outcomes as described by the cytogenetic response from clinical assessments of disease status and mutational analysis', 'time to development of clinical outcomes from baseline to time of clinical outcome event based on clinical assessments', 'description of treatment patterns based on the number of changes in treatment dosing, interruptions, changes in therapy, duration of therapy and treatment discontinuations through the management of adverse events and comorbid disease', 'description of the demographic and clinical patient characteristics associated with initial treatment choice and changes of treatment based on the medical records', 'measurement of serum biomarkers that are predictive of an increased risk for cardiovascular or metabolic disease']","['up to 24 months', 'up to 24 months', 'up to 24 months', 'up to 24 months', 'up to 24 months', 'up to 24 months', 'up to 24 months', 'up to 24 months', 'up to 24 months', 'up to 24 months', 'up to 24 months', 'up to 24 months']","['Investigator Inquiry Form', 'FDA Safety Alerts and Recalls']","['http://www.bms.com/clinical_trials/pages/investigator_inquiry_form.aspx', 'http://www.fda.gov/Safety/Recalls/']",[],[],[],[],[],[],[],[],[],"['March 29, 2017']"
0,69,['NCT01154296'],['1RC2DA028973-01'],"['Adult', 'Older Adult']",['https://projectreporter.nih.gov/reporterapi.cfm?PROJECTNUM=1RC2DA028973-01&Fy=all'],['U.S. NIH Grant/Contract'],"['Self-reported continuous variables to determine number of (vaginal and/or anal) sex acts.', 'Self-reported continuous variables to determine number of unprotected (vaginal and/or anal) sex acts', 'Self-reported continuous variables to determine number of partners with whom the participant had (vaginal and/or anal) sex.', 'Self-reported continuous variables to determine number of partners with whom the participant had unprotected (vaginal and/or anal) sex.', 'Self-reported continuous variables to determine number of (vaginal and/or anal) sex acts in which the participant reported using substances before the sex act.']","['Sexual Risk Behavior -- # of Sex Acts', 'Sexual Risk Behavior -- # of Unprotected Sex Acts', 'Sexual Risk Behavior -- # of Partners', 'Sexual Risk Behavior -- # of Unprotected Partners', 'Sexual Risk Behavior -- # of Sex Acts With Substance Use']","['6 months post randomization', '6 months post randomization', '6 months post randomization', '6 months post randomization', '6 months post randomization']",[],[],"['Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment', 'Non-systematic Assessment']","['""General disorders"" selected as default; cause of death is unknown', '""General disorders"" selected as default; cause is homicide']","['General disorders', 'General disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'Cardiac disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)']","['MedDRA (Unspecified)', 'MedDRA (Unspecified)', 'MedDRA (Unspecified)', 'MedDRA (Unspecified)', 'MedDRA (Unspecified)']","['EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001', 'EG000', 'EG001']","['1', '0', '1', '0', '1', '0', '0', '1', '0', '1']","['2505', '2507', '2505', '2507', '2505', '2507', '2505', '2507', '2505', '2507']","['1', '0', '1', '0', '1', '0', '0', '1', '0', '1']","['Death, cause unknown', 'victim of homicide, secondary to robbery', 'Cancer', 'Heart failure', 'Metastatic colon cancer']",['April 2010']
