,Rank,NCTId,StartDateType,StatusVerifiedDate,StudyFirstPostDate,StudyFirstPostDateType,StudyFirstSubmitDate,StudyFirstSubmitQCDate,StudyPopulation,StudyType,TargetDuration,UnpostedEventDate,UnpostedEventType,UnpostedResponsibleParty,VersionHolder,WhyStopped
0,422,['NCT03611101'],[],[],"['August 2, 2018']",['Actual'],"['July 19, 2018']","['August 1, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,423,['NCT03604900'],[],[],"['July 30, 2018']",['Actual'],"['March 19, 2018']","['July 20, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,424,['NCT03604562'],[],[],"['July 27, 2018']",['Actual'],"['June 29, 2018']","['July 20, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,425,['NCT03604432'],[],[],"['July 27, 2018']",['Actual'],"['June 19, 2018']","['July 19, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,426,['NCT03601182'],[],[],"['July 26, 2018']",['Actual'],"['July 17, 2018']","['July 17, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,427,['NCT03600194'],[],[],"['July 26, 2018']",['Actual'],"['June 28, 2018']","['July 24, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,428,['NCT03599271'],[],[],"['July 26, 2018']",['Actual'],"['June 25, 2018']","['July 23, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,429,['NCT03589911'],[],[],"['July 18, 2018']",['Actual'],"['July 5, 2018']","['July 5, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,430,['NCT03586167'],[],[],"['July 13, 2018']",['Actual'],"['July 2, 2018']","['July 2, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,431,['NCT03578302'],[],[],"['July 6, 2018']",['Actual'],"['June 21, 2018']","['July 3, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,432,['NCT03574259'],[],[],"['June 29, 2018']",['Actual'],"['June 20, 2018']","['June 20, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,433,['NCT03564366'],[],[],"['June 20, 2018']",['Actual'],"['May 15, 2018']","['June 8, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,434,['NCT03560141'],[],[],"['June 18, 2018']",['Actual'],"['June 6, 2018']","['June 6, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,435,['NCT03550807'],[],[],"['June 8, 2018']",['Actual'],"['April 25, 2018']","['May 26, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,436,['NCT03540576'],[],[],"['May 30, 2018']",['Actual'],"['April 29, 2018']","['May 16, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,437,['NCT03538561'],[],[],"['May 29, 2018']",['Actual'],"['May 14, 2018']","['May 24, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,438,['NCT03525704'],[],[],"['May 16, 2018']",['Actual'],"['March 30, 2018']","['May 3, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,439,['NCT03523208'],[],[],"['May 14, 2018']",['Actual'],"['April 22, 2018']","['May 1, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,440,['NCT03508778'],[],[],"['April 26, 2018']",['Actual'],"['April 5, 2018']","['April 16, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,441,['NCT03502200'],[],[],"['April 18, 2018']",['Actual'],"['February 28, 2018']","['April 10, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,442,['NCT03500341'],[],[],"['April 18, 2018']",['Actual'],"['April 9, 2018']","['April 9, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,443,['NCT03497910'],[],[],"['April 13, 2018']",['Actual'],"['April 6, 2018']","['April 12, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,444,['NCT03488849'],[],[],"['April 5, 2018']",['Actual'],"['March 23, 2018']","['April 4, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,445,['NCT03488238'],[],[],"['April 4, 2018']",['Actual'],"['March 29, 2018']","['March 29, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,446,['NCT03482297'],[],[],"['March 29, 2018']",['Actual'],"['March 22, 2018']","['March 27, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,447,['NCT03477370'],[],[],"['March 26, 2018']",['Actual'],"['January 31, 2018']","['March 19, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,448,['NCT03467204'],[],[],"['March 15, 2018']",['Actual'],"['March 1, 2018']","['March 14, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,449,['NCT03465514'],[],[],"['March 14, 2018']",['Actual'],"['March 8, 2018']","['March 8, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,450,['NCT03462576'],[],[],"['March 12, 2018']",['Actual'],"['March 6, 2018']","['March 6, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,451,['NCT03451786'],[],[],"['March 2, 2018']",['Actual'],"['February 26, 2018']","['February 26, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,452,['NCT03442842'],[],[],"['February 22, 2018']",['Actual'],"['February 12, 2018']","['February 16, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,453,['NCT03441971'],[],[],"['February 22, 2018']",['Actual'],"['February 15, 2018']","['February 15, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,454,['NCT03441880'],[],[],"['February 22, 2018']",['Actual'],"['February 12, 2018']","['February 15, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,455,['NCT03441477'],[],[],"['February 22, 2018']",['Actual'],"['January 17, 2018']","['February 14, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,456,['NCT03439189'],[],[],"['February 20, 2018']",['Actual'],"['January 29, 2018']","['February 13, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,457,['NCT03435224'],[],[],"['February 15, 2018']",['Actual'],"['February 5, 2018']","['February 14, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,458,['NCT03435211'],[],[],"['February 15, 2018']",['Actual'],"['February 5, 2018']","['February 14, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,459,['NCT03431883'],[],[],"['February 13, 2018']",['Actual'],"['February 7, 2018']","['February 7, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,460,['NCT03423251'],[],[],"['February 6, 2018']",['Actual'],"['January 22, 2018']","['February 5, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,461,['NCT03421145'],[],[],"['February 5, 2018']",['Actual'],"['December 20, 2017']","['January 29, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,462,['NCT03418545'],[],[],"['February 1, 2018']",['Actual'],"['January 17, 2018']","['January 25, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,463,['NCT03408444'],[],[],"['January 24, 2018']",['Actual'],"['January 17, 2018']","['January 17, 2018']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,464,['NCT03388138'],[],[],"['January 2, 2018']",['Actual'],"['December 22, 2017']","['December 22, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,465,['NCT03384381'],[],[],"['December 27, 2017']",['Actual'],"['December 7, 2017']","['December 19, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,466,['NCT03372434'],[],[],"['December 13, 2017']",['Actual'],"['December 8, 2017']","['December 8, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,467,['NCT03372343'],[],[],"['December 13, 2017']",['Actual'],"['December 7, 2017']","['December 12, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,468,['NCT03371160'],[],[],"['December 13, 2017']",['Actual'],"['December 1, 2017']","['December 7, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,469,['NCT03366194'],[],[],"['December 8, 2017']",['Actual'],"['December 4, 2017']","['December 4, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,470,['NCT03351192'],[],[],"['November 22, 2017']",['Actual'],"['November 9, 2017']","['November 17, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,471,['NCT03345121'],[],[],"['November 17, 2017']",['Actual'],"['September 12, 2017']","['November 13, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,472,['NCT03345017'],[],[],"['November 17, 2017']",['Actual'],"['November 14, 2017']","['November 15, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,473,['NCT03339388'],[],[],"['November 13, 2017']",['Actual'],"['November 7, 2017']","['November 8, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,474,['NCT03336944'],[],[],"['November 8, 2017']",['Actual'],"['September 27, 2017']","['November 6, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,475,['NCT03329794'],[],[],"['November 6, 2017']",['Actual'],"['October 20, 2017']","['October 30, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,476,['NCT03323515'],[],[],"['October 27, 2017']",['Actual'],"['October 24, 2017']","['October 24, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,477,['NCT03315117'],[],[],"['October 19, 2017']",['Actual'],"['October 16, 2017']","['October 16, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,478,['NCT03299933'],[],[],"['October 3, 2017']",['Actual'],"['September 26, 2017']","['September 27, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,479,['NCT03275532'],[],[],"['September 7, 2017']",['Actual'],"['September 1, 2017']","['September 5, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,480,['NCT03272308'],[],[],"['September 5, 2017']",['Actual'],"['August 29, 2017']","['August 31, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,481,['NCT03269097'],[],[],"['August 31, 2017']",['Actual'],"['August 29, 2017']","['August 29, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,482,['NCT03268356'],[],[],"['August 31, 2017']",['Actual'],"['August 29, 2017']","['August 29, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,483,['NCT03268265'],[],[],"['August 31, 2017']",['Actual'],"['August 29, 2017']","['August 29, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,484,['NCT03267134'],[],[],"['August 30, 2017']",['Actual'],"['August 22, 2017']","['August 28, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,485,['NCT03257410'],[],[],"['August 22, 2017']",['Actual'],"['August 18, 2017']","['August 18, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,486,['NCT03251079'],[],[],"['August 16, 2017']",['Actual'],"['July 26, 2017']","['August 11, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,487,['NCT03246503'],[],[],"['August 11, 2017']",['Actual'],"['August 8, 2017']","['August 8, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,488,['NCT03242148'],[],[],"['August 8, 2017']",['Actual'],"['July 25, 2017']","['August 6, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,489,['NCT03239574'],[],[],"['August 4, 2017']",['Actual'],"['August 1, 2017']","['August 1, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,490,['NCT03236519'],[],[],"['August 2, 2017']",['Actual'],"['July 28, 2017']","['July 28, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,491,['NCT03235791'],[],[],"['August 1, 2017']",['Actual'],"['December 29, 2014']","['July 27, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,492,['NCT03233945'],[],[],"['July 31, 2017']",['Actual'],"['July 20, 2017']","['July 27, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,493,['NCT03230877'],[],[],"['July 27, 2017']",['Actual'],"['July 24, 2017']","['July 24, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,494,['NCT03230747'],[],[],"['July 26, 2017']",['Actual'],"['July 24, 2017']","['July 24, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,495,['NCT03219567'],[],[],"['July 17, 2017']",['Actual'],"['July 13, 2017']","['July 13, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,496,['NCT03198988'],[],[],"['June 26, 2017']",['Actual'],"['June 12, 2017']","['June 21, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,497,['NCT03190564'],[],[],"['June 19, 2017']",['Actual'],"['June 14, 2017']","['June 14, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,498,['NCT03182660'],[],[],"['June 9, 2017']",['Actual'],"['June 1, 2017']","['June 7, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,499,['NCT03172949'],[],[],"['June 1, 2017']",['Actual'],"['May 27, 2017']","['May 30, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,500,['NCT03150407'],[],[],"['May 12, 2017']",['Actual'],"['May 8, 2017']","['May 10, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,501,['NCT03148613'],[],[],"['May 11, 2017']",['Actual'],"['April 26, 2017']","['May 8, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,502,['NCT03147820'],[],[],"['May 10, 2017']",['Actual'],"['April 14, 2017']","['May 9, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,503,['NCT03147482'],[],[],"['May 10, 2017']",['Actual'],"['May 8, 2017']","['May 8, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,504,['NCT03147417'],[],[],"['May 10, 2017']",['Actual'],"['May 8, 2017']","['May 8, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,505,['NCT03143127'],[],[],"['May 8, 2017']",['Actual'],"['May 4, 2017']","['May 4, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,506,['NCT03142594'],[],[],"['May 5, 2017']",['Actual'],"['April 25, 2017']","['May 3, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,507,['NCT03142581'],[],[],"['May 5, 2017']",['Actual'],"['April 25, 2017']","['May 3, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,508,['NCT03138369'],[],[],"['May 3, 2017']",['Actual'],"['April 24, 2017']","['April 28, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,509,['NCT03138343'],[],[],"['May 3, 2017']",['Actual'],"['April 26, 2017']","['May 1, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,510,['NCT03134989'],[],[],"['May 1, 2017']",['Actual'],"['April 19, 2017']","['April 26, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,511,['NCT03132363'],[],[],"['April 27, 2017']",['Actual'],"['April 14, 2017']","['April 26, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,512,['NCT03132350'],[],[],"['April 27, 2017']",['Actual'],"['April 14, 2017']","['April 26, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,513,['NCT03129152'],[],[],"['April 26, 2017']",['Actual'],"['April 5, 2017']","['April 25, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,514,['NCT03128840'],[],[],"['April 25, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,515,['NCT03128632'],[],[],"['April 25, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,516,['NCT03127566'],[],[],"['April 25, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,517,['NCT03127540'],[],[],"['April 25, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,518,['NCT03127527'],[],[],"['April 25, 2017']",['Actual'],"['April 14, 2017']","['April 24, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,519,['NCT03127501'],[],[],"['April 25, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,520,['NCT03127488'],[],[],"['April 25, 2017']",['Actual'],"['April 14, 2017']","['April 24, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,521,['NCT03125135'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,522,['NCT03125122'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,523,['NCT03125109'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,524,['NCT03125096'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,525,['NCT03125044'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,526,['NCT03124992'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,527,['NCT03124953'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,528,['NCT03124940'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,529,['NCT03124888'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,530,['NCT03124849'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,531,['NCT03124810'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,532,['NCT03124745'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,533,['NCT03124732'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,534,['NCT03124719'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,535,['NCT03124706'],[],[],"['April 24, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,536,['NCT03124264'],[],[],"['April 21, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,537,['NCT03124251'],[],[],"['April 21, 2017']",['Actual'],"['April 14, 2017']","['April 20, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,538,['NCT03123380'],[],[],"['April 21, 2017']",['Actual'],"['April 14, 2017']","['April 19, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,539,['NCT03123341'],[],[],"['April 21, 2017']",['Actual'],"['April 14, 2017']","['April 19, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,540,['NCT03122379'],[],[],"['April 20, 2017']",['Actual'],"['April 14, 2017']","['April 19, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,541,['NCT03120702'],[],[],"['April 19, 2017']",['Actual'],"['April 14, 2017']","['April 18, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,542,['NCT03100760'],[],[],"['April 4, 2017']",['Actual'],"['March 20, 2017']","['March 28, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,543,['NCT03098602'],[],[],"['April 4, 2017']",['Actual'],"['February 24, 2017']","['March 27, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,544,['NCT03073148'],[],[],"['March 8, 2017']",['Actual'],"['February 28, 2017']","['March 2, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,545,['NCT03072186'],[],[],"['March 7, 2017']",['Actual'],"['February 20, 2017']","['March 1, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,546,['NCT03066063'],[],[],"['February 28, 2017']",['Actual'],"['February 23, 2017']","['February 23, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,547,['NCT03038074'],[],[],"['January 31, 2017']",['Estimate'],"['January 9, 2017']","['January 27, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,548,['NCT03035318'],[],[],"['January 30, 2017']",['Estimate'],"['January 18, 2017']","['January 25, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,549,['NCT03034902'],[],[],"['January 27, 2017']",['Estimate'],"['January 24, 2017']","['January 25, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,550,['NCT03021707'],[],[],"['January 16, 2017']",['Estimate'],"['January 12, 2017']","['January 13, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,551,['NCT03021473'],[],[],"['January 16, 2017']",['Estimate'],"['January 11, 2017']","['January 11, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,552,['NCT03019107'],[],[],"['January 12, 2017']",['Estimate'],"['December 13, 2016']","['January 10, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,553,['NCT03017742'],[],[],"['January 11, 2017']",['Estimate'],"['January 9, 2017']","['January 9, 2017']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,554,['NCT03003767'],[],[],"['December 28, 2016']",['Estimate'],"['December 22, 2016']","['December 27, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,555,['NCT02995421'],[],[],"['December 16, 2016']",['Estimate'],"['December 12, 2016']","['December 15, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,556,['NCT02986789'],[],[],"['December 8, 2016']",['Estimate'],"['December 6, 2016']","['December 7, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,557,['NCT02972892'],[],[],"['November 25, 2016']",['Estimate'],"['November 14, 2016']","['November 21, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,558,['NCT02970799'],[],[],"['November 22, 2016']",['Estimate'],"['November 17, 2016']","['November 18, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,559,['NCT02966210'],[],[],"['November 17, 2016']",['Estimate'],"['October 12, 2016']","['November 14, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,560,['NCT02957071'],[],[],"['November 6, 2016']",['Estimate'],"['November 3, 2016']","['November 3, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,561,['NCT02956928'],[],[],"['November 6, 2016']",['Estimate'],"['November 3, 2016']","['November 3, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,562,['NCT02948751'],[],[],"['October 28, 2016']",['Estimate'],"['October 27, 2016']","['October 27, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,563,['NCT02938637'],[],[],"['October 19, 2016']",['Estimate'],"['October 10, 2016']","['October 18, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,564,['NCT02922621'],[],[],"['October 4, 2016']",['Estimate'],"['July 5, 2016']","['September 30, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,565,['NCT02919566'],[],[],"['September 29, 2016']",['Estimate'],"['September 25, 2016']","['September 27, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,566,['NCT02918942'],[],[],"['September 29, 2016']",['Estimate'],"['September 26, 2016']","['September 27, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,567,['NCT02916823'],[],[],"['September 27, 2016']",['Estimate'],"['August 25, 2016']","['September 26, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,568,['NCT02913560'],[],[],"['September 23, 2016']",['Estimate'],"['September 22, 2016']","['September 22, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,569,['NCT02911376'],[],[],"['September 22, 2016']",['Estimate'],"['October 14, 2015']","['September 21, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,570,['NCT02910674'],[],[],"['September 22, 2016']",['Estimate'],"['September 20, 2016']","['September 20, 2016']",[],[],[],"['August 19, 2020', 'September 4, 2020', 'September 14, 2020', 'October 5, 2020']","['Release', 'Reset', 'Release', 'Reset']",['LabStyle Innovations Ltd.'],"['October 30, 2020']",[]
0,571,['NCT02907203'],[],[],"['September 20, 2016']",['Estimate'],"['September 12, 2016']","['September 15, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,572,['NCT02904382'],[],[],"['September 19, 2016']",['Estimate'],"['January 15, 2016']","['September 13, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,573,['NCT02888626'],[],[],"['September 5, 2016']",['Estimate'],"['August 23, 2016']","['August 30, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,574,['NCT02872844'],[],[],"['August 19, 2016']",['Estimate'],"['August 16, 2016']","['August 18, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,575,['NCT02870959'],[],[],"['August 17, 2016']",['Estimate'],"['August 14, 2016']","['August 14, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,576,['NCT02870881'],[],[],"['August 17, 2016']",['Estimate'],"['August 14, 2016']","['August 14, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,577,['NCT02863796'],[],[],"['August 11, 2016']",['Estimate'],"['July 6, 2016']","['August 8, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,578,['NCT02863432'],[],[],"['August 11, 2016']",['Estimate'],"['July 29, 2016']","['August 5, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,579,['NCT02862080'],[],[],"['August 10, 2016']",['Estimate'],"['June 10, 2016']","['August 5, 2016']",[],[],[],"['November 16, 2018', 'December 13, 2018']","['Release', 'Reset']","['Marcie Kern, Research Physical Therapist, The University of Texas Health Science Center, Houston']","['October 30, 2020']",[]
0,580,['NCT02858089'],[],[],"['August 8, 2016']",['Estimate'],"['August 3, 2016']","['August 3, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,581,['NCT02856490'],[],[],"['August 5, 2016']",['Estimate'],"['August 2, 2016']","['August 2, 2016']",[],[],[],"['August 19, 2020', 'September 4, 2020']","['Release', 'Reset']","['Joylux, Inc.']","['October 30, 2020']",[]
0,582,['NCT02849847'],[],[],"['July 29, 2016']",['Estimate'],"['July 26, 2016']","['July 26, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,583,['NCT02842970'],[],[],"['July 25, 2016']",['Estimate'],"['April 27, 2016']","['July 20, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,584,['NCT02841397'],[],[],"['July 22, 2016']",['Estimate'],"['July 13, 2016']","['July 21, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,585,['NCT02833571'],[],[],"['July 14, 2016']",['Estimate'],"['July 12, 2016']","['July 12, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,586,['NCT02811328'],[],[],"['June 23, 2016']",['Estimate'],"['June 21, 2016']","['June 21, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,587,['NCT02810080'],[],[],"['June 22, 2016']",['Estimate'],"['June 20, 2016']","['June 20, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,588,['NCT02805933'],[],[],"['June 20, 2016']",['Estimate'],"['June 9, 2016']","['June 15, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
0,589,['NCT02805777'],[],[],"['June 20, 2016']",['Estimate'],"['June 1, 2016']","['June 15, 2016']",[],[],[],[],[],[],"['October 30, 2020']",[]
