,Rank,NCTId,PrimaryOutcomeMeasure,SecondaryIdDomain,ReferenceCitation,ReferencePMID,ReferenceType,RemovedCountry,ResponsiblePartyInvestigatorAffiliation,ResponsiblePartyInvestigatorFullName,ResponsiblePartyInvestigatorTitle,ResponsiblePartyOldNameTitle,ResponsiblePartyOldOrganization,ResponsiblePartyType,ResultsFirstPostDate,ResultsFirstPostDateType,ResultsFirstSubmitDate,ResultsFirstSubmitQCDate,RetractionPMID,RetractionSource,SamplingMethod
0,552,['NCT03019107'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,553,['NCT03017742'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,554,['NCT03003767'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,555,['NCT02995421'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,556,['NCT02986789'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,557,['NCT02972892'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,558,['NCT02970799'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,559,['NCT02966210'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,560,['NCT02957071'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,561,['NCT02956928'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,562,['NCT02948751'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,563,['NCT02938637'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,564,['NCT02922621'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,565,['NCT02919566'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,566,['NCT02918942'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,567,['NCT02916823'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,568,['NCT02913560'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,569,['NCT02911376'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,570,['NCT02910674'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,571,['NCT02907203'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,572,['NCT02904382'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,573,['NCT02888626'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,574,['NCT02872844'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,575,['NCT02870959'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,576,['NCT02870881'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,577,['NCT02863796'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,578,['NCT02863432'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,579,['NCT02862080'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,580,['NCT02858089'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,581,['NCT02856490'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,582,['NCT02849847'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,583,['NCT02842970'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,584,['NCT02841397'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,585,['NCT02833571'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,586,['NCT02811328'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,587,['NCT02810080'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,588,['NCT02805933'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,589,['NCT02805777'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,590,['NCT02800057'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,591,['NCT02799342'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,592,['NCT02799329'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,593,['NCT02795689'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,594,['NCT02787343'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,595,['NCT02784431'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,596,['NCT02771119'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,597,['NCT02764580'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,598,['NCT02761759'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,599,['NCT02756260'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,600,['NCT02746289'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,601,['NCT02746120'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,602,['NCT02719444'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,603,['NCT02716155'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,604,['NCT02712931'],[],['UTN'],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,605,['NCT02711254'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,606,['NCT02699021'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,607,['NCT02698787'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,608,['NCT02698397'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,609,['NCT02697604'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,610,['NCT02686450'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,611,['NCT02684110'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,612,['NCT02680964'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,613,['NCT02680860'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,614,['NCT02662049'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,615,['NCT02638883'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,616,['NCT02634996'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,617,['NCT02634554'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,618,['NCT02634125'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,619,['NCT02631213'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,620,['NCT02626624'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,621,['NCT02624739'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,622,['NCT02622919'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,623,['NCT02599519'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,624,['NCT02597296'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,625,['NCT02596464'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,626,['NCT02579486'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,627,['NCT02576210'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,628,['NCT02561052'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,629,['NCT02553395'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,630,['NCT02548429'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,631,['NCT02543814'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,632,['NCT02540577'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,633,['NCT02540564'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,634,['NCT02535234'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,635,['NCT02525783'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,636,['NCT02517645'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,637,['NCT02506400'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,638,['NCT02495116'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,639,['NCT02480829'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,640,['NCT02474784'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,641,['NCT02474771'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,642,['NCT02474758'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,643,['NCT02458378'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,644,['NCT02455063'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,645,['NCT02441634'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,646,['NCT02436005'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,647,['NCT02430441'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,648,['NCT02405871'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,649,['NCT02403167'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,650,['NCT02396914'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,651,['NCT02388425'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,652,['NCT02383082'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,653,['NCT02380716'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,654,['NCT02380014'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,655,['NCT02365545'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,656,['NCT02365467'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,657,['NCT02364375'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,658,['NCT02353377'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,659,['NCT02343068'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,660,['NCT02340832'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,661,['NCT02327598'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,662,['NCT02325609'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,663,['NCT02322840'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,664,['NCT02312141'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,665,['NCT02300974'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,666,['NCT02289534'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,667,['NCT02284321'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,668,['NCT02283125'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,669,['NCT02280577'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,670,['NCT02275624'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,671,['NCT02272114'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,672,['NCT02271087'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,673,['NCT02268227'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,674,['NCT02255539'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,675,['NCT02239263'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,676,['NCT02231034'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,677,['NCT02223663'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,678,['NCT02218450'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,679,['NCT02195362'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,680,['NCT02195128'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,681,['NCT02191800'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,682,['NCT02187458'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,683,['NCT02167880'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,684,['NCT02166073'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,685,['NCT02142465'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,686,['NCT02142374'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,687,['NCT02142023'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,688,['NCT02141334'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,689,['NCT02134236'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,690,['NCT02124538'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,691,['NCT02108275'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,692,['NCT02089646'],[],['Sheba Medical Center Helsinki Committee'],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,693,['NCT02086812'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,694,['NCT02085174'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,695,['NCT02082847'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,696,['NCT02070601'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,697,['NCT02036385'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,698,['NCT02020447'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,699,['NCT02006251'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,700,['NCT02004249'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,701,['NCT02003105'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,702,['NCT01989390'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,703,['NCT01989377'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,704,['NCT01988727'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,705,['NCT01988025'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,706,['NCT01984151'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,707,['NCT01973621'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,708,['NCT01966211'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,709,['NCT01957982'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,710,['NCT01951131'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,711,['NCT01950767'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,712,['NCT01940458'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,713,['NCT01940211'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,714,['NCT01937000'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,715,['NCT01936987'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,716,['NCT01916083'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,717,['NCT01906736'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,718,['NCT01905241'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,719,['NCT01896141'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,720,['NCT01894698'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,721,['NCT01883557'],[],['Sponsor'],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,722,['NCT01882309'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,723,['NCT01877369'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,724,['NCT01874925'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,725,['NCT01867008'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,726,['NCT01859975'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,727,['NCT01854879'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,728,['NCT01847846'],[],"['Clinical Trial Notification (CTN) scheme, Therapeutic Goods Act (TGA), Australia']",[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,729,['NCT01835769'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,730,['NCT01835366'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,731,['NCT01827488'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,732,['NCT01820741'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,733,['NCT01801995'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,734,['NCT01801241'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,735,['NCT01795807'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,736,['NCT01795118'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,737,['NCT01792869'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,738,['NCT01790867'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,739,['NCT01787981'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,740,['NCT01777880'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,741,['NCT01773941'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,742,['NCT01773265'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,743,['NCT01747265'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,744,['NCT01738230'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,745,['NCT01738165'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,746,['NCT01733264'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,747,['NCT01733251'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,748,['NCT01724541'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,749,['NCT01721122'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,750,['NCT01715454'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,751,['NCT01700764'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,752,['NCT01697813'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,753,['NCT01697774'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,754,['NCT01674400'],[],['Syneron Beauty'],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,755,['NCT01670006'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,756,['NCT01662479'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,757,['NCT01660113'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
0,758,['NCT01658189'],[],[],[],[],[],[],[],[],[],['[Redacted]'],['[Redacted]'],[],[],[],[],[],[],[],[]
