,Rank,NCTId,ConditionAncestorTerm,ConditionBrowseBranchAbbrev,ConditionBrowseBranchName,ConditionBrowseLeafAsFound,ConditionBrowseLeafId,ConditionBrowseLeafName,ConditionBrowseLeafRelevance,ConditionMeshId,ConditionMeshTerm,DelayedPosting,DesignAllocation,DesignInterventionModel,DesignInterventionModelDescription,DesignMasking,DesignMaskingDescription,DesignObservationalModel,DesignPrimaryPurpose,DesignTimePerspective,DesignWhoMasked
0,465,['NCT03384381'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,466,['NCT03372434'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,467,['NCT03372343'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,468,['NCT03371160'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,469,['NCT03366194'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,470,['NCT03351192'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,471,['NCT03345121'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,472,['NCT03345017'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,473,['NCT03339388'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,474,['NCT03336944'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,475,['NCT03329794'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,476,['NCT03323515'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,477,['NCT03315117'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,478,['NCT03299933'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,479,['NCT03275532'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,480,['NCT03272308'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,481,['NCT03269097'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,482,['NCT03268356'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,483,['NCT03268265'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,484,['NCT03267134'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,485,['NCT03257410'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,486,['NCT03251079'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,487,['NCT03246503'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,488,['NCT03242148'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,489,['NCT03239574'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,490,['NCT03236519'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,491,['NCT03235791'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,492,['NCT03233945'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,493,['NCT03230877'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,494,['NCT03230747'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,495,['NCT03219567'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,496,['NCT03198988'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,497,['NCT03190564'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,498,['NCT03182660'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,499,['NCT03172949'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,500,['NCT03150407'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,501,['NCT03148613'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,502,['NCT03147820'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,503,['NCT03147482'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,504,['NCT03147417'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,505,['NCT03143127'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,506,['NCT03142594'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,507,['NCT03142581'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,508,['NCT03138369'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,509,['NCT03138343'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,510,['NCT03134989'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,511,['NCT03132363'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,512,['NCT03132350'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,513,['NCT03129152'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,514,['NCT03128840'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,515,['NCT03128632'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,516,['NCT03127566'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,517,['NCT03127540'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,518,['NCT03127527'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,519,['NCT03127501'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,520,['NCT03127488'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,521,['NCT03125135'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,522,['NCT03125122'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,523,['NCT03125109'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,524,['NCT03125096'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,525,['NCT03125044'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,526,['NCT03124992'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,527,['NCT03124953'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,528,['NCT03124940'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,529,['NCT03124888'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,530,['NCT03124849'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,531,['NCT03124810'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,532,['NCT03124745'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,533,['NCT03124732'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,534,['NCT03124719'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,535,['NCT03124706'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,536,['NCT03124264'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,537,['NCT03124251'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,538,['NCT03123380'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,539,['NCT03123341'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,540,['NCT03122379'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,541,['NCT03120702'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,542,['NCT03100760'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,543,['NCT03098602'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,544,['NCT03073148'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,545,['NCT03072186'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,546,['NCT03066063'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,547,['NCT03038074'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,548,['NCT03035318'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,549,['NCT03034902'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,550,['NCT03021707'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,551,['NCT03021473'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,552,['NCT03019107'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,553,['NCT03017742'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,554,['NCT03003767'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,555,['NCT02995421'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,556,['NCT02986789'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,557,['NCT02972892'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,558,['NCT02970799'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,559,['NCT02966210'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,560,['NCT02957071'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,561,['NCT02956928'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,562,['NCT02948751'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,563,['NCT02938637'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,564,['NCT02922621'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,565,['NCT02919566'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,566,['NCT02918942'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,567,['NCT02916823'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,568,['NCT02913560'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,569,['NCT02911376'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,570,['NCT02910674'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,571,['NCT02907203'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,572,['NCT02904382'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,573,['NCT02888626'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,574,['NCT02872844'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,575,['NCT02870959'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,576,['NCT02870881'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,577,['NCT02863796'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,578,['NCT02863432'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,579,['NCT02862080'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,580,['NCT02858089'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,581,['NCT02856490'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,582,['NCT02849847'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,583,['NCT02842970'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,584,['NCT02841397'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,585,['NCT02833571'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,586,['NCT02811328'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,587,['NCT02810080'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,588,['NCT02805933'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,589,['NCT02805777'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,590,['NCT02800057'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,591,['NCT02799342'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,592,['NCT02799329'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,593,['NCT02795689'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,594,['NCT02787343'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,595,['NCT02784431'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,596,['NCT02771119'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,597,['NCT02764580'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,598,['NCT02761759'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,599,['NCT02756260'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,600,['NCT02746289'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,601,['NCT02746120'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,602,['NCT02719444'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,603,['NCT02716155'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,604,['NCT02712931'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,605,['NCT02711254'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,606,['NCT02699021'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,607,['NCT02698787'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,608,['NCT02698397'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,609,['NCT02697604'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,610,['NCT02686450'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,611,['NCT02684110'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,612,['NCT02680964'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,613,['NCT02680860'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,614,['NCT02662049'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,615,['NCT02638883'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,616,['NCT02634996'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,617,['NCT02634554'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,618,['NCT02634125'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,619,['NCT02631213'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,620,['NCT02626624'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,621,['NCT02624739'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,622,['NCT02622919'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,623,['NCT02599519'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,624,['NCT02597296'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,625,['NCT02596464'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,626,['NCT02579486'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,627,['NCT02576210'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,628,['NCT02561052'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,629,['NCT02553395'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,630,['NCT02548429'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,631,['NCT02543814'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,632,['NCT02540577'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,633,['NCT02540564'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,634,['NCT02535234'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,635,['NCT02525783'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,636,['NCT02517645'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,637,['NCT02506400'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,638,['NCT02495116'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,639,['NCT02480829'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,640,['NCT02474784'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,641,['NCT02474771'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,642,['NCT02474758'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,643,['NCT02458378'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,644,['NCT02455063'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,645,['NCT02441634'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,646,['NCT02436005'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,647,['NCT02430441'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,648,['NCT02405871'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,649,['NCT02403167'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,650,['NCT02396914'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,651,['NCT02388425'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,652,['NCT02383082'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,653,['NCT02380716'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,654,['NCT02380014'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,655,['NCT02365545'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,656,['NCT02365467'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,657,['NCT02364375'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,658,['NCT02353377'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,659,['NCT02343068'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,660,['NCT02340832'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,661,['NCT02327598'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,662,['NCT02325609'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,663,['NCT02322840'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,664,['NCT02312141'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,665,['NCT02300974'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,666,['NCT02289534'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,667,['NCT02284321'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,668,['NCT02283125'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,669,['NCT02280577'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,670,['NCT02275624'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,671,['NCT02272114'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,672,['NCT02271087'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,673,['NCT02268227'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,674,['NCT02255539'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,675,['NCT02239263'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,676,['NCT02231034'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,677,['NCT02223663'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,678,['NCT02218450'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,679,['NCT02195362'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,680,['NCT02195128'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,681,['NCT02191800'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,682,['NCT02187458'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,683,['NCT02167880'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,684,['NCT02166073'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,685,['NCT02142465'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,686,['NCT02142374'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,687,['NCT02142023'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,688,['NCT02141334'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,689,['NCT02134236'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,690,['NCT02124538'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,691,['NCT02108275'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,692,['NCT02089646'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,693,['NCT02086812'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,694,['NCT02085174'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,695,['NCT02082847'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,696,['NCT02070601'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,697,['NCT02036385'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,698,['NCT02020447'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,699,['NCT02006251'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,700,['NCT02004249'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,701,['NCT02003105'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,702,['NCT01989390'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,703,['NCT01989377'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,704,['NCT01988727'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,705,['NCT01988025'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,706,['NCT01984151'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,707,['NCT01973621'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,708,['NCT01966211'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
0,709,['NCT01957982'],[],[],[],[],[],[],[],[],[],['Yes'],[],[],[],[],[],[],[],[],[]
