,NCTId,HealthyVolunteers
1247,NCT02383979,Accepts Healthy Volunteers
1248,NCT02378415,Accepts Healthy Volunteers
1249,NCT02130323,Accepts Healthy Volunteers
1253,NCT01663558,Accepts Healthy Volunteers
1255,NCT01073124,Accepts Healthy Volunteers
1257,NCT00134797,Accepts Healthy Volunteers
1258,NCT04501419,Accepts Healthy Volunteers
1264,NCT03525561,Accepts Healthy Volunteers
1265,NCT04010162,Accepts Healthy Volunteers
1267,NCT03185728,Accepts Healthy Volunteers
1269,NCT04111263,Accepts Healthy Volunteers
1273,NCT02763020,Accepts Healthy Volunteers
1274,NCT02636348,Accepts Healthy Volunteers
1275,NCT01921153,Accepts Healthy Volunteers
1276,NCT01913925,Accepts Healthy Volunteers
1277,NCT01714479,Accepts Healthy Volunteers
1278,NCT01292395,Accepts Healthy Volunteers
1279,NCT01124903,Accepts Healthy Volunteers
1280,NCT01166815,Accepts Healthy Volunteers
1284,NCT01007188,Accepts Healthy Volunteers
1286,NCT02327208,Accepts Healthy Volunteers
1288,NCT03043300,Accepts Healthy Volunteers
1289,NCT03341754,Accepts Healthy Volunteers
1290,NCT00121147,Accepts Healthy Volunteers
1291,NCT02517671,Accepts Healthy Volunteers
1296,NCT04155333,Accepts Healthy Volunteers
1297,NCT04067401,Accepts Healthy Volunteers
1298,NCT03839797,Accepts Healthy Volunteers
1299,NCT01216982,Accepts Healthy Volunteers
1243,NCT02875288,Accepts Healthy Volunteers
1238,NCT02340624,Accepts Healthy Volunteers
1304,NCT03530020,Accepts Healthy Volunteers
1234,NCT01406886,Accepts Healthy Volunteers
1169,NCT01161095,Accepts Healthy Volunteers
1172,NCT00574600,Accepts Healthy Volunteers
1173,NCT04542915,Accepts Healthy Volunteers
1176,NCT02941042,Accepts Healthy Volunteers
1178,NCT01772823,Accepts Healthy Volunteers
1179,NCT01769456,Accepts Healthy Volunteers
1180,NCT00803387,Accepts Healthy Volunteers
1184,NCT03467737,Accepts Healthy Volunteers
1185,NCT00761631,Accepts Healthy Volunteers
1186,NCT01423825,Accepts Healthy Volunteers
1190,NCT01157897,Accepts Healthy Volunteers
1199,NCT00444457,Accepts Healthy Volunteers
1200,NCT01234103,Accepts Healthy Volunteers
1204,NCT03674970,Accepts Healthy Volunteers
1206,NCT01888718,Accepts Healthy Volunteers
1207,NCT02458092,Accepts Healthy Volunteers
1208,NCT04074928,Accepts Healthy Volunteers
1209,NCT01558583,Accepts Healthy Volunteers
1212,NCT00373958,Accepts Healthy Volunteers
1216,NCT03893032,Accepts Healthy Volunteers
1219,NCT01366924,Accepts Healthy Volunteers
1221,NCT03030430,Accepts Healthy Volunteers
1222,NCT04349176,Accepts Healthy Volunteers
1224,NCT03451058,Accepts Healthy Volunteers
1226,NCT00713739,Accepts Healthy Volunteers
1230,NCT02818413,Accepts Healthy Volunteers
1231,NCT03615599,Accepts Healthy Volunteers
1232,NCT01369173,Accepts Healthy Volunteers
1233,NCT02423551,Accepts Healthy Volunteers
1303,NCT00118651,Accepts Healthy Volunteers
1305,NCT04374201,Accepts Healthy Volunteers
1446,NCT02829086,Accepts Healthy Volunteers
1378,NCT02178462,Accepts Healthy Volunteers
1383,NCT02030522,Accepts Healthy Volunteers
1386,NCT02908932,Accepts Healthy Volunteers
1387,NCT00844493,Accepts Healthy Volunteers
1389,NCT02898779,Accepts Healthy Volunteers
1391,NCT01702857,Accepts Healthy Volunteers
1392,NCT03713918,Accepts Healthy Volunteers
1393,NCT01632917,Accepts Healthy Volunteers
1397,NCT00289315,Accepts Healthy Volunteers
1398,NCT00412087,Accepts Healthy Volunteers
1399,NCT02486770,Accepts Healthy Volunteers
1401,NCT00372606,Accepts Healthy Volunteers
1404,NCT00655811,Accepts Healthy Volunteers
1405,NCT02496221,Accepts Healthy Volunteers
1407,NCT03430310,Accepts Healthy Volunteers
1414,NCT01190761,Accepts Healthy Volunteers
1415,NCT02544334,Accepts Healthy Volunteers
1416,NCT01190748,Accepts Healthy Volunteers
1419,NCT03981952,Accepts Healthy Volunteers
1424,NCT00869713,Accepts Healthy Volunteers
1425,NCT00787826,Accepts Healthy Volunteers
1426,NCT00584844,Accepts Healthy Volunteers
1427,NCT00584805,Accepts Healthy Volunteers
1428,NCT00584454,Accepts Healthy Volunteers
1429,NCT00584194,Accepts Healthy Volunteers
1430,NCT00582504,Accepts Healthy Volunteers
1431,NCT00582088,Accepts Healthy Volunteers
1439,NCT02045706,Accepts Healthy Volunteers
1440,NCT02204176,Accepts Healthy Volunteers
1441,NCT02921048,Accepts Healthy Volunteers
1382,NCT04453293,Accepts Healthy Volunteers
1375,NCT03255161,Accepts Healthy Volunteers
1307,NCT01632761,Accepts Healthy Volunteers
1374,NCT03969654,Accepts Healthy Volunteers
1310,NCT00412295,Accepts Healthy Volunteers
1311,NCT02794116,Accepts Healthy Volunteers
1313,NCT04017624,Accepts Healthy Volunteers
1314,NCT04156373,Accepts Healthy Volunteers
1315,NCT01954251,Accepts Healthy Volunteers
1318,NCT04073719,Accepts Healthy Volunteers
1321,NCT04589416,Accepts Healthy Volunteers
1323,NCT02387203,Accepts Healthy Volunteers
1324,NCT01808352,Accepts Healthy Volunteers
1329,NCT00588796,Accepts Healthy Volunteers
1332,NCT03614819,Accepts Healthy Volunteers
1333,NCT01862653,Accepts Healthy Volunteers
1334,NCT03321474,Accepts Healthy Volunteers
1338,NCT01374724,Accepts Healthy Volunteers
1340,NCT01728142,Accepts Healthy Volunteers
1341,NCT01728129,Accepts Healthy Volunteers
1342,NCT03734237,Accepts Healthy Volunteers
1343,NCT02413710,Accepts Healthy Volunteers
1345,NCT04565860,Accepts Healthy Volunteers
1347,NCT01639053,Accepts Healthy Volunteers
1355,NCT00417599,Accepts Healthy Volunteers
1356,NCT02175316,Accepts Healthy Volunteers
1359,NCT02867059,Accepts Healthy Volunteers
1364,NCT00413868,Accepts Healthy Volunteers
1366,NCT02478788,Accepts Healthy Volunteers
1370,NCT02654509,Accepts Healthy Volunteers
1371,NCT02466750,Accepts Healthy Volunteers
1372,NCT03479541,Accepts Healthy Volunteers
1373,NCT00414011,Accepts Healthy Volunteers
1168,NCT02032459,Accepts Healthy Volunteers
1166,NCT01532622,Accepts Healthy Volunteers
1163,NCT04582266,Accepts Healthy Volunteers
73,NCT00601835,Accepts Healthy Volunteers
78,NCT03310112,Accepts Healthy Volunteers
79,NCT02766634,Accepts Healthy Volunteers
80,NCT02971709,Accepts Healthy Volunteers
82,NCT01641029,Accepts Healthy Volunteers
85,NCT00306007,Accepts Healthy Volunteers
86,NCT02766647,Accepts Healthy Volunteers
88,NCT00413517,Accepts Healthy Volunteers
90,NCT00533975,Accepts Healthy Volunteers
92,NCT00959933,Accepts Healthy Volunteers
93,NCT00960479,Accepts Healthy Volunteers
94,NCT03266497,Accepts Healthy Volunteers
96,NCT02569632,Accepts Healthy Volunteers
100,NCT00328380,Accepts Healthy Volunteers
108,NCT01965561,Accepts Healthy Volunteers
109,NCT01927835,Accepts Healthy Volunteers
110,NCT01704235,Accepts Healthy Volunteers
112,NCT00796315,Accepts Healthy Volunteers
114,NCT03382418,Accepts Healthy Volunteers
119,NCT01150695,Accepts Healthy Volunteers
121,NCT00935623,Accepts Healthy Volunteers
123,NCT02053506,Accepts Healthy Volunteers
134,NCT02829073,Accepts Healthy Volunteers
135,NCT01369030,Accepts Healthy Volunteers
138,NCT03965195,Accepts Healthy Volunteers
139,NCT01368549,Accepts Healthy Volunteers
140,NCT01370954,Accepts Healthy Volunteers
143,NCT04072289,Accepts Healthy Volunteers
144,NCT04423770,Accepts Healthy Volunteers
145,NCT01358552,Accepts Healthy Volunteers
75,NCT02616198,Accepts Healthy Volunteers
71,NCT03353480,Accepts Healthy Volunteers
1158,NCT00639418,Accepts Healthy Volunteers
70,NCT00412568,Accepts Healthy Volunteers
2,NCT02801266,Accepts Healthy Volunteers
4,NCT00312702,Accepts Healthy Volunteers
5,NCT00312663,Accepts Healthy Volunteers
8,NCT03972358,Accepts Healthy Volunteers
9,NCT00948233,Accepts Healthy Volunteers
11,NCT01211990,Accepts Healthy Volunteers
13,NCT00121108,Accepts Healthy Volunteers
14,NCT01861210,Accepts Healthy Volunteers
17,NCT03973905,Accepts Healthy Volunteers
22,NCT00928694,Accepts Healthy Volunteers
23,NCT02153996,Accepts Healthy Volunteers
24,NCT00413673,Accepts Healthy Volunteers
25,NCT03867409,Accepts Healthy Volunteers
26,NCT04004260,Accepts Healthy Volunteers
28,NCT01262079,Accepts Healthy Volunteers
31,NCT04562636,Accepts Healthy Volunteers
32,NCT03924505,Accepts Healthy Volunteers
44,NCT01290393,Accepts Healthy Volunteers
45,NCT04263311,Accepts Healthy Volunteers
46,NCT00875641,Accepts Healthy Volunteers
49,NCT02773979,Accepts Healthy Volunteers
50,NCT03274726,Accepts Healthy Volunteers
51,NCT01283828,Accepts Healthy Volunteers
55,NCT00666380,Accepts Healthy Volunteers
58,NCT02987335,Accepts Healthy Volunteers
59,NCT02867722,Accepts Healthy Volunteers
60,NCT03276637,Accepts Healthy Volunteers
65,NCT00385047,Accepts Healthy Volunteers
68,NCT01154296,Accepts Healthy Volunteers
147,NCT01940679,Accepts Healthy Volunteers
152,NCT02352532,Accepts Healthy Volunteers
1007,NCT03463577,Accepts Healthy Volunteers
1011,NCT03293901,Accepts Healthy Volunteers
1081,NCT01603550,Accepts Healthy Volunteers
1083,NCT00799058,Accepts Healthy Volunteers
1088,NCT01815268,Accepts Healthy Volunteers
1091,NCT02817841,Accepts Healthy Volunteers
1092,NCT02960568,Accepts Healthy Volunteers
1093,NCT00063778,Accepts Healthy Volunteers
1099,NCT01382095,Accepts Healthy Volunteers
1100,NCT04308746,Accepts Healthy Volunteers
1101,NCT02498301,Accepts Healthy Volunteers
1102,NCT01783652,Accepts Healthy Volunteers
1104,NCT00000157,Accepts Healthy Volunteers
1106,NCT03174769,Accepts Healthy Volunteers
1112,NCT02375503,Accepts Healthy Volunteers
1118,NCT04394104,Accepts Healthy Volunteers
1122,NCT04538482,Accepts Healthy Volunteers
1124,NCT04576832,Accepts Healthy Volunteers
1130,NCT00002402,Accepts Healthy Volunteers
1135,NCT01782014,Accepts Healthy Volunteers
1136,NCT03906006,Accepts Healthy Volunteers
1137,NCT01540474,Accepts Healthy Volunteers
1138,NCT02627001,Accepts Healthy Volunteers
1143,NCT01024686,Accepts Healthy Volunteers
1144,NCT04026321,Accepts Healthy Volunteers
1145,NCT03291782,Accepts Healthy Volunteers
1147,NCT01538459,Accepts Healthy Volunteers
1148,NCT02064413,Accepts Healthy Volunteers
1150,NCT00232947,Accepts Healthy Volunteers
1152,NCT03168854,Accepts Healthy Volunteers
1157,NCT03599739,Accepts Healthy Volunteers
1077,NCT00682994,Accepts Healthy Volunteers
1072,NCT04406714,Accepts Healthy Volunteers
1071,NCT00378430,Accepts Healthy Volunteers
1038,NCT03525184,Accepts Healthy Volunteers
1012,NCT02581748,Accepts Healthy Volunteers
1013,NCT01241513,Accepts Healthy Volunteers
1014,NCT01599624,Accepts Healthy Volunteers
1018,NCT02098499,Accepts Healthy Volunteers
1019,NCT01317667,Accepts Healthy Volunteers
1021,NCT02874131,Accepts Healthy Volunteers
1022,NCT02857751,Accepts Healthy Volunteers
1023,NCT02755831,Accepts Healthy Volunteers
1026,NCT03326596,Accepts Healthy Volunteers
1029,NCT03771196,Accepts Healthy Volunteers
1030,NCT04004715,Accepts Healthy Volunteers
1031,NCT01823276,Accepts Healthy Volunteers
1034,NCT03719391,Accepts Healthy Volunteers
1039,NCT03306602,Accepts Healthy Volunteers
1069,NCT02380833,Accepts Healthy Volunteers
1040,NCT03364361,Accepts Healthy Volunteers
1041,NCT00124319,Accepts Healthy Volunteers
1043,NCT02030990,Accepts Healthy Volunteers
1047,NCT00947245,Accepts Healthy Volunteers
1049,NCT02899247,Accepts Healthy Volunteers
1051,NCT02027155,Accepts Healthy Volunteers
1052,NCT03598114,Accepts Healthy Volunteers
1054,NCT00935337,Accepts Healthy Volunteers
1059,NCT04031365,Accepts Healthy Volunteers
1060,NCT01844804,Accepts Healthy Volunteers
1061,NCT01870986,Accepts Healthy Volunteers
1063,NCT01603264,Accepts Healthy Volunteers
1067,NCT02031991,Accepts Healthy Volunteers
1443,NCT03876665,Accepts Healthy Volunteers
1453,NCT04218747,Accepts Healthy Volunteers
2106,NCT02167386,Accepts Healthy Volunteers
1853,NCT00620334,Accepts Healthy Volunteers
1867,NCT01317784,Accepts Healthy Volunteers
1869,NCT02873299,Accepts Healthy Volunteers
1872,NCT01790477,Accepts Healthy Volunteers
1874,NCT00402129,Accepts Healthy Volunteers
1875,NCT00142636,Accepts Healthy Volunteers
1876,NCT01502345,Accepts Healthy Volunteers
1878,NCT03257436,Accepts Healthy Volunteers
1880,NCT01402973,Accepts Healthy Volunteers
1881,NCT01295684,Accepts Healthy Volunteers
1882,NCT01293617,Accepts Healthy Volunteers
1883,NCT01283672,Accepts Healthy Volunteers
1884,NCT00942695,Accepts Healthy Volunteers
1885,NCT00942656,Accepts Healthy Volunteers
1886,NCT00942513,Accepts Healthy Volunteers
1887,NCT00668447,Accepts Healthy Volunteers
1888,NCT00659672,Accepts Healthy Volunteers
1889,NCT01406366,Accepts Healthy Volunteers
1892,NCT00361673,Accepts Healthy Volunteers
1901,NCT02116205,Accepts Healthy Volunteers
1911,NCT01545570,Accepts Healthy Volunteers
1913,NCT03018119,Accepts Healthy Volunteers
1914,NCT02115724,Accepts Healthy Volunteers
1916,NCT02248688,Accepts Healthy Volunteers
1919,NCT00549991,Accepts Healthy Volunteers
1921,NCT00368732,Accepts Healthy Volunteers
1926,NCT03407443,Accepts Healthy Volunteers
1928,NCT00071175,Accepts Healthy Volunteers
1929,NCT01888068,Accepts Healthy Volunteers
1931,NCT04359082,Accepts Healthy Volunteers
1855,NCT01617109,Accepts Healthy Volunteers
1851,NCT00416364,Accepts Healthy Volunteers
1933,NCT03372928,Accepts Healthy Volunteers
1850,NCT00417001,Accepts Healthy Volunteers
1794,NCT00065130,Accepts Healthy Volunteers
1795,NCT01561937,Accepts Healthy Volunteers
1796,NCT02269514,Accepts Healthy Volunteers
1797,NCT01603342,Accepts Healthy Volunteers
1798,NCT03775668,Accepts Healthy Volunteers
1802,NCT02586597,Accepts Healthy Volunteers
1804,NCT01943084,Accepts Healthy Volunteers
1805,NCT00591448,Accepts Healthy Volunteers
1809,NCT03570320,Accepts Healthy Volunteers
1810,NCT03542435,Accepts Healthy Volunteers
1813,NCT02235961,Accepts Healthy Volunteers
1814,NCT00995917,Accepts Healthy Volunteers
1815,NCT00127699,Accepts Healthy Volunteers
1816,NCT04146545,Accepts Healthy Volunteers
1817,NCT03301298,Accepts Healthy Volunteers
1819,NCT01293604,Accepts Healthy Volunteers
1821,NCT00325533,Accepts Healthy Volunteers
1826,NCT02676635,Accepts Healthy Volunteers
1827,NCT02997345,Accepts Healthy Volunteers
1829,NCT01516255,Accepts Healthy Volunteers
1830,NCT01704768,Accepts Healthy Volunteers
1832,NCT01150279,Accepts Healthy Volunteers
1833,NCT03105973,Accepts Healthy Volunteers
1835,NCT01349725,Accepts Healthy Volunteers
1838,NCT00350337,Accepts Healthy Volunteers
1839,NCT02922127,Accepts Healthy Volunteers
1845,NCT01099605,Accepts Healthy Volunteers
1847,NCT00967915,Accepts Healthy Volunteers
1848,NCT00814905,Accepts Healthy Volunteers
1932,NCT03524690,Accepts Healthy Volunteers
1934,NCT03250234,Accepts Healthy Volunteers
1454,NCT03269331,Accepts Healthy Volunteers
2023,NCT02161458,Accepts Healthy Volunteers
2025,NCT00665665,Accepts Healthy Volunteers
2027,NCT02741284,Accepts Healthy Volunteers
2030,NCT03269721,Accepts Healthy Volunteers
2037,NCT03055429,Accepts Healthy Volunteers
2038,NCT03922061,Accepts Healthy Volunteers
2040,NCT02572505,Accepts Healthy Volunteers
2041,NCT02147418,Accepts Healthy Volunteers
2044,NCT00563901,Accepts Healthy Volunteers
2045,NCT00827632,Accepts Healthy Volunteers
2047,NCT03341078,Accepts Healthy Volunteers
2054,NCT01982149,Accepts Healthy Volunteers
2055,NCT02859142,Accepts Healthy Volunteers
2062,NCT03490188,Accepts Healthy Volunteers
2063,NCT02323399,Accepts Healthy Volunteers
2065,NCT03429413,Accepts Healthy Volunteers
2074,NCT01585571,Accepts Healthy Volunteers
2075,NCT04358900,Accepts Healthy Volunteers
2084,NCT01716130,Accepts Healthy Volunteers
2086,NCT04371419,Accepts Healthy Volunteers
2090,NCT03722589,Accepts Healthy Volunteers
2091,NCT01175122,Accepts Healthy Volunteers
2092,NCT00307957,Accepts Healthy Volunteers
2093,NCT00097838,Accepts Healthy Volunteers
2095,NCT01973153,Accepts Healthy Volunteers
2097,NCT03327831,Accepts Healthy Volunteers
2101,NCT03877497,Accepts Healthy Volunteers
2103,NCT03411278,Accepts Healthy Volunteers
2104,NCT00592371,Accepts Healthy Volunteers
2105,NCT04211545,Accepts Healthy Volunteers
2024,NCT00134927,Accepts Healthy Volunteers
2019,NCT01699022,Accepts Healthy Volunteers
1935,NCT02731066,Accepts Healthy Volunteers
2018,NCT01011634,Accepts Healthy Volunteers
1936,NCT02057094,Accepts Healthy Volunteers
1938,NCT00356707,Accepts Healthy Volunteers
1947,NCT00344136,Accepts Healthy Volunteers
1948,NCT00377702,Accepts Healthy Volunteers
1949,NCT00610480,Accepts Healthy Volunteers
1954,NCT00714168,Accepts Healthy Volunteers
1955,NCT03506984,Accepts Healthy Volunteers
1956,NCT00668941,Accepts Healthy Volunteers
1957,NCT01505049,Accepts Healthy Volunteers
1962,NCT00454415,Accepts Healthy Volunteers
1963,NCT03352219,Accepts Healthy Volunteers
1965,NCT03072511,Accepts Healthy Volunteers
1970,NCT01044108,Accepts Healthy Volunteers
1976,NCT04279392,Accepts Healthy Volunteers
1978,NCT00296101,Accepts Healthy Volunteers
1981,NCT00377208,Accepts Healthy Volunteers
1991,NCT00819013,Accepts Healthy Volunteers
1994,NCT00542672,Accepts Healthy Volunteers
1995,NCT03311646,Accepts Healthy Volunteers
1997,NCT04461184,Accepts Healthy Volunteers
1998,NCT03711630,Accepts Healthy Volunteers
2002,NCT01705288,Accepts Healthy Volunteers
2006,NCT02550366,Accepts Healthy Volunteers
2008,NCT03323008,Accepts Healthy Volunteers
2009,NCT02233192,Accepts Healthy Volunteers
2010,NCT00282126,Accepts Healthy Volunteers
2011,NCT02500836,Accepts Healthy Volunteers
2014,NCT04177472,Accepts Healthy Volunteers
2016,NCT01318772,Accepts Healthy Volunteers
1790,NCT03131544,Accepts Healthy Volunteers
1789,NCT01932996,Accepts Healthy Volunteers
1785,NCT00494052,Accepts Healthy Volunteers
1531,NCT03261882,Accepts Healthy Volunteers
1536,NCT02279836,Accepts Healthy Volunteers
1538,NCT01294124,Accepts Healthy Volunteers
1539,NCT00629330,Accepts Healthy Volunteers
1540,NCT00633516,Accepts Healthy Volunteers
1541,NCT02185898,Accepts Healthy Volunteers
1548,NCT03903588,Accepts Healthy Volunteers
1551,NCT03249675,Accepts Healthy Volunteers
1553,NCT02228967,Accepts Healthy Volunteers
1555,NCT00870987,Accepts Healthy Volunteers
1556,NCT00871247,Accepts Healthy Volunteers
1557,NCT00870480,Accepts Healthy Volunteers
1559,NCT03931395,Accepts Healthy Volunteers
1563,NCT04316819,Accepts Healthy Volunteers
1564,NCT04283344,Accepts Healthy Volunteers
1565,NCT04253743,Accepts Healthy Volunteers
1567,NCT04255251,Accepts Healthy Volunteers
1570,NCT00485134,Accepts Healthy Volunteers
1571,NCT02846116,Accepts Healthy Volunteers
1573,NCT02703051,Accepts Healthy Volunteers
1575,NCT03068949,Accepts Healthy Volunteers
1582,NCT01724619,Accepts Healthy Volunteers
1584,NCT02858973,Accepts Healthy Volunteers
1585,NCT02723617,Accepts Healthy Volunteers
1588,NCT00342771,Accepts Healthy Volunteers
1589,NCT02877147,Accepts Healthy Volunteers
1593,NCT01492517,Accepts Healthy Volunteers
1594,NCT04274153,Accepts Healthy Volunteers
1595,NCT03820414,Accepts Healthy Volunteers
1597,NCT00320970,Accepts Healthy Volunteers
1534,NCT03566095,Accepts Healthy Volunteers
1529,NCT03912194,Accepts Healthy Volunteers
1777,NCT02015156,Accepts Healthy Volunteers
1526,NCT02375256,Accepts Healthy Volunteers
1456,NCT03400475,Accepts Healthy Volunteers
1457,NCT03495063,Accepts Healthy Volunteers
1458,NCT03483623,Accepts Healthy Volunteers
1459,NCT03276741,Accepts Healthy Volunteers
1461,NCT02009930,Accepts Healthy Volunteers
1468,NCT00938405,Accepts Healthy Volunteers
1472,NCT02133586,Accepts Healthy Volunteers
1473,NCT02140762,Accepts Healthy Volunteers
1475,NCT00290147,Accepts Healthy Volunteers
1481,NCT03867162,Accepts Healthy Volunteers
1482,NCT03051386,Accepts Healthy Volunteers
1483,NCT02386150,Accepts Healthy Volunteers
1484,NCT02385825,Accepts Healthy Volunteers
1485,NCT02092142,Accepts Healthy Volunteers
1489,NCT00197288,Accepts Healthy Volunteers
1490,NCT01884090,Accepts Healthy Volunteers
1491,NCT02223065,Accepts Healthy Volunteers
1492,NCT03155841,Accepts Healthy Volunteers
1493,NCT02206750,Accepts Healthy Volunteers
1494,NCT01981135,Accepts Healthy Volunteers
1495,NCT00881478,Accepts Healthy Volunteers
1496,NCT02348853,Accepts Healthy Volunteers
1500,NCT02425345,Accepts Healthy Volunteers
1504,NCT04369729,Accepts Healthy Volunteers
1508,NCT00971633,Accepts Healthy Volunteers
1511,NCT03535272,Accepts Healthy Volunteers
1513,NCT04406441,Accepts Healthy Volunteers
1515,NCT00197054,Accepts Healthy Volunteers
1516,NCT03700281,Accepts Healthy Volunteers
1598,NCT01378780,Accepts Healthy Volunteers
1601,NCT02323438,Accepts Healthy Volunteers
1604,NCT01634126,Accepts Healthy Volunteers
1609,NCT03293654,Accepts Healthy Volunteers
1689,NCT00822263,Accepts Healthy Volunteers
1694,NCT00342927,Accepts Healthy Volunteers
1700,NCT03224416,Accepts Healthy Volunteers
1703,NCT00384579,Accepts Healthy Volunteers
1704,NCT00384371,Accepts Healthy Volunteers
1705,NCT00301444,Accepts Healthy Volunteers
1707,NCT00160472,Accepts Healthy Volunteers
1709,NCT01632995,Accepts Healthy Volunteers
1710,NCT01125553,Accepts Healthy Volunteers
1711,NCT00783497,Accepts Healthy Volunteers
1712,NCT02672735,Accepts Healthy Volunteers
1713,NCT03642847,Accepts Healthy Volunteers
1714,NCT01846312,Accepts Healthy Volunteers
1717,NCT00104455,Accepts Healthy Volunteers
1718,NCT00218127,Accepts Healthy Volunteers
1723,NCT03520426,Accepts Healthy Volunteers
1724,NCT02098603,Accepts Healthy Volunteers
1732,NCT03511937,Accepts Healthy Volunteers
1736,NCT02186626,Accepts Healthy Volunteers
1739,NCT03054597,Accepts Healthy Volunteers
1742,NCT01781949,Accepts Healthy Volunteers
1748,NCT00931476,Accepts Healthy Volunteers
1760,NCT02300844,Accepts Healthy Volunteers
1767,NCT01900834,Accepts Healthy Volunteers
1768,NCT01423383,Accepts Healthy Volunteers
1769,NCT03851744,Accepts Healthy Volunteers
1770,NCT02568306,Accepts Healthy Volunteers
1772,NCT00137670,Accepts Healthy Volunteers
1775,NCT04526002,Accepts Healthy Volunteers
1685,NCT02159092,Accepts Healthy Volunteers
1684,NCT01487811,Accepts Healthy Volunteers
1673,NCT01381016,Accepts Healthy Volunteers
1639,NCT00632346,Accepts Healthy Volunteers
1615,NCT01582802,Accepts Healthy Volunteers
1616,NCT03866434,Accepts Healthy Volunteers
1618,NCT02596399,Accepts Healthy Volunteers
1621,NCT04049162,Accepts Healthy Volunteers
1623,NCT04559698,Accepts Healthy Volunteers
1624,NCT03512301,Accepts Healthy Volunteers
1626,NCT01336361,Accepts Healthy Volunteers
1628,NCT00722124,Accepts Healthy Volunteers
1630,NCT04407195,Accepts Healthy Volunteers
1631,NCT01927276,Accepts Healthy Volunteers
1632,NCT04504019,Accepts Healthy Volunteers
1633,NCT02964481,Accepts Healthy Volunteers
1635,NCT00001853,Accepts Healthy Volunteers
1643,NCT02610374,Accepts Healthy Volunteers
1672,NCT03536676,Accepts Healthy Volunteers
1646,NCT01596998,Accepts Healthy Volunteers
1648,NCT04604145,Accepts Healthy Volunteers
1649,NCT02556112,Accepts Healthy Volunteers
1650,NCT01329679,Accepts Healthy Volunteers
1656,NCT01363037,Accepts Healthy Volunteers
1662,NCT04335812,Accepts Healthy Volunteers
1663,NCT03575468,Accepts Healthy Volunteers
1664,NCT00662415,Accepts Healthy Volunteers
1666,NCT02239627,Accepts Healthy Volunteers
1667,NCT04459455,Accepts Healthy Volunteers
1668,NCT01913353,Accepts Healthy Volunteers
1670,NCT03789721,Accepts Healthy Volunteers
1671,NCT01904500,Accepts Healthy Volunteers
3863,NCT04302727,Accepts Healthy Volunteers
2357,NCT03678870,Accepts Healthy Volunteers
3865,NCT01760980,Accepts Healthy Volunteers
5848,NCT00778414,Accepts Healthy Volunteers
5790,NCT03361384,Accepts Healthy Volunteers
5797,NCT04073901,Accepts Healthy Volunteers
5806,NCT03980808,Accepts Healthy Volunteers
5807,NCT04173806,Accepts Healthy Volunteers
5809,NCT02553291,Accepts Healthy Volunteers
5811,NCT03581565,Accepts Healthy Volunteers
5815,NCT04378101,Accepts Healthy Volunteers
5816,NCT02496962,Accepts Healthy Volunteers
5819,NCT00651794,Accepts Healthy Volunteers
5826,NCT04515069,Accepts Healthy Volunteers
5828,NCT03411577,Accepts Healthy Volunteers
5830,NCT04316429,Accepts Healthy Volunteers
5840,NCT02830945,Accepts Healthy Volunteers
5844,NCT00778544,Accepts Healthy Volunteers
5852,NCT00808353,Accepts Healthy Volunteers
5895,NCT04446442,Accepts Healthy Volunteers
5853,NCT00341107,Accepts Healthy Volunteers
5857,NCT00133445,Accepts Healthy Volunteers
5867,NCT04227405,Accepts Healthy Volunteers
5868,NCT01231945,Accepts Healthy Volunteers
5872,NCT00221507,Accepts Healthy Volunteers
5873,NCT01435512,Accepts Healthy Volunteers
5874,NCT04307420,Accepts Healthy Volunteers
5878,NCT00392873,Accepts Healthy Volunteers
5880,NCT02236663,Accepts Healthy Volunteers
5881,NCT02844543,Accepts Healthy Volunteers
5882,NCT01513668,Accepts Healthy Volunteers
5886,NCT01830725,Accepts Healthy Volunteers
5889,NCT01477710,Accepts Healthy Volunteers
5890,NCT01477450,Accepts Healthy Volunteers
5782,NCT00098384,Accepts Healthy Volunteers
5781,NCT00338845,Accepts Healthy Volunteers
5780,NCT00595166,Accepts Healthy Volunteers
5774,NCT03336255,Accepts Healthy Volunteers
5690,NCT04540952,Accepts Healthy Volunteers
5695,NCT04475172,Accepts Healthy Volunteers
5696,NCT02994108,Accepts Healthy Volunteers
5697,NCT04330235,Accepts Healthy Volunteers
5698,NCT03089684,Accepts Healthy Volunteers
5699,NCT01646541,Accepts Healthy Volunteers
5708,NCT01091857,Accepts Healthy Volunteers
5710,NCT02206893,Accepts Healthy Volunteers
5713,NCT03834025,Accepts Healthy Volunteers
5716,NCT02352116,Accepts Healthy Volunteers
5722,NCT00379743,Accepts Healthy Volunteers
5723,NCT03928067,Accepts Healthy Volunteers
5726,NCT00599209,Accepts Healthy Volunteers
5729,NCT01195220,Accepts Healthy Volunteers
5731,NCT02789215,Accepts Healthy Volunteers
5733,NCT02602223,Accepts Healthy Volunteers
5737,NCT00989183,Accepts Healthy Volunteers
5741,NCT01014533,Accepts Healthy Volunteers
5744,NCT01860352,Accepts Healthy Volunteers
5751,NCT03860077,Accepts Healthy Volunteers
5752,NCT03881020,Accepts Healthy Volunteers
5754,NCT00208988,Accepts Healthy Volunteers
5755,NCT01191788,Accepts Healthy Volunteers
5756,NCT01995812,Accepts Healthy Volunteers
5760,NCT01874886,Accepts Healthy Volunteers
