,NCTId,DesignPrimaryPurpose
5086,NCT03520400,Prevention
5085,NCT01247753,Prevention
3001,NCT00510614,Prevention
7801,NCT03461120,Prevention
7804,NCT00860470,Prevention
2788,NCT01953120,Prevention
7805,NCT01927523,Prevention
2796,NCT03028233,Prevention
6676,NCT04265690,Prevention
7863,NCT02103296,Prevention
2805,NCT01903876,Prevention
2807,NCT04052815,Prevention
2810,NCT03375099,Prevention
2811,NCT00001060,Prevention
2814,NCT00531518,Prevention
6682,NCT03765567,Prevention
2847,NCT00253734,Prevention
7843,NCT04345393,Prevention
7837,NCT04378309,Prevention
2870,NCT01248208,Prevention
2873,NCT01930149,Prevention
2885,NCT01137669,Prevention
2890,NCT00006181,Prevention
2900,NCT04317924,Prevention
2560,NCT00001037,Prevention
5215,NCT00686426,Prevention
5217,NCT03666247,Prevention
2323,NCT00746993,Prevention
2326,NCT04018417,Prevention
8081,NCT02371317,Prevention
6581,NCT01684748,Prevention
2334,NCT03640208,Prevention
2340,NCT00734175,Prevention
2341,NCT00722774,Prevention
2343,NCT00674336,Prevention
5288,NCT01836237,Prevention
2345,NCT01252316,Prevention
2349,NCT00728377,Prevention
8079,NCT01167270,Prevention
2354,NCT03219372,Prevention
8076,NCT02967016,Prevention
8067,NCT04332172,Prevention
2369,NCT00538083,Prevention
2371,NCT01315483,Prevention
8066,NCT02197390,Prevention
5297,NCT04040010,Prevention
8088,NCT03893708,Prevention
2529,NCT00781586,Prevention
8093,NCT02952352,Prevention
2232,NCT00322049,Prevention
2250,NCT03556293,Prevention
8123,NCT01980771,Prevention
2261,NCT00360204,Prevention
4508,NCT01169259,Prevention
8120,NCT00404274,Prevention
2274,NCT03489356,Prevention
2276,NCT00392015,Prevention
5314,NCT04533386,Prevention
8115,NCT04441307,Prevention
2285,NCT03313765,Prevention
8108,NCT03694418,Prevention
8106,NCT00302055,Prevention
5308,NCT02145949,Prevention
2293,NCT00013078,Prevention
2301,NCT01631747,Prevention
2303,NCT02174978,Prevention
8058,NCT04464993,Prevention
2382,NCT00798551,Prevention
2383,NCT01376778,Prevention
2391,NCT01658800,Prevention
2443,NCT03479905,Prevention
2452,NCT02861131,Prevention
2454,NCT03333109,Prevention
8019,NCT00043745,Prevention
2462,NCT00378950,Prevention
5241,NCT02019524,Prevention
5239,NCT04609995,Prevention
5237,NCT04446468,Prevention
2473,NCT00643812,Prevention
6619,NCT01509573,Prevention
5234,NCT02697565,Prevention
8007,NCT02715206,Prevention
8006,NCT01839708,Prevention
2504,NCT02011685,Prevention
2510,NCT01744821,Prevention
7990,NCT00122447,Prevention
7989,NCT04032106,Prevention
2442,NCT00004727,Prevention
8025,NCT01025674,Prevention
2440,NCT02289313,Prevention
2417,NCT01049048,Prevention
8048,NCT02763150,Prevention
2401,NCT00313404,Prevention
2403,NCT03960970,Prevention
8041,NCT02836990,Prevention
8039,NCT03771417,Prevention
5265,NCT02556996,Prevention
8038,NCT02407093,Prevention
2422,NCT02660086,Prevention
2438,NCT00797615,Prevention
2424,NCT03028688,Prevention
8036,NCT01505257,Prevention
8035,NCT01112709,Prevention
5256,NCT02570672,Prevention
2431,NCT01195571,Prevention
8026,NCT01929122,Prevention
2437,NCT00481507,Prevention
3004,NCT02833298,Prevention
6128,NCT01118208,Prevention
3158,NCT01736930,Prevention
7709,NCT02764528,Prevention
3274,NCT00079820,Prevention
3134,NCT01793194,Prevention
3279,NCT01661764,Prevention
6776,NCT02718469,Prevention
7630,NCT03432715,Prevention
7711,NCT02843178,Prevention
7714,NCT04133766,Prevention
7628,NCT03527641,Prevention
7716,NCT04044235,Prevention
3121,NCT03882957,Prevention
3292,NCT00836303,Prevention
3300,NCT00754390,Prevention
3119,NCT02299427,Prevention
3306,NCT03049904,Prevention
5007,NCT03020758,Prevention
3310,NCT01391858,Prevention
4957,NCT02178410,Prevention
7723,NCT01668992,Prevention
7724,NCT00829114,Prevention
7726,NCT00115271,Prevention
3105,NCT04079582,Prevention
3098,NCT01475617,Prevention
5048,NCT01369797,Prevention
7737,NCT03774602,Prevention
3090,NCT04148118,Prevention
3087,NCT01665677,Prevention
7739,NCT00470158,Prevention
7608,NCT00263341,Prevention
7740,NCT00441298,Prevention
3135,NCT02461758,Prevention
3269,NCT01347164,Prevention
3323,NCT01812824,Prevention
3259,NCT02694627,Prevention
5010,NCT03000998,Prevention
6747,NCT03953911,Prevention
6749,NCT01844102,Prevention
7678,NCT01968590,Prevention
4999,NCT01722032,Prevention
3175,NCT02303275,Prevention
5014,NCT04168658,Prevention
4996,NCT01626729,Prevention
4995,NCT02186379,Prevention
6738,NCT01942811,Prevention
5017,NCT03923491,Prevention
7672,NCT00438594,Prevention
3213,NCT02944877,Prevention
3218,NCT02578147,Prevention
6758,NCT01385046,Prevention
5020,NCT04397055,Prevention
3226,NCT01233050,Prevention
3227,NCT00578877,Prevention
3157,NCT02619773,Prevention
5022,NCT03308097,Prevention
6737,NCT01048112,Prevention
3231,NCT03278990,Prevention
7656,NCT03272074,Prevention
7706,NCT01746264,Prevention
3248,NCT02945787,Prevention
7708,NCT00859716,Prevention
3140,NCT00061165,Prevention
4976,NCT01972048,Prevention
3258,NCT04442152,Prevention
3318,NCT03490045,Prevention
7691,NCT02052037,Prevention
3383,NCT04381481,Prevention
6785,NCT01273922,Prevention
3404,NCT01152580,Prevention
4931,NCT04158830,Prevention
3360,NCT00454948,Prevention
7751,NCT03529695,Prevention
3394,NCT04413708,Prevention
3391,NCT04070573,Prevention
5067,NCT02678026,Prevention
7752,NCT04312334,Prevention
5069,NCT03858868,Prevention
4940,NCT00465010,Prevention
7767,NCT02050165,Prevention
7753,NCT04092114,Prevention
7755,NCT02775929,Prevention
7564,NCT02753842,Prevention
5072,NCT01646463,Prevention
3034,NCT03884478,Prevention
4938,NCT01785004,Prevention
3387,NCT03267914,Prevention
7566,NCT04072211,Prevention
3033,NCT03058692,Prevention
3356,NCT01917812,Prevention
6789,NCT00476346,Prevention
5058,NCT03457272,Prevention
3339,NCT01578317,Prevention
3005,NCT03348345,Prevention
7593,NCT01582711,Prevention
7741,NCT00136370,Prevention
7742,NCT04169269,Prevention
7590,NCT03839719,Prevention
3055,NCT01084941,Prevention
3071,NCT03982511,Prevention
7558,NCT03207750,Prevention
5079,NCT04396431,Prevention
5060,NCT01960946,Prevention
3343,NCT00620763,Prevention
3062,NCT00283283,Prevention
7747,NCT01624337,Prevention
6711,NCT01425476,Prevention
7589,NCT03967912,Prevention
3080,NCT03679117,Prevention
6545,NCT02634879,Other
7681,NCT03753360,Other
9796,NCT03904615,Other
7029,NCT03199222,Other
9666,NCT04009447,Other
7661,NCT04230967,Other
8588,NCT02360644,Other
7018,NCT01992263,Other
9762,NCT03933488,Other
6523,NCT03862924,Other
6755,NCT03038828,Other
7544,NCT01626599,Other
8008,NCT03701711,Other
9737,NCT03951883,Other
9731,NCT03961308,Other
8163,NCT00700791,Other
7481,NCT03822611,Other
9988,NCT03771638,Other
7549,NCT02820038,Other
7475,NCT01304407,Other
9797,NCT03904420,Other
8756,NCT02487485,Other
8771,NCT03377855,Other
8578,NCT02765906,Other
9696,NCT03985852,Other
7677,NCT03677674,Other
6753,NCT03085953,Other
9927,NCT03811444,Other
9812,NCT03890471,Other
8089,NCT03489434,Other
9886,NCT03841864,Other
7511,NCT03127397,Other
8209,NCT03459118,Other
8184,NCT02022657,Other
7627,NCT04242160,Other
9951,NCT03796286,Other
8060,NCT02103660,Other
7517,NCT00880204,Other
7582,NCT03932929,Other
8695,NCT03705325,Other
7609,NCT03894241,Other
9941,NCT03803488,Other
9933,NCT03807635,Other
6814,NCT03939507,Other
7607,NCT02435264,Other
9920,NCT03817970,Other
9876,NCT03848650,Other
6151,NCT00742001,Other
8109,NCT03312387,Other
9837,NCT03874637,Other
9821,NCT03881891,Other
7015,NCT00942890,Other
9828,NCT03878758,Other
9829,NCT03878745,Other
7655,NCT02816294,Other
8236,NCT03511001,Other
9835,NCT03875287,Other
9961,NCT03792477,Other
9871,NCT03849937,Other
6348,NCT04603911,Other
8730,NCT04178577,Other
6174,NCT00404170,Other
7044,NCT02817984,Other
6564,NCT02611648,Other
7506,NCT04579328,Other
9956,NCT03794102,Other
7612,NCT04366284,Other
9081,NCT04523155,Other
7094,NCT04023084,Other
9411,NCT04227119,Other
8978,NCT04608773,Other
6920,NCT04537689,Other
8524,NCT01041170,Other
9225,NCT04378751,Other
9247,NCT04355650,Other
9253,NCT04351880,Other
7340,NCT02668276,Other
7860,NCT04465708,Other
9274,NCT04335682,Other
8945,NCT02743039,Other
8938,NCT03890029,Other
7556,NCT03965676,Other
9302,NCT04314778,Other
9304,NCT04311619,Other
8380,NCT03458013,Other
8934,NCT03164967,Other
8378,NCT04418934,Other
7239,NCT04453943,Other
9365,NCT04258319,Other
9379,NCT04247828,Other
8888,NCT03383848,Other
6476,NCT03322891,Other
7886,NCT03880006,Other
8876,NCT02085473,Other
9386,NCT04241939,Other
9393,NCT04238481,Other
9397,NCT04235751,Other
9194,NCT04406935,Other
7320,NCT04298138,Other
9004,NCT04586530,Other
9123,NCT04484805,Other
8498,NCT02224352,Other
9086,NCT04516213,Other
7301,NCT03623022,Other
9091,NCT04511338,Other
9093,NCT04508751,Other
9096,NCT04506307,Other
7781,NCT03594734,Other
9104,NCT04499781,Other
8501,NCT03582683,Other
9058,NCT04542304,Other
9117,NCT04486560,Other
7784,NCT04072757,Other
9048,NCT04551677,Other
7319,NCT03869060,Other
7765,NCT04098419,Other
6702,NCT02302430,Other
9137,NCT04474210,Other
9139,NCT04472026,Other
7278,NCT02949037,Other
9141,NCT04469920,Other
9148,NCT04463719,Other
9022,NCT04572581,Other
9020,NCT04576247,Other
8520,NCT04258332,Other
9011,NCT04580797,Other
9173,NCT04430010,Other
7211,NCT01872390,Other
9412,NCT04226092,Other
9658,NCT04017130,Other
9413,NCT04226027,Other
8567,NCT02906241,Other
9569,NCT04082481,Other
9570,NCT04082117,Other
8814,NCT01932242,Other
7159,NCT03668678,Other
6500,NCT03924674,Other
9574,NCT04080414,Other
6902,NCT02847117,Other
6501,NCT02260778,Other
6503,NCT04154462,Other
6403,NCT03417752,Other
7444,NCT02045511,Other
6508,NCT04419948,Other
9598,NCT04056468,Other
9599,NCT04056455,Other
9613,NCT04048590,Other
8305,NCT03367845,Other
6739,NCT03302299,Other
9627,NCT04038840,Other
9631,NCT04038541,Other
6627,NCT03167658,Other
7975,NCT01515800,Other
9644,NCT04024631,Other
9646,NCT04022889,Other
9648,NCT04021771,Other
7696,NCT02170246,Other
9650,NCT04020822,Other
6642,NCT03885700,Other
8317,NCT03717233,Other
9560,NCT04088175,Other
9482,NCT04152473,Other
8544,NCT03267043,Other
6484,NCT04372329,Other
9430,NCT04211506,Other
9436,NCT04207567,Other
6659,NCT03887247,Other
7395,NCT03758846,Other
6224,NCT04458350,Other
8340,NCT04254562,Other
9453,NCT04188535,Other
7179,NCT00162461,Other
7174,NCT02877732,Other
6490,NCT02508480,Other
7401,NCT01670708,Other
9545,NCT04094363,Other
9485,NCT04149249,Other
8325,NCT00760474,Other
6648,NCT01969864,Other
9498,NCT04134715,Other
7167,NCT02153346,Other
9513,NCT04123041,Other
7702,NCT03371225,Other
8319,NCT04514471,Other
9530,NCT04109222,Other
9532,NCT04107610,Other
9533,NCT04104737,Other
9541,NCT04097717,Other
6359,NCT01987388,Other
9999,NCT03766373,Other
2151,NCT04258397,Other
1223,NCT04062968,Other
4694,NCT00816426,Other
1317,NCT04494490,Other
4699,NCT04478357,Other
2037,NCT03055429,Other
3902,NCT02213198,Other
4747,NCT04236271,Other
3783,NCT02752282,Other
1258,NCT04501419,Other
5603,NCT03542812,Other
2103,NCT03411278,Other
2105,NCT04211545,Other
1234,NCT01406886,Other
1233,NCT02423551,Other
1216,NCT03893032,Other
3968,NCT04023604,Other
2139,NCT04155047,Other
3738,NCT03256344,Other
2163,NCT03508739,Other
3724,NCT04240288,Other
4779,NCT02751203,Other
2169,NCT03841838,Other
1184,NCT03467737,Other
5532,NCT00441077,Other
2240,NCT01848353,Other
2249,NCT03906942,Other
2253,NCT03406975,Other
2264,NCT02458313,Other
1103,NCT04001803,Other
2008,NCT03323008,Other
5690,NCT04540952,Other
5880,NCT02236663,Other
1927,NCT02544035,Other
1835,NCT01349725,Other
108,NCT01965561,Other
1457,NCT03495063,Other
5849,NCT02297126,Other
4143,NCT02893150,Other
1446,NCT02829086,Other
1878,NCT03257436,Other
5807,NCT04173806,Other
5806,NCT03980808,Other
1440,NCT02204176,Other
4636,NCT02113670,Other
1432,NCT03140488,Other
1897,NCT03149510,Other
5776,NCT01480193,Other
3990,NCT03460743,Other
4648,NCT02453646,Other
4098,NCT02887183,Other
1936,NCT02057094,Other
5744,NCT01860352,Other
5741,NCT01014533,Other
4660,NCT03831724,Other
1386,NCT02908932,Other
5734,NCT02739464,Other
5731,NCT02789215,Other
4015,NCT02664012,Other
1366,NCT02478788,Other
5701,NCT01837524,Other
1995,NCT03311646,Other
5475,NCT02045459,Other
5472,NCT04297761,Other
4809,NCT02268331,Other
2838,NCT04294303,Other
3333,NCT04161040,Other
2627,NCT04109443,Other
4944,NCT04143113,Other
3311,NCT01136642,Other
4961,NCT03106363,Other
3265,NCT04273191,Other
3257,NCT03206736,Other
2715,NCT01986894,Other
3255,NCT04103593,Other
3249,NCT04067804,Other
2746,NCT01334554,Other
2753,NCT02763917,Other
3232,NCT04502212,Other
2858,NCT03566706,Other
3611,NCT04371887,Other
5015,NCT04266938,Other
2896,NCT03252223,Other
5035,NCT03349775,Other
2902,NCT02790502,Other
5039,NCT03291808,Other
5142,NCT04565028,Other
2919,NCT02665338,Other
5120,NCT02975167,Other
5112,NCT03501082,Other
3011,NCT02634216,Other
3082,NCT01343420,Other
3070,NCT02679794,Other
5077,NCT03337438,Other
4936,NCT03833375,Other
5300,NCT01724489,Other
2551,NCT01619020,Other
3413,NCT04133376,Other
3578,NCT04144062,Other
5459,NCT02974582,Other
4829,NCT02698371,Other
2319,NCT03481270,Other
2333,NCT00709696,Other
1076,NCT04468360,Other
5431,NCT02641353,Other
4850,NCT02095249,Other
4854,NCT00129701,Other
2374,NCT03976336,Other
4856,NCT04007419,Other
2388,NCT00528931,Other
3545,NCT02565420,Other
3531,NCT01072123,Other
1034,NCT03719391,Other
3525,NCT03455530,Other
2425,NCT01330810,Other
5380,NCT03681353,Other
2427,NCT02738749,Other
2432,NCT04122378,Other
1019,NCT01317667,Other
5349,NCT00351416,Other
5348,NCT03864302,Other
5338,NCT04114526,Other
2490,NCT03014037,Other
4899,NCT04446728,Other
5310,NCT03206164,Other
4151,NCT02664610,Other
5087,NCT01854892,Other
4567,NCT02023723,Other
5922,NCT03662308,Other
4387,NCT01811316,Other
1801,NCT03979209,Other
1650,NCT01329679,Other
1734,NCT04073940,Other
4368,NCT04059705,Other
4565,NCT02661334,Other
1631,NCT01927276,Other
5914,NCT01434004,Other
4378,NCT02372175,Other
6040,NCT02922894,Other
6043,NCT02773056,Other
5895,NCT04446442,Other
6044,NCT02721680,Other
4598,NCT02647983,Other
5983,NCT04275973,Other
6087,NCT01701388,Other
4564,NCT03021616,Other
1751,NCT03576755,Other
4348,NCT02192684,Other
1643,NCT02610374,Other
1796,NCT02269514,Other
4549,NCT03905928,Other
6036,NCT03023644,Other
4435,NCT02018250,Other
4217,NCT04258722,Other
4162,NCT00979238,Other
1573,NCT02703051,Other
5997,NCT03898271,Other
4452,NCT00761020,Other
1672,NCT03536676,Other
1809,NCT03570320,Other
4411,NCT02301195,Other
1609,NCT03293654,Other
4605,NCT02357277,Other
5881,NCT02844543,Other
2441,NCT01416766,Health Services Research
7521,NCT00379158,Health Services Research
5305,NCT04212962,Health Services Research
2525,NCT04029220,Health Services Research
6570,NCT01267877,Health Services Research
5304,NCT03887390,Health Services Research
2447,NCT02231957,Health Services Research
3492,NCT01509690,Health Services Research
3388,NCT04461405,Health Services Research
7519,NCT00513500,Health Services Research
5362,NCT03451630,Health Services Research
41,NCT02395536,Health Services Research
7565,NCT02246413,Health Services Research
4919,NCT03554785,Health Services Research
6541,NCT01420016,Health Services Research
2517,NCT02868021,Health Services Research
8773,NCT01440907,Health Services Research
9062,NCT04539821,Health Services Research
4349,NCT02915471,Health Services Research
7550,NCT01510834,Health Services Research
5311,NCT03610555,Health Services Research
8763,NCT04179721,Health Services Research
6168,NCT00426959,Health Services Research
8762,NCT04481568,Health Services Research
5342,NCT03769571,Health Services Research
6064,NCT02104713,Health Services Research
9371,NCT04254666,Health Services Research
6824,NCT02206542,Health Services Research
7546,NCT02268877,Health Services Research
2482,NCT02703909,Health Services Research
1821,NCT00325533,Health Services Research
6514,NCT01465607,Health Services Research
4495,NCT02901639,Health Services Research
7502,NCT02515149,Health Services Research
5452,NCT00788944,Health Services Research
9536,NCT04103931,Health Services Research
6487,NCT03381885,Health Services Research
8091,NCT02337296,Health Services Research
2302,NCT02879812,Health Services Research
7460,NCT01363245,Health Services Research
9784,NCT03914469,Health Services Research
4813,NCT01524042,Health Services Research
6479,NCT02050789,Health Services Research
3595,NCT02021344,Health Services Research
6028,NCT03197896,Health Services Research
9423,NCT04218799,Health Services Research
1100,NCT04308746,Health Services Research
7144,NCT03992274,Health Services Research
9787,NCT03913169,Health Services Research
8099,NCT00876226,Health Services Research
6006,NCT03708276,Health Services Research
8101,NCT03887793,Health Services Research
8107,NCT04043936,Health Services Research
5448,NCT01698177,Health Services Research
6494,NCT04304833,Health Services Research
1092,NCT02960568,Health Services Research
4859,NCT01761734,Health Services Research
5396,NCT03956810,Health Services Research
2398,NCT04469036,Health Services Research
2397,NCT00943904,Health Services Research
3535,NCT01730911,Health Services Research
5421,NCT03590509,Health Services Research
5425,NCT02021617,Health Services Research
2389,NCT01396044,Health Services Research
6046,NCT02657135,Health Services Research
7490,NCT01235247,Health Services Research
4511,NCT03593330,Health Services Research
2386,NCT01968642,Health Services Research
8504,NCT01618461,Health Services Research
5430,NCT01442493,Health Services Research
7482,NCT03585361,Health Services Research
7474,NCT01175707,Health Services Research
6502,NCT01787175,Health Services Research
5437,NCT04160975,Health Services Research
9421,NCT04219397,Health Services Research
7104,NCT01007006,Health Services Research
9031,NCT04565509,Health Services Research
2563,NCT01240174,Health Services Research
2854,NCT01029288,Health Services Research
3138,NCT04564209,Health Services Research
6115,NCT01339208,Health Services Research
8480,NCT01797497,Health Services Research
5153,NCT03283657,Health Services Research
2894,NCT01309217,Health Services Research
5031,NCT04540003,Health Services Research
2892,NCT04173884,Health Services Research
3146,NCT02039375,Health Services Research
8453,NCT01032590,Health Services Research
5170,NCT00129662,Health Services Research
7690,NCT00571038,Health Services Research
2853,NCT02043977,Health Services Research
7842,NCT01615237,Health Services Research
5013,NCT01844596,Health Services Research
5172,NCT02500589,Health Services Research
2842,NCT03748420,Health Services Research
6741,NCT04421235,Health Services Research
5180,NCT03007485,Health Services Research
9620,NCT04044521,Health Services Research
8481,NCT02710318,Health Services Research
8456,NCT01280500,Health Services Research
8886,NCT02522923,Health Services Research
7715,NCT03555435,Health Services Research
2971,NCT02968199,Health Services Research
5088,NCT04032613,Health Services Research
7758,NCT02944149,Health Services Research
5095,NCT03365063,Health Services Research
3066,NCT01724125,Health Services Research
7068,NCT00473096,Health Services Research
5100,NCT03832283,Health Services Research
4392,NCT02344576,Health Services Research
8475,NCT01719679,Health Services Research
7778,NCT02976389,Health Services Research
3085,NCT01401816,Health Services Research
3094,NCT03207880,Health Services Research
6687,NCT03312621,Health Services Research
5116,NCT00798538,Health Services Research
6685,NCT03504085,Health Services Research
1623,NCT04559698,Health Services Research
8906,NCT02564341,Health Services Research
3126,NCT00774254,Health Services Research
5125,NCT01155869,Health Services Research
7788,NCT01957813,Health Services Research
7694,NCT02910934,Health Services Research
8976,NCT04437069,Health Services Research
5298,NCT04323774,Health Services Research
3331,NCT03767231,Health Services Research
5255,NCT03856320,Health Services Research
7623,NCT01903889,Health Services Research
2669,NCT03404349,Health Services Research
7924,NCT02615470,Health Services Research
2658,NCT00379782,Health Services Research
3299,NCT03889418,Health Services Research
8434,NCT03885232,Health Services Research
9710,NCT03979846,Health Services Research
2606,NCT03824093,Health Services Research
8494,NCT01264718,Health Services Research
7857,NCT02697422,Health Services Research
9585,NCT04071951,Health Services Research
2280,NCT02807155,Health Services Research
7958,NCT03991182,Health Services Research
9032,NCT04565353,Health Services Research
3359,NCT03736603,Health Services Research
8792,NCT03283553,Health Services Research
2569,NCT02787928,Health Services Research
9722,NCT03966872,Health Services Research
2564,NCT03451071,Health Services Research
3270,NCT01492257,Health Services Research
7902,NCT02848235,Health Services Research
8830,NCT02823262,Health Services Research
2718,NCT01829256,Health Services Research
6640,NCT03869671,Health Services Research
7676,NCT03202745,Health Services Research
3212,NCT01351064,Health Services Research
7663,NCT03059082,Health Services Research
9607,NCT04052503,Health Services Research
7864,NCT03328572,Health Services Research
8853,NCT01156610,Health Services Research
3230,NCT04140084,Health Services Research
3238,NCT01852656,Health Services Research
7875,NCT02017548,Health Services Research
7060,NCT01121250,Health Services Research
1594,NCT04274153,Health Services Research
4439,NCT01843491,Health Services Research
5223,NCT01199666,Health Services Research
7885,NCT03944395,Health Services Research
7887,NCT03371186,Health Services Research
5230,NCT04356274,Health Services Research
5235,NCT00645047,Health Services Research
7890,NCT02271074,Health Services Research
3638,NCT00608426,Health Services Research
6858,NCT03663452,Health Services Research
3653,NCT01917994,Health Services Research
1516,NCT03700281,Health Services Research
3974,NCT02293694,Health Services Research
9948,NCT03797898,Health Services Research
5692,NCT00101868,Health Services Research
7191,NCT04135625,Health Services Research
3996,NCT01431183,Health Services Research
7195,NCT03824756,Health Services Research
7197,NCT03555669,Health Services Research
1988,NCT01532986,Health Services Research
1501,NCT01148563,Health Services Research
5707,NCT03267563,Health Services Research
4008,NCT02061579,Health Services Research
5713,NCT03834025,Health Services Research
5717,NCT03723928,Health Services Research
5718,NCT00440336,Health Services Research
1981,NCT00377208,Health Services Research
1964,NCT03480217,Health Services Research
5726,NCT00599209,Health Services Research
7198,NCT03254628,Health Services Research
8264,NCT04491591,Health Services Research
5686,NCT00788346,Health Services Research
7190,NCT04166370,Health Services Research
4591,NCT01001325,Health Services Research
7308,NCT02319447,Health Services Research
2065,NCT03429413,Health Services Research
4735,NCT04450914,Health Services Research
7343,NCT01130987,Health Services Research
2050,NCT00729560,Health Services Research
7187,NCT04286243,Health Services Research
2049,NCT00379652,Health Services Research
4713,NCT04542005,Health Services Research
7189,NCT04185597,Health Services Research
8229,NCT03740139,Health Services Research
6365,NCT01403649,Health Services Research
4703,NCT02038101,Health Services Research
5947,NCT00542204,Health Services Research
3942,NCT00593983,Health Services Research
5506,NCT03487692,Health Services Research
2023,NCT02161458,Health Services Research
1313,NCT04017624,Health Services Research
8534,NCT01908517,Health Services Research
3953,NCT02403466,Health Services Research
6356,NCT04584554,Health Services Research
9473,NCT04166240,Health Services Research
8540,NCT01557621,Health Services Research
7370,NCT02123251,Health Services Research
7231,NCT02272257,Health Services Research
7216,NCT00396500,Health Services Research
129,NCT03699709,Health Services Research
5819,NCT00651794,Health Services Research
7227,NCT00860951,Health Services Research
4606,NCT04092530,Health Services Research
4146,NCT04000971,Health Services Research
5843,NCT01003262,Health Services Research
6971,NCT00924976,Health Services Research
4620,NCT01891773,Health Services Research
4149,NCT04477304,Health Services Research
9295,NCT04319094,Health Services Research
8556,NCT00644566,Health Services Research
9925,NCT03812614,Health Services Research
1458,NCT03483623,Health Services Research
8332,NCT01928758,Health Services Research
8333,NCT01928719,Health Services Research
5883,NCT01337063,Health Services Research
1816,NCT04146545,Health Services Research
1834,NCT03791580,Health Services Research
8314,NCT03404219,Health Services Research
6244,NCT02505035,Health Services Research
1950,NCT04303676,Health Services Research
7209,NCT01930084,Health Services Research
4185,NCT02197689,Health Services Research
9270,NCT04340570,Health Services Research
8277,NCT00941876,Health Services Research
5755,NCT01191788,Health Services Research
9279,NCT04330716,Health Services Research
5769,NCT03266003,Health Services Research
4102,NCT03892889,Health Services Research
4105,NCT01537367,Health Services Research
7241,NCT01024569,Health Services Research
9898,NCT03833245,Health Services Research
9900,NCT03831451,Health Services Research
9289,NCT04322162,Health Services Research
148,NCT02951598,Health Services Research
5789,NCT02284685,Health Services Research
1926,NCT03407443,Health Services Research
1918,NCT03985449,Health Services Research
5793,NCT03913715,Health Services Research
1913,NCT03018119,Health Services Research
1891,NCT03480854,Health Services Research
9190,NCT04410627,Health Services Research
5267,NCT02990377,Health Services Research
5549,NCT02236273,Health Services Research
9175,NCT04428580,Health Services Research
7377,NCT02975596,Health Services Research
9147,NCT04463992,Health Services Research
2096,NCT02069782,Health Services Research
5967,NCT02632552,Health Services Research
2203,NCT02698722,Health Services Research
8645,NCT00995696,Health Services Research
9851,NCT03865979,Health Services Research
6204,NCT04347629,Health Services Research
9157,NCT04452331,Health Services Research
4563,NCT03418077,Health Services Research
1170,NCT02660073,Health Services Research
2154,NCT03819686,Health Services Research
5537,NCT03860818,Health Services Research
8637,NCT03608085,Health Services Research
5577,NCT03294551,Health Services Research
6432,NCT02134847,Health Services Research
9176,NCT04427202,Health Services Research
7384,NCT00865553,Health Services Research
7754,NCT03255941,Health Services Research
3751,NCT03418870,Health Services Research
6878,NCT01209910,Health Services Research
1209,NCT01558583,Health Services Research
2144,NCT02515578,Health Services Research
6440,NCT00549796,Health Services Research
9807,NCT03898115,Health Services Research
2133,NCT03441503,Health Services Research
1733,NCT03529214,Health Services Research
4752,NCT01191411,Health Services Research
2222,NCT03271931,Health Services Research
8205,NCT03181022,Health Services Research
8664,NCT02415764,Health Services Research
4780,NCT02278237,Health Services Research
9525,NCT04113746,Health Services Research
5544,NCT03246100,Health Services Research
7427,NCT02345434,Health Services Research
2171,NCT03911141,Health Services Research
5513,NCT03294473,Health Services Research
9187,NCT04414982,Health Services Research
5610,NCT00682773,Health Services Research
7014,NCT03462758,Health Services Research
4750,NCT03245879,Health Services Research
2260,NCT03081871,Health Services Research
7426,NCT02467933,Health Services Research
4278,NCT03175640,Health Services Research
2167,NCT04580004,Health Services Research
8127,NCT01276600,Health Services Research
6454,NCT02761551,Health Services Research
8393,NCT02808598,Health Services Research
9516,NCT04121312,Health Services Research
1187,NCT02895997,Health Services Research
6452,NCT02924467,Health Services Research
5607,NCT02265120,Health Services Research
9323,NCT04295135,Health Services Research
9844,NCT03867877,Health Services Research
60,NCT03276637,Health Services Research
1742,NCT01781949,Health Services Research
5754,NCT00208988,Educational/Counseling/Training
4468,NCT00256477,Educational/Counseling/Training
7033,NCT00282516,Educational/Counseling/Training
4360,NCT00005567,Educational/Counseling/Training
5526,NCT00164294,Educational/Counseling/Training
1150,NCT00232947,Educational/Counseling/Training
3772,NCT00422643,Educational/Counseling/Training
3454,NCT00137696,Educational/Counseling/Training
3063,NCT02456649,Diagnostic
3075,NCT02000778,Diagnostic
7240,NCT02191267,Diagnostic
3575,NCT00846573,Diagnostic
5064,NCT00173537,Diagnostic
4521,NCT01768325,Diagnostic
3613,NCT02602691,Diagnostic
3566,NCT02021604,Diagnostic
7235,NCT01140269,Diagnostic
3124,NCT01820182,Diagnostic
9138,NCT04473430,Diagnostic
7718,NCT00775866,Diagnostic
3571,NCT04262791,Diagnostic
4602,NCT02990091,Diagnostic
4134,NCT02961751,Diagnostic
6729,NCT00273351,Diagnostic
7415,NCT00350714,Diagnostic
6723,NCT00464724,Diagnostic
4164,NCT03499860,Diagnostic
6726,NCT00387075,Diagnostic
6727,NCT00315250,Diagnostic
4515,NCT00925366,Diagnostic
5033,NCT01573494,Diagnostic
4427,NCT03436160,Diagnostic
4412,NCT02546388,Diagnostic
3127,NCT04543825,Diagnostic
4642,NCT01084239,Diagnostic
7025,NCT02558829,Diagnostic
3228,NCT03670914,Diagnostic
