,NCTId,ArmGroupLabel,,,,,,NCTId,ArmGroupLabel
1939,NCT00773721,-,,,,,,NCT01112917,VenaTech Convertible Vena Cava Filter
1926,NCT00789334,-,,,,,,NCT01764269,"['inactivated influenza vaccine (IIV)', 'Live attenuated influenza vaccine (LAIV)']"
1938,NCT00773903,-,,,,,,NCT03346603,0
1937,NCT00776152,-,,,,,,NCT04281290,Experimental group
1936,NCT00776815,-,,,,,,NCT04601103,0
1935,NCT00776893,-,,,,,,NCT04600856,0
1934,NCT00777283,-,,,,,,NCT04599907,0
1933,NCT00779623,-,,,,,,NCT04593875,0
1932,NCT00780065,-,,,,,,NCT04589507,0
1931,NCT00781222,-,,,,,,NCT04586205,0
1930,NCT00781651,-,,,,,,NCT04585646,0
1929,NCT00782119,-,,,,,,NCT04584788,0
1928,NCT00788437,-,,,,,,NCT04584099,0
1927,NCT00788450,-,,,,,,NCT04577898,0
1925,NCT00790621,-,,,,,,NCT04577456,0
1912,NCT00821769,-,,,,,,NCT04569253,0
1924,NCT00791414,-,,,,,,NCT04567186,0
1923,NCT00794534,-,,,,,,NCT04562532,0
1922,NCT00799981,-,,,,,,NCT04558970,0
1921,NCT00800891,-,,,,,,NCT04558632,0
1920,NCT00802750,-,,,,,,NCT04558047,0
1919,NCT00806052,-,,,,,,NCT04557917,0
1918,NCT00809406,-,,,,,,NCT04557891,0
1917,NCT00810459,-,,,,,,NCT04556968,0
1916,NCT00810498,-,,,,,,NCT04556474,0
1915,NCT00818922,-,,,,,,NCT04547920,0
1914,NCT00819130,-,,,,,,NCT04547712,0
1913,NCT00820040,-,,,,,,NCT04544670,0
1761,NCT01630707,-,,,,,,NCT04542525,0
1760,NCT01640795,-,,,,,,NCT04540913,0
1759,NCT01643200,-,,,,,,NCT04537013,0
1595,NCT02771119,-,,,,,,NCT04536168,0
1607,NCT02698397,-,,,,,,NCT04534764,0
1606,NCT02698787,-,,,,,,NCT04532099,0
1605,NCT02699021,-,,,,,,NCT04529616,0
1604,NCT02711254,-,,,,,,NCT04529109,0
1603,NCT02712931,-,,,,,,NCT04524247,0
1602,NCT02716155,-,,,,,,NCT04523545,0
1601,NCT02719444,-,,,,,,NCT04513574,0
1600,NCT02746120,-,,,,,,NCT04510857,0
1599,NCT02746289,-,,,,,,NCT04508335,0
1598,NCT02756260,-,,,,,,NCT04502758,0
1597,NCT02761759,-,,,,,,NCT04501146,0
1596,NCT02764580,-,,,,,,NCT04500821,0
1594,NCT02784431,-,,,,,,NCT04499521,0
1609,NCT02686450,-,,,,,,NCT04496752,0
1593,NCT02787343,-,,,,,,NCT04493021,0
1592,NCT02795689,-,,,,,,NCT04488666,0
1591,NCT02799329,-,,,,,,NCT04483791,0
1590,NCT02799342,-,,,,,,NCT04476784,0
1589,NCT02800057,-,,,,,,NCT04474054,0
1588,NCT02805777,-,,,,,,NCT04469218,0
1587,NCT02805933,-,,,,,,NCT04466930,0
1586,NCT02810080,-,,,,,,NCT04455997,0
1585,NCT02811328,-,,,,,,NCT04455854,0
1584,NCT02833571,-,,,,,,NCT04450108,0
1583,NCT02841397,-,,,,,,NCT04437615,0
1582,NCT02842970,-,,,,,,NCT04422990,0
1608,NCT02697604,-,,,,,,NCT04419714,0
1610,NCT02684110,-,,,,,,NCT04409158,0
1580,NCT02856490,-,,,,,,NCT04403542,0
1625,NCT02579486,-,,,,,,NCT04400643,0
1637,NCT02495116,-,,,,,,NCT04394546,0
1636,NCT02506400,-,,,,,,NCT04388787,0
1635,NCT02517645,-,,,,,,NCT04388722,0
1634,NCT02525783,-,,,,,,NCT04386785,0
1633,NCT02535234,-,,,,,,NCT04378764,0
1632,NCT02540564,-,,,,,,NCT04377438,0
1631,NCT02540577,-,,,,,,NCT04338971,0
1630,NCT02543814,-,,,,,,NCT04335981,0
1629,NCT02548429,-,,,,,,NCT04332640,0
1628,NCT02553395,-,,,,,,NCT04330001,0
1627,NCT02561052,-,,,,,,NCT04324593,0
1626,NCT02576210,-,,,,,,NCT04320823,0
1624,NCT02596464,-,,,,,,NCT04319887,0
1611,NCT02680964,-,,,,,,NCT04318132,0
1623,NCT02597296,-,,,,,,NCT04314947,0
1622,NCT02599519,-,,,,,,NCT04314700,0
1621,NCT02622919,-,,,,,,NCT04313725,0
1620,NCT02624739,-,,,,,,NCT04310566,0
1619,NCT02626624,-,,,,,,NCT04307446,0
1618,NCT02631213,-,,,,,,NCT04306744,0
1617,NCT02634125,-,,,,,,NCT04305119,0
1616,NCT02634554,-,,,,,,NCT04303273,0
1615,NCT02634996,-,,,,,,NCT04299386,0
1614,NCT02638883,-,,,,,,NCT04299009,0
1613,NCT02662049,-,,,,,,NCT04298359,0
1612,NCT02680860,-,,,,,,NCT04296773,0
1581,NCT02849847,-,,,,,,NCT04295499,0
1579,NCT02858089,-,,,,,,NCT04287036,0
1639,NCT02474784,-,,,,,,NCT04285541,0
1535,NCT03124264,-,,,,,,NCT04281940,0
1547,NCT03035318,-,,,,,,NCT04279522,0
1546,NCT03038074,-,,,,,,NCT04277455,0
1545,NCT03066063,-,,,,,,NCT04263532,0
1544,NCT03072186,-,,,,,,NCT04252183,0
1543,NCT03073148,-,,,,,,NCT04247581,0
1542,NCT03098602,-,,,,,,NCT04244357,0
1541,NCT03100760,-,,,,,,NCT04243369,0
1540,NCT03120702,-,,,,,,NCT04243239,0
1539,NCT03122379,-,,,,,,NCT04239885,0
1538,NCT03123341,-,,,,,,NCT04237207,0
1537,NCT03123380,-,,,,,,NCT04236869,0
1536,NCT03124251,-,,,,,,NCT04230486,0
1534,NCT03124706,-,,,,,,NCT04224155,0
1549,NCT03021707,-,,,,,,NCT04223609,0
1533,NCT03124719,-,,,,,,NCT04220060,0
1532,NCT03124732,-,,,,,,NCT04219891,0
1531,NCT03124745,-,,,,,,NCT04211441,0
1530,NCT03124810,-,,,,,,NCT04210622,0
1529,NCT03124849,-,,,,,,NCT04207749,0
1528,NCT03124888,-,,,,,,NCT04206839,0
1527,NCT03124940,-,,,,,,NCT04206384,0
1526,NCT03124953,-,,,,,,NCT04203745,0
1525,NCT03124992,-,,,,,,NCT04202419,0
1524,NCT03125044,-,,,,,,NCT04201340,0
1523,NCT03125096,-,,,,,,NCT04200898,0
1522,NCT03125109,-,,,,,,NCT04196907,0
1548,NCT03034902,-,,,,,,NCT04195581,0
1550,NCT03021473,-,,,,,,NCT04194307,0
1578,NCT02862080,-,,,,,,NCT04192630,0
1565,NCT02918942,-,,,,,,NCT04189913,0
1577,NCT02863432,-,,,,,,NCT04189081,0
1576,NCT02863796,-,,,,,,NCT04186806,0
1575,NCT02870881,-,,,,,,NCT04184973,0
1574,NCT02870959,-,,,,,,NCT04178720,0
1573,NCT02872844,-,,,,,,NCT04177771,0
1572,NCT02888626,-,,,,,,NCT04177212,0
1571,NCT02904382,-,,,,,,NCT04176965,0
1570,NCT02907203,-,,,,,,NCT04175340,0
1569,NCT02910674,-,,,,,,NCT04166032,0
1568,NCT02911376,-,,,,,,NCT04162652,0
1567,NCT02913560,-,,,,,,NCT04158466,0
1566,NCT02916823,-,,,,,,NCT04153292,0
1564,NCT02919566,-,,,,,,NCT04152642,0
1551,NCT03019107,-,,,,,,NCT04151992,0
1563,NCT02922621,-,,,,,,NCT04151290,0
1562,NCT02938637,-,,,,,,NCT04141007,0
1561,NCT02948751,-,,,,,,NCT04136158,0
1560,NCT02956928,-,,,,,,NCT04134286,0
1559,NCT02957071,-,,,,,,NCT04130490,0
1558,NCT02966210,-,,,,,,NCT04127188,0
1557,NCT02970799,-,,,,,,NCT04121754,0
1556,NCT02972892,-,,,,,,NCT04119609,0
1555,NCT02986789,-,,,,,,NCT04116879,0
1554,NCT02995421,-,,,,,,NCT04116866,0
1553,NCT03003767,-,,,,,,NCT04112784,0
1552,NCT03017742,-,,,,,,NCT04112628,0
1638,NCT02480829,-,,,,,,NCT04112134,0
1640,NCT02474771,-,,,,,,NCT04106934,0
1758,NCT01652846,-,,,,,,NCT04096495,0
1715,NCT01916083,-,,,,,,NCT04087395,0
1727,NCT01847846,-,,,,,,NCT04085328,0
1726,NCT01854879,-,,,,,,NCT04083742,0
1725,NCT01859975,-,,,,,,NCT04082078,0
1724,NCT01867008,-,,,,,,NCT04081727,0
1723,NCT01874925,-,,,,,,NCT04079842,0
1722,NCT01877369,-,,,,,,NCT04079816,0
1721,NCT01882309,-,,,,,,NCT04078490,0
1720,NCT01883557,-,,,,,,NCT04073823,0
1719,NCT01894698,-,,,,,,NCT04069585,0
1718,NCT01896141,-,,,,,,NCT04068818,0
1717,NCT01905241,-,,,,,,NCT04065659,0
1716,NCT01906736,-,,,,,,NCT04064606,0
1714,NCT01936987,-,,,,,,NCT04060524,0
1729,NCT01835366,-,,,,,,NCT04057105,0
1713,NCT01937000,-,,,,,,NCT04056494,0
1712,NCT01940211,-,,,,,,NCT04055519,0
1711,NCT01940458,-,,,,,,NCT04055324,0
1710,NCT01950767,-,,,,,,NCT04054401,0
1709,NCT01951131,-,,,,,,NCT04046627,0
1708,NCT01957982,-,,,,,,NCT04043234,0
1707,NCT01966211,-,,,,,,NCT04040933,0
1706,NCT01973621,-,,,,,,NCT04036747,0
1705,NCT01984151,-,,,,,,NCT04035161,0
1704,NCT01988025,-,,,,,,NCT04033315,0
1703,NCT01988727,-,,,,,,NCT04032977,0
1702,NCT01989377,-,,,,,,NCT04031989,0
1728,NCT01835769,-,,,,,,NCT04031976,0
1730,NCT01827488,-,,,,,,NCT04030702,0
1700,NCT02003105,-,,,,,,NCT04011826,0
1745,NCT01733264,-,,,,,,NCT04008836,0
1757,NCT01658189,-,,,,,,NCT04005586,0
1756,NCT01660113,-,,,,,,NCT04003831,0
1755,NCT01662479,-,,,,,,NCT03999944,0
1754,NCT01670006,-,,,,,,NCT03997357,0
1753,NCT01674400,-,,,,,,NCT03996187,0
1752,NCT01697774,-,,,,,,NCT03995355,0
1751,NCT01697813,-,,,,,,NCT03992768,0
1750,NCT01700764,-,,,,,,NCT03991468,0
1749,NCT01715454,-,,,,,,NCT03972995,0
1748,NCT01721122,-,,,,,,NCT03971721,0
1747,NCT01724541,-,,,,,,NCT03969875,0
1746,NCT01733251,-,,,,,,NCT03967184,0
1744,NCT01738165,-,,,,,,NCT03964831,0
1731,NCT01820741,-,,,,,,NCT03953274,0
1743,NCT01738230,-,,,,,,NCT03950895,0
1742,NCT01747265,-,,,,,,NCT03949335,0
1741,NCT01773265,-,,,,,,NCT03944629,0
1740,NCT01773941,-,,,,,,NCT03942016,0
1739,NCT01777880,-,,,,,,NCT03941912,0
1738,NCT01787981,-,,,,,,NCT03934463,0
1737,NCT01790867,-,,,,,,NCT03934125,0
1736,NCT01792869,-,,,,,,NCT03931213,0
1735,NCT01795118,-,,,,,,NCT03925545,0
1734,NCT01795807,-,,,,,,NCT03920280,0
1733,NCT01801241,-,,,,,,NCT03918928,0
1732,NCT01801995,-,,,,,,NCT03912584,0
1701,NCT01989390,-,,,,,,NCT03911700,0
1699,NCT02004249,-,,,,,,NCT03898778,0
1641,NCT02474758,-,,,,,,NCT03897751,0
1655,NCT02365467,-,,,,,,NCT03897712,0
1667,NCT02283125,-,,,,,,NCT03895034,0
1666,NCT02284321,-,,,,,,NCT03888352,0
1665,NCT02289534,-,,,,,,NCT03872609,0
1664,NCT02300974,-,,,,,,NCT03872466,0
1663,NCT02312141,-,,,,,,NCT03871179,0
1662,NCT02322840,-,,,,,,NCT03864848,0
1661,NCT02325609,-,,,,,,NCT03864081,0
1660,NCT02327598,-,,,,,,NCT03862300,0
1659,NCT02340832,-,,,,,,NCT03858140,0
1658,NCT02343068,-,,,,,,NCT03851510,0
1657,NCT02353377,-,,,,,,NCT03839199,0
1656,NCT02364375,-,,,,,,NCT03835026,0
1654,NCT02365545,-,,,,,,NCT03812679,0
1669,NCT02275624,-,,,,,,NCT03805074,0
1653,NCT02380014,-,,,,,,NCT03799549,0
1652,NCT02380716,-,,,,,,NCT03790046,0
1651,NCT02383082,-,,,,,,NCT03789669,0
1650,NCT02388425,-,,,,,,NCT03788551,0
1649,NCT02396914,-,,,,,,NCT03782116,0
1648,NCT02403167,-,,,,,,NCT03779984,0
1647,NCT02405871,-,,,,,,NCT03771521,0
1646,NCT02430441,-,,,,,,NCT03771352,0
1645,NCT02436005,-,,,,,,NCT03764254,0
1644,NCT02441634,-,,,,,,NCT03748823,0
1643,NCT02455063,-,,,,,,NCT03748771,0
1642,NCT02458378,-,,,,,,NCT03748316,0
1668,NCT02280577,-,,,,,,NCT03748264,0
1670,NCT02272114,-,,,,,,NCT03736798,0
1698,NCT02006251,-,,,,,,NCT03730480,0
1685,NCT02142374,-,,,,,,NCT03729024,0
1697,NCT02020447,-,,,,,,NCT03728309,0
1696,NCT02036385,-,,,,,,NCT03716492,0
1695,NCT02070601,-,,,,,,NCT03713281,0
1694,NCT02082847,-,,,,,,NCT03708393,0
1693,NCT02085174,-,,,,,,NCT03706430,0
1692,NCT02086812,-,,,,,,NCT03704636,0
1691,NCT02089646,-,,,,,,NCT03700372,0
1690,NCT02108275,-,,,,,,NCT03700047,0
1689,NCT02124538,-,,,,,,NCT03696316,0
1688,NCT02134236,-,,,,,,NCT03692741,0
1687,NCT02141334,-,,,,,,NCT03685136,0
1686,NCT02142023,-,,,,,,NCT03682432,0
1684,NCT02142465,-,,,,,,NCT03681886,0
1671,NCT02271087,-,,,,,,NCT03681496,0
1683,NCT02166073,-,,,,,,NCT03678103,0
1682,NCT02167880,-,,,,,,NCT03677388,0
1681,NCT02187458,-,,,,,,NCT03670277,0
1680,NCT02191800,-,,,,,,NCT03663010,0
1679,NCT02195128,-,,,,,,NCT03642431,0
1678,NCT02195362,-,,,,,,NCT03641937,0
1677,NCT02218450,-,,,,,,NCT03631550,0
1676,NCT02223663,-,,,,,,NCT03628898,0
1675,NCT02231034,-,,,,,,NCT03617822,0
1674,NCT02239263,-,,,,,,NCT03614130,0
1673,NCT02255539,-,,,,,,NCT03613363,0
1672,NCT02268227,-,,,,,,NCT03611101,0
1519,NCT03127488,-,,,,,,NCT03604900,0
149,NCT02988934,-,,,,,,NCT03604562,0
76,NCT00007540,-,,,,,,NCT03604432,0
598,NCT02756260,-,,,,,,NCT03601182,0
609,NCT02686450,-,,,,,,NCT03600194,0
608,NCT02697604,-,,,,,,NCT03599271,0
607,NCT02698397,-,,,,,,NCT03589911,0
606,NCT02698787,-,,,,,,NCT03586167,0
605,NCT02699021,-,,,,,,NCT03578302,0
604,NCT02711254,-,,,,,,NCT03574259,0
603,NCT02712931,-,,,,,,NCT03564366,0
602,NCT02716155,-,,,,,,NCT03560141,0
601,NCT02719444,-,,,,,,NCT03550807,0
600,NCT02746120,-,,,,,,NCT03540576,0
599,NCT02746289,-,,,,,,NCT03538561,0
597,NCT02761759,-,,,,,,NCT03525704,0
611,NCT02680964,-,,,,,,NCT03523208,0
596,NCT02764580,-,,,,,,NCT03508778,0
595,NCT02771119,-,,,,,,NCT03502200,0
594,NCT02784431,-,,,,,,NCT03500341,0
593,NCT02787343,-,,,,,,NCT03497910,0
592,NCT02795689,-,,,,,,NCT03488849,0
591,NCT02799329,-,,,,,,NCT03488238,0
590,NCT02799342,-,,,,,,NCT03482297,0
589,NCT02800057,-,,,,,,NCT03477370,0
588,NCT02805777,-,,,,,,NCT03467204,0
587,NCT02805933,-,,,,,,NCT03465514,0
586,NCT02810080,-,,,,,,NCT03462576,0
610,NCT02684110,-,,,,,,NCT03451786,0
612,NCT02680860,-,,,,,,NCT03442842,0
1130,NCT00237263,-,,,,,,NCT03441971,0
626,NCT02576210,-,,,,,,NCT03441880,0
637,NCT02495116,-,,,,,,NCT03441477,0
636,NCT02506400,-,,,,,,NCT03439189,0
635,NCT02517645,-,,,,,,NCT03435224,0
634,NCT02525783,-,,,,,,NCT03435211,0
633,NCT02535234,-,,,,,,NCT03431883,0
632,NCT02540564,-,,,,,,NCT03423251,0
631,NCT02540577,-,,,,,,NCT03421145,0
630,NCT02543814,-,,,,,,NCT03418545,0
629,NCT02548429,-,,,,,,NCT03408444,0
628,NCT02553395,-,,,,,,NCT03388138,0
627,NCT02561052,-,,,,,,NCT03384381,0
625,NCT02579486,-,,,,,,NCT03372434,0
613,NCT02662049,-,,,,,,NCT03372343,0
624,NCT02596464,-,,,,,,NCT03371160,0
623,NCT02597296,-,,,,,,NCT03366194,0
622,NCT02599519,-,,,,,,NCT03351192,0
621,NCT02622919,-,,,,,,NCT03345121,0
620,NCT02624739,-,,,,,,NCT03345017,0
619,NCT02626624,-,,,,,,NCT03339388,0
618,NCT02631213,-,,,,,,NCT03336944,0
617,NCT02634125,-,,,,,,NCT03329794,0
616,NCT02634554,-,,,,,,NCT03323515,0
615,NCT02634996,-,,,,,,NCT03315117,0
614,NCT02638883,-,,,,,,NCT03299933,0
585,NCT02811328,-,,,,,,NCT03275532,0
584,NCT02833571,-,,,,,,NCT03272308,0
583,NCT02841397,-,,,,,,NCT03269097,0
543,NCT03073148,-,,,,,,NCT03268356,0
554,NCT02995421,-,,,,,,NCT03268265,0
553,NCT03003767,-,,,,,,NCT03267134,0
552,NCT03017742,-,,,,,,NCT03257410,0
551,NCT03019107,-,,,,,,NCT03251079,0
550,NCT03021473,-,,,,,,NCT03246503,0
549,NCT03021707,-,,,,,,NCT03242148,0
548,NCT03034902,-,,,,,,NCT03239574,0
547,NCT03035318,-,,,,,,NCT03236519,0
546,NCT03038074,-,,,,,,NCT03235791,0
545,NCT03066063,-,,,,,,NCT03233945,0
544,NCT03072186,-,,,,,,NCT03230877,0
542,NCT03098602,-,,,,,,NCT03230747,0
582,NCT02842970,-,,,,,,NCT03219567,0
541,NCT03100760,-,,,,,,NCT03198988,0
540,NCT03120702,-,,,,,,NCT03190564,0
539,NCT03122379,-,,,,,,NCT03182660,0
538,NCT03123341,-,,,,,,NCT03172949,0
537,NCT03123380,-,,,,,,NCT03150407,0
536,NCT03124251,-,,,,,,NCT03148613,0
535,NCT03124264,-,,,,,,NCT03147820,0
534,NCT03124706,-,,,,,,NCT03147482,0
533,NCT03124719,-,,,,,,NCT03147417,0
532,NCT03124732,-,,,,,,NCT03143127,0
531,NCT03124745,-,,,,,,NCT03142594,0
555,NCT02986789,-,,,,,,NCT03142581,0
556,NCT02972892,-,,,,,,NCT03138369,0
557,NCT02970799,-,,,,,,NCT03138343,0
558,NCT02966210,-,,,,,,NCT03134989,0
581,NCT02849847,-,,,,,,NCT03132363,0
580,NCT02856490,-,,,,,,NCT03132350,0
579,NCT02858089,-,,,,,,NCT03129152,0
578,NCT02862080,-,,,,,,NCT03128840,0
577,NCT02863432,-,,,,,,NCT03128632,0
576,NCT02863796,-,,,,,,NCT03127566,0
575,NCT02870881,-,,,,,,NCT03127540,0
574,NCT02870959,-,,,,,,NCT03127527,0
573,NCT02872844,-,,,,,,NCT03127501,0
572,NCT02888626,-,,,,,,NCT03127488,0
571,NCT02904382,-,,,,,,NCT03125135,0
570,NCT02907203,-,,,,,,NCT03125122,0
569,NCT02910674,-,,,,,,NCT03125109,0
568,NCT02911376,-,,,,,,NCT03125096,0
567,NCT02913560,-,,,,,,NCT03125044,0
566,NCT02916823,-,,,,,,NCT03124992,0
565,NCT02918942,-,,,,,,NCT03124953,0
564,NCT02919566,-,,,,,,NCT03124940,0
563,NCT02922621,-,,,,,,NCT03124888,0
562,NCT02938637,-,,,,,,NCT03124849,0
561,NCT02948751,-,,,,,,NCT03124810,0
560,NCT02956928,-,,,,,,NCT03124745,0
559,NCT02957071,-,,,,,,NCT03124732,0
638,NCT02480829,-,,,,,,NCT03124719,0
639,NCT02474784,-,,,,,,NCT03124706,0
640,NCT02474771,-,,,,,,NCT03124264,0
709,NCT01951131,-,,,,,,NCT03124251,0
720,NCT01883557,-,,,,,,NCT03123380,0
719,NCT01894698,-,,,,,,NCT03123341,0
718,NCT01896141,-,,,,,,NCT03122379,0
717,NCT01905241,-,,,,,,NCT03120702,0
716,NCT01906736,-,,,,,,NCT03100760,0
715,NCT01916083,-,,,,,,NCT03098602,0
714,NCT01936987,-,,,,,,NCT03073148,0
713,NCT01937000,-,,,,,,NCT03072186,0
712,NCT01940211,-,,,,,,NCT03066063,0
711,NCT01940458,-,,,,,,NCT03038074,0
710,NCT01950767,-,,,,,,NCT03035318,0
708,NCT01957982,-,,,,,,NCT03034902,0
695,NCT02070601,-,,,,,,NCT03021707,0
707,NCT01966211,-,,,,,,NCT03021473,0
706,NCT01973621,-,,,,,,NCT03019107,0
705,NCT01984151,-,,,,,,NCT03017742,0
704,NCT01988025,-,,,,,,NCT03003767,0
703,NCT01988727,-,,,,,,NCT02995421,0
702,NCT01989377,-,,,,,,NCT02986789,0
701,NCT01989390,-,,,,,,NCT02972892,0
700,NCT02003105,-,,,,,,NCT02970799,0
699,NCT02004249,-,,,,,,NCT02966210,0
698,NCT02006251,-,,,,,,NCT02957071,0
697,NCT02020447,-,,,,,,NCT02956928,0
721,NCT01882309,-,,,,,,NCT02948751,0
722,NCT01877369,-,,,,,,NCT02938637,0
723,NCT01874925,-,,,,,,NCT02922621,0
724,NCT01867008,-,,,,,,NCT02919566,0
747,NCT01724541,-,,,,,,NCT02918942,0
746,NCT01733251,-,,,,,,NCT02916823,0
745,NCT01733264,-,,,,,,NCT02913560,0
744,NCT01738165,-,,,,,,NCT02911376,0
743,NCT01738230,-,,,,,,NCT02910674,0
742,NCT01747265,-,,,,,,NCT02907203,0
741,NCT01773265,-,,,,,,NCT02904382,0
740,NCT01773941,-,,,,,,NCT02888626,0
739,NCT01777880,-,,,,,,NCT02872844,0
738,NCT01787981,-,,,,,,NCT02870959,0
737,NCT01790867,-,,,,,,NCT02870881,0
736,NCT01792869,-,,,,,,NCT02863796,0
735,NCT01795118,-,,,,,,NCT02863432,0
734,NCT01795807,-,,,,,,NCT02862080,0
733,NCT01801241,-,,,,,,NCT02858089,0
732,NCT01801995,-,,,,,,NCT02856490,0
731,NCT01820741,-,,,,,,NCT02849847,0
730,NCT01827488,-,,,,,,NCT02842970,0
729,NCT01835366,-,,,,,,NCT02841397,0
728,NCT01835769,-,,,,,,NCT02833571,0
727,NCT01847846,-,,,,,,NCT02811328,0
726,NCT01854879,-,,,,,,NCT02810080,0
725,NCT01859975,-,,,,,,NCT02805933,0
696,NCT02036385,-,,,,,,NCT02805777,0
694,NCT02082847,-,,,,,,NCT02800057,0
641,NCT02474758,-,,,,,,NCT02799342,0
654,NCT02365545,-,,,,,,NCT02799329,0
665,NCT02289534,-,,,,,,NCT02795689,0
664,NCT02300974,-,,,,,,NCT02787343,0
663,NCT02312141,-,,,,,,NCT02784431,0
662,NCT02322840,-,,,,,,NCT02771119,0
661,NCT02325609,-,,,,,,NCT02764580,0
660,NCT02327598,-,,,,,,NCT02761759,0
659,NCT02340832,-,,,,,,NCT02756260,0
658,NCT02343068,-,,,,,,NCT02746289,0
657,NCT02353377,-,,,,,,NCT02746120,0
656,NCT02364375,-,,,,,,NCT02719444,0
655,NCT02365467,-,,,,,,NCT02716155,0
653,NCT02380014,-,,,,,,NCT02712931,0
693,NCT02085174,-,,,,,,NCT02711254,0
652,NCT02380716,-,,,,,,NCT02699021,0
651,NCT02383082,-,,,,,,NCT02698787,0
650,NCT02388425,-,,,,,,NCT02698397,0
649,NCT02396914,-,,,,,,NCT02697604,0
648,NCT02403167,-,,,,,,NCT02686450,0
647,NCT02405871,-,,,,,,NCT02684110,0
646,NCT02430441,-,,,,,,NCT02680964,0
645,NCT02436005,-,,,,,,NCT02680860,0
644,NCT02441634,-,,,,,,NCT02662049,0
643,NCT02455063,-,,,,,,NCT02638883,0
642,NCT02458378,-,,,,,,NCT02634996,0
666,NCT02284321,-,,,,,,NCT02634554,0
667,NCT02283125,-,,,,,,NCT02634125,0
668,NCT02280577,-,,,,,,NCT02631213,0
669,NCT02275624,-,,,,,,NCT02626624,0
692,NCT02086812,-,,,,,,NCT02624739,0
691,NCT02089646,-,,,,,,NCT02622919,0
690,NCT02108275,-,,,,,,NCT02599519,0
689,NCT02124538,-,,,,,,NCT02597296,0
688,NCT02134236,-,,,,,,NCT02596464,0
687,NCT02141334,-,,,,,,NCT02579486,0
686,NCT02142023,-,,,,,,NCT02576210,0
685,NCT02142374,-,,,,,,NCT02561052,0
684,NCT02142465,-,,,,,,NCT02553395,0
683,NCT02166073,-,,,,,,NCT02548429,0
682,NCT02167880,-,,,,,,NCT02543814,0
681,NCT02187458,-,,,,,,NCT02540577,0
680,NCT02191800,-,,,,,,NCT02540564,0
679,NCT02195128,-,,,,,,NCT02535234,0
678,NCT02195362,-,,,,,,NCT02525783,0
677,NCT02218450,-,,,,,,NCT02517645,0
676,NCT02223663,-,,,,,,NCT02506400,0
675,NCT02231034,-,,,,,,NCT02495116,0
674,NCT02239263,-,,,,,,NCT02480829,0
673,NCT02255539,-,,,,,,NCT02474784,0
672,NCT02268227,-,,,,,,NCT02474771,0
671,NCT02271087,-,,,,,,NCT02474758,0
670,NCT02272114,-,,,,,,NCT02458378,0
530,NCT03124810,-,,,,,,NCT02455063,0
529,NCT03124849,-,,,,,,NCT02441634,0
528,NCT03124888,-,,,,,,NCT02436005,0
378,NCT03812679,-,,,,,,NCT02430441,0
389,NCT03748823,-,,,,,,NCT02405871,0
388,NCT03764254,-,,,,,,NCT02403167,0
387,NCT03771352,-,,,,,,NCT02396914,0
386,NCT03771521,-,,,,,,NCT02388425,0
385,NCT03779984,-,,,,,,NCT02383082,0
384,NCT03782116,-,,,,,,NCT02380716,0
383,NCT03788551,-,,,,,,NCT02380014,0
382,NCT03789669,-,,,,,,NCT02365545,0
381,NCT03790046,-,,,,,,NCT02365467,0
380,NCT03799549,-,,,,,,NCT02364375,0
379,NCT03805074,-,,,,,,NCT02353377,0
377,NCT03835026,-,,,,,,NCT02343068,0
364,NCT03897751,-,,,,,,NCT02340832,0
376,NCT03839199,-,,,,,,NCT02327598,0
375,NCT03851510,-,,,,,,NCT02325609,0
374,NCT03858140,-,,,,,,NCT02322840,0
373,NCT03862300,-,,,,,,NCT02312141,0
372,NCT03864081,-,,,,,,NCT02300974,0
371,NCT03864848,-,,,,,,NCT02289534,0
370,NCT03871179,-,,,,,,NCT02284321,0
369,NCT03872466,-,,,,,,NCT02283125,0
368,NCT03872609,-,,,,,,NCT02280577,0
367,NCT03888352,-,,,,,,NCT02275624,0
366,NCT03895034,-,,,,,,NCT02272114,0
390,NCT03748771,-,,,,,,NCT02271087,0
391,NCT03748316,-,,,,,,NCT02268227,0
392,NCT03748264,-,,,,,,NCT02255539,0
393,NCT03736798,-,,,,,,NCT02239263,0
416,NCT03631550,-,,,,,,NCT02231034,0
415,NCT03641937,-,,,,,,NCT02223663,0
414,NCT03642431,-,,,,,,NCT02218450,0
413,NCT03663010,-,,,,,,NCT02195362,0
412,NCT03670277,-,,,,,,NCT02195128,0
411,NCT03677388,-,,,,,,NCT02191800,0
410,NCT03678103,-,,,,,,NCT02187458,0
409,NCT03681496,-,,,,,,NCT02167880,0
408,NCT03681886,-,,,,,,NCT02166073,0
407,NCT03682432,-,,,,,,NCT02142465,0
406,NCT03685136,-,,,,,,NCT02142374,0
405,NCT03692741,-,,,,,,NCT02142023,0
404,NCT03696316,-,,,,,,NCT02141334,0
403,NCT03700047,-,,,,,,NCT02134236,0
402,NCT03700372,-,,,,,,NCT02124538,0
401,NCT03704636,-,,,,,,NCT02108275,0
400,NCT03706430,-,,,,,,NCT02089646,0
399,NCT03708393,-,,,,,,NCT02086812,0
398,NCT03713281,-,,,,,,NCT02085174,0
397,NCT03716492,-,,,,,,NCT02082847,0
396,NCT03728309,-,,,,,,NCT02070601,0
395,NCT03729024,-,,,,,,NCT02036385,0
394,NCT03730480,-,,,,,,NCT02020447,0
365,NCT03897712,-,,,,,,NCT02006251,0
