NCTId,Attribute,Value
NCT02201589,0-50,1
NCT02199379,0-50,1
NCT02196038,201-500,1
NCT02195011,0-50,1
NCT02191761,0-50,1
NCT02191735,501-1000,1
NCT02190981,201-500,1
NCT02189343,0-50,1
NCT02189291,51-100,1
NCT02188719,0-50,1
NCT02188459,101-200,1
NCT02187133,0-50,1
NCT02179190,101-200,1
NCT02178163,51-100,1
NCT02177578,51-100,1
NCT02173405,0-50,1
NCT02173093,0-50,1
NCT02172911,0-50,1
NCT02171169,101-200,1
NCT02169336,51-100,1
NCT02168803,101-200,1
NCT02168725,51-100,1
NCT02166125,51-100,1
NCT02165865,0-50,1
NCT02164175,201-500,1
NCT02163889,0-50,1
NCT02163850,501-1000,1
NCT02163226,101-200,1
NCT02163096,0-50,1
NCT02161887,201-500,1
NCT02161133,201-500,1
NCT02160106,0-50,1
NCT02157610,201-500,1
NCT02157519,201-500,1
NCT02156375,101-200,1
NCT02154451,201-500,1
NCT02152722,0-50,1
NCT02151903,0-50,1
NCT02148679,101-200,1
NCT02147847,0-50,1
NCT02147314,101-200,1
NCT02146807,51-100,1
NCT02144909,51-100,1
NCT02144350,0-50,1
NCT02144285,51-100,1
NCT02143830,51-100,1
NCT02142530,0-50,1
NCT02138500,0-50,1
NCT02138487,101-200,1
NCT02138448,0-50,1
NCT02137044,101-200,1
NCT02135237,101-200,1
NCT02135133,0-50,1
NCT02132481,201-500,1
NCT02128659,201-500,1
NCT02122458,201-500,1
NCT02121860,0-50,1
NCT02121080,101-200,1
NCT02121015,201-500,1
NCT02120781,0-50,1
NCT02120469,0-50,1
NCT02118233,51-100,1
NCT02116244,0-50,1
NCT02115542,0-50,1
NCT02115399,101-200,1
NCT02114879,201-500,1
NCT02113592,501-1000,1
NCT02111278,0-50,1
NCT02109406,0-50,1
NCT02107495,101-200,1
NCT02106962,0-50,1
NCT02106650,0-50,1
NCT02103283,0-50,1
NCT02101918,0-50,1
NCT02101099,101-200,1
NCT02099461,51-100,1
NCT02097563,101-200,1
NCT02094612,201-500,1
NCT02092454,51-100,1
NCT02092233,1001-10000,1
NCT02091297,0-50,1
NCT02090387,51-100,1
NCT02090335,201-500,1
NCT02087995,51-100,1
NCT02087761,501-1000,1
NCT02086513,0-50,1
NCT02086162,101-200,1
NCT02085746,201-500,1
NCT02085538,0-50,1
NCT02084979,101-200,1
NCT02075177,0-50,1
NCT02074488,51-100,1
NCT02073487,0-50,1
NCT02073097,0-50,1
NCT02068092,51-100,1
NCT02067260,0-50,1
NCT02066792,101-200,1
NCT02066103,0-50,1
NCT02065063,0-50,1
NCT02062632,0-50,1
NCT02058069,51-100,1
NCT02057939,0-50,1
NCT02057406,101-200,1
NCT02057081,201-500,1
NCT02057042,201-500,1
NCT02055742,501-1000,1
NCT02054793,0-50,1
NCT02054598,201-500,1
NCT02053831,0-50,1
NCT02052453,201-500,1
NCT02052375,0-50,1
NCT02049710,1001-10000,1
NCT02049359,101-200,1
NCT02046889,101-200,1
NCT02046694,0-50,1
NCT02044770,0-50,1
NCT02042404,0-50,1
NCT02039869,0-50,1
NCT02038218,0-50,1
NCT02038153,0-50,1
NCT02035358,0-50,1
NCT02035124,0-50,1
NCT02034825,0-50,1
NCT02034409,101-200,1
NCT02034175,101-200,1
NCT02032940,101-200,1
NCT02032550,501-1000,1
NCT02029989,101-200,1
NCT02029976,201-500,1
NCT02029950,0-50,1
NCT02028988,51-100,1
NCT02028455,51-100,1
NCT02026102,0-50,1
NCT02025803,51-100,1
NCT02025504,201-500,1
NCT02022501,0-50,1
NCT02017912,0-50,1
NCT02014415,101-200,1
NCT02013258,0-50,1
NCT02012491,201-500,1
NCT02012309,51-100,1
NCT02012231,0-50,1
NCT02010593,51-100,1
NCT02008942,51-100,1
NCT02008487,0-50,1
NCT02008292,101-200,1
NCT02007200,51-100,1
NCT02005991,0-50,1
NCT02005185,101-200,1
NCT02003573,0-50,1
NCT02003365,0-50,1
NCT02002845,201-500,1
NCT01993654,0-50,1
NCT01993550,201-500,1
NCT01992445,201-500,1
NCT01991678,0-50,1
NCT01990222,0-50,1
NCT01987700,101-200,1
NCT01985048,201-500,1
NCT01982643,0-50,1
NCT01979146,201-500,1
NCT01978210,0-50,1
NCT01976143,0-50,1
NCT01975402,0-50,1
NCT01972139,0-50,1
NCT01970410,51-100,1
NCT01969695,0-50,1
NCT01969669,0-50,1
NCT01968876,51-100,1
NCT01968382,51-100,1
NCT01968187,0-50,1
NCT01967342,201-500,1
NCT01967043,0-50,1
NCT01966679,0-50,1
NCT01964261,0-50,1
NCT01963234,201-500,1
NCT01962896,0-50,1
NCT01962558,0-50,1
NCT01961531,0-50,1
NCT01960998,201-500,1
NCT01960322,0-50,1
NCT01959581,0-50,1
NCT01958086,0-50,1
NCT01957748,201-500,1
NCT01957735,51-100,1
NCT01957280,0-50,1
NCT01957137,0-50,1
NCT01957007,0-50,1
NCT01955434,0-50,1
NCT01955044,0-50,1
NCT01954745,0-50,1
NCT01953640,51-100,1
NCT01952249,0-50,1
NCT01950234,51-100,1
NCT01949649,501-1000,1
NCT01949584,0-50,1
NCT01947842,201-500,1
NCT01944345,51-100,1
NCT01941745,51-100,1
NCT01941173,0-50,1
NCT01941121,501-1000,1
NCT01940367,101-200,1
NCT01936376,101-200,1
NCT01935089,0-50,1
NCT01934556,101-200,1
NCT01933386,0-50,1
NCT01931163,0-50,1
NCT01931046,0-50,1
NCT01929941,0-50,1
NCT01927471,201-500,1
NCT01927055,51-100,1
NCT01926626,51-100,1
NCT01925950,0-50,1
NCT01925599,51-100,1
NCT01922895,101-200,1
NCT01922752,0-50,1
NCT01918683,0-50,1
NCT01917084,0-50,1
NCT01916993,0-50,1
NCT01915901,101-200,1
NCT01915056,51-100,1
NCT01913158,101-200,1
NCT01912573,201-500,1
NCT01912404,0-50,1
NCT01908010,0-50,1
NCT01907126,0-50,1
NCT01906385,51-100,1
NCT01904890,501-1000,1
NCT01903798,0-50,1
NCT01903187,0-50,1
NCT01902888,0-50,1
NCT01902303,201-500,1
NCT01898286,0-50,1
NCT01897402,501-1000,1
NCT01896869,51-100,1
NCT01895855,201-500,1
NCT01895127,0-50,1
NCT01894061,0-50,1
NCT01893801,0-50,1
NCT01890681,501-1000,1
NCT01886599,0-50,1
NCT01886573,0-50,1
NCT01886391,0-50,1
NCT01885988,51-100,1
NCT01885897,0-50,1
NCT01884597,0-50,1
NCT01884584,0-50,1
NCT01884571,0-50,1
NCT01883063,0-50,1
NCT01881971,0-50,1
NCT01880918,101-200,1
NCT01880528,0-50,1
NCT01879592,51-100,1
NCT01878123,0-50,1
NCT01877070,501-1000,1
NCT01876485,201-500,1
NCT01876446,0-50,1
NCT01871285,0-50,1
NCT01870037,0-50,1
NCT01868386,51-100,1
NCT01867372,201-500,1
NCT01866982,101-200,1
NCT01866826,0-50,1
NCT01866007,101-200,1
NCT01863017,0-50,1
NCT01859663,201-500,1
NCT01857271,0-50,1
NCT01856595,101-200,1
NCT01856257,51-100,1
NCT01856127,0-50,1
NCT01855334,0-50,1
NCT01853176,0-50,1
NCT01849822,0-50,1
NCT01849588,0-50,1
NCT01847105,51-100,1
NCT01846455,0-50,1
NCT01846013,201-500,1
NCT01840956,0-50,1
NCT01840527,201-500,1
NCT01839110,0-50,1
NCT01837810,501-1000,1
NCT01836354,501-1000,1
NCT01835730,0-50,1
NCT01835483,501-1000,1
NCT01835184,0-50,1
NCT01834261,51-100,1
NCT01832480,501-1000,1
NCT01831960,0-50,1
NCT01831882,201-500,1
NCT01831258,51-100,1
NCT01830426,201-500,1
NCT01829061,201-500,1
NCT01826201,0-50,1
NCT01825980,51-100,1
NCT01825889,0-50,1
NCT01820494,0-50,1
NCT01818063,0-50,1
NCT01816763,501-1000,1
NCT01816152,0-50,1
NCT01814007,0-50,1
NCT01812720,0-50,1
NCT01811056,201-500,1
NCT01809704,101-200,1
NCT01808534,0-50,1
NCT01807065,51-100,1
NCT01806402,101-200,1
NCT01805882,201-500,1
NCT01805180,0-50,1
NCT01805037,0-50,1
NCT01804218,51-100,1
NCT01802346,101-200,1
NCT01799265,0-50,1
NCT01798316,101-200,1
NCT01798264,0-50,1
NCT01796197,0-50,1
NCT01792830,101-200,1
NCT01791725,0-50,1
NCT01790893,0-50,1
NCT01790607,0-50,1
NCT01789320,0-50,1
NCT01788579,201-500,1
NCT01788306,501-1000,1
NCT01788228,0-50,1
NCT01784016,0-50,1
NCT01783587,0-50,1
NCT01782443,0-50,1
NCT01781104,0-50,1
NCT01779843,0-50,1
NCT01779700,0-50,1
NCT01779453,51-100,1
NCT01779440,51-100,1
NCT01778855,0-50,1
NCT01778803,0-50,1
NCT01776333,101-200,1
NCT01776242,1001-10000,1
NCT01776060,0-50,1
NCT01775501,0-50,1
NCT01775371,501-1000,1
NCT01773954,0-50,1
NCT01769248,101-200,1
NCT01768871,0-50,1
NCT01767636,0-50,1
NCT01764919,0-50,1
NCT01764854,51-100,1
NCT01763944,51-100,1
NCT01763190,0-50,1
NCT01762462,0-50,1
NCT01762046,501-1000,1
NCT01761773,0-50,1
NCT01760291,501-1000,1
NCT01760252,0-50,1
NCT01759576,0-50,1
NCT01754909,0-50,1
NCT01753765,0-50,1
NCT01753531,501-1000,1
NCT01751672,501-1000,1
NCT01749371,0-50,1
NCT01746446,501-1000,1
NCT01745380,101-200,1
NCT01744353,0-50,1
NCT01740934,101-200,1
NCT01740219,201-500,1
NCT01739686,201-500,1
NCT01738438,0-50,1
NCT01738386,0-50,1
NCT01737151,0-50,1
NCT01735565,0-50,1
NCT01735552,0-50,1
NCT01733238,0-50,1
NCT01732497,51-100,1
NCT01732107,0-50,1
NCT01731496,501-1000,1
NCT01730833,51-100,1
NCT01730716,0-50,1
NCT01729845,51-100,1
NCT01728506,0-50,1
NCT01728064,51-100,1
NCT01725126,51-100,1
NCT01722656,0-50,1
NCT01719146,101-200,1
NCT01718600,101-200,1
NCT01717053,0-50,1
NCT01717014,0-50,1
NCT01716377,0-50,1
NCT01714492,0-50,1
NCT01713855,0-50,1
NCT01712022,51-100,1
NCT01711671,0-50,1
NCT01710839,0-50,1
NCT01710787,101-200,1
NCT01709981,201-500,1
NCT01708889,0-50,1
NCT01708863,0-50,1
NCT01707797,1001-10000,1
NCT01707056,0-50,1
NCT01706770,0-50,1
NCT01700946,51-100,1
NCT01699503,1001-10000,1
NCT01698762,501-1000,1
NCT01698684,201-500,1
NCT01698047,101-200,1
NCT01697839,101-200,1
NCT01697748,501-1000,1
NCT01694875,1001-10000,1
NCT01694199,101-200,1
NCT01692938,0-50,1
NCT01692275,501-1000,1
NCT01691092,51-100,1
NCT01690026,1001-10000,1
NCT01688921,1001-10000,1
NCT01688492,51-100,1
NCT01682499,0-50,1
NCT01681537,0-50,1
NCT01679041,0-50,1
NCT01678872,0-50,1
NCT01671839,51-100,1
NCT01671488,0-50,1
NCT01670266,51-100,1
NCT01670162,0-50,1
NCT01669889,0-50,1
NCT01669798,0-50,1
NCT01668537,501-1000,1
NCT01668355,201-500,1
NCT01665937,0-50,1
NCT01665118,0-50,1
NCT01663688,201-500,1
NCT01663285,0-50,1
NCT01661998,201-500,1
NCT01661881,0-50,1
NCT01660893,0-50,1
NCT01658579,51-100,1
NCT01657929,101-200,1
NCT01657669,0-50,1
NCT01655407,0-50,1
NCT01650948,51-100,1
NCT01649180,0-50,1
NCT01647581,10000plus,1
NCT01646203,0-50,1
NCT01645852,51-100,1
NCT01645345,101-200,1
NCT01643668,0-50,1
NCT01643525,0-50,1
NCT01640886,501-1000,1
NCT01639937,0-50,1
NCT01636453,101-200,1
NCT01626989,0-50,1
NCT01624636,0-50,1
NCT01624402,101-200,1
NCT01624311,0-50,1
NCT01623583,0-50,1
NCT01623154,51-100,1
NCT01622608,0-50,1
NCT01621295,201-500,1
NCT01620606,201-500,1
NCT01617993,0-50,1
NCT01612247,0-50,1
NCT01611675,0-50,1
NCT01610609,501-1000,1
NCT01610596,51-100,1
NCT01608867,0-50,1
NCT01607619,101-200,1
NCT01607554,0-50,1
NCT01606124,0-50,1
NCT01603992,501-1000,1
NCT01603979,0-50,1
NCT01603420,0-50,1
NCT01602068,0-50,1
NCT01600131,201-500,1
NCT01599936,0-50,1
NCT01599065,51-100,1
NCT01597323,51-100,1
NCT01596751,51-100,1
NCT01596270,0-50,1
NCT01594918,0-50,1
NCT01594398,0-50,1
NCT01591551,0-50,1
NCT01590628,0-50,1
NCT01589679,0-50,1
NCT01588249,51-100,1
NCT01587352,0-50,1
NCT01586455,0-50,1
NCT01585779,51-100,1
NCT01585623,0-50,1
NCT01584076,0-50,1
NCT01583543,0-50,1
NCT01580410,101-200,1
NCT01579916,201-500,1
NCT01579123,101-200,1
NCT01578720,0-50,1
NCT01574664,0-50,1
NCT01573871,0-50,1
NCT01572987,0-50,1
NCT01568346,0-50,1
NCT01565928,0-50,1
NCT01565330,0-50,1
NCT01565304,1001-10000,1
NCT01564641,101-200,1
NCT01562106,101-200,1
NCT01561482,0-50,1
NCT01558830,0-50,1
NCT01558817,0-50,1
NCT01556789,51-100,1
NCT01556204,51-100,1
NCT01556009,0-50,1
NCT01555866,0-50,1
NCT01553071,0-50,1
NCT01552642,51-100,1
NCT01552408,0-50,1
NCT01550536,0-50,1
NCT01549431,0-50,1
NCT01549366,51-100,1
NCT01548430,0-50,1
NCT01547182,201-500,1
NCT01547000,0-50,1
NCT01545336,0-50,1
NCT01545037,101-200,1
NCT01544322,0-50,1
NCT01543750,0-50,1
NCT01543620,101-200,1
NCT01543295,0-50,1
NCT01542814,501-1000,1
NCT01542632,101-200,1
NCT01537874,101-200,1
NCT01537484,201-500,1
NCT01537315,0-50,1
NCT01537107,0-50,1
NCT01532999,201-500,1
NCT01532830,0-50,1
NCT01532817,0-50,1
NCT01529931,0-50,1
NCT01529307,0-50,1
NCT01526746,0-50,1
NCT01525745,0-50,1
NCT01525407,51-100,1
NCT01525082,0-50,1
NCT01521429,51-100,1
NCT01517659,0-50,1
NCT01517451,101-200,1
NCT01516866,51-100,1
NCT01516047,0-50,1
NCT01514656,1001-10000,1
NCT01512888,0-50,1
NCT01511497,0-50,1
NCT01510119,0-50,1
NCT01509807,0-50,1
NCT01508650,0-50,1
NCT01508273,1001-10000,1
NCT01507818,0-50,1
NCT01507090,501-1000,1
NCT01506583,501-1000,1
NCT01506570,51-100,1
NCT01506479,101-200,1
NCT01503411,101-200,1
NCT01499199,0-50,1
NCT01498952,0-50,1
NCT01497431,51-100,1
NCT01495910,0-50,1
NCT01495663,0-50,1
NCT01493258,0-50,1
NCT01492465,0-50,1
NCT01492140,0-50,1
NCT01491776,201-500,1
NCT01491633,0-50,1
NCT01490983,0-50,1
NCT01490749,0-50,1
NCT01490333,51-100,1
NCT01489813,0-50,1
NCT01488487,0-50,1
NCT01484769,0-50,1
NCT01484678,101-200,1
NCT01483391,101-200,1
NCT01482845,0-50,1
NCT01482013,0-50,1
NCT01480453,51-100,1
NCT01475500,201-500,1
NCT01475474,51-100,1
NCT01474889,0-50,1
NCT01474798,0-50,1
NCT01474278,0-50,1
NCT01471483,0-50,1
NCT01469897,101-200,1
NCT01466686,0-50,1
NCT01465360,101-200,1
NCT01465113,0-50,1
NCT01464710,101-200,1
NCT01460537,0-50,1
NCT01460199,0-50,1
NCT01458587,51-100,1
NCT01456182,0-50,1
NCT01454921,0-50,1
NCT01454713,51-100,1
NCT01452464,10000plus,1
NCT01451671,1001-10000,1
NCT01451177,0-50,1
NCT01451021,0-50,1
NCT01450735,51-100,1
NCT01447381,201-500,1
NCT01447342,51-100,1
NCT01446198,10000plus,1
NCT01446016,0-50,1
NCT01445379,0-50,1
NCT01444404,0-50,1
NCT01444183,51-100,1
NCT01443819,0-50,1
NCT01440530,101-200,1
NCT01437488,0-50,1
NCT01437319,201-500,1
NCT01436565,0-50,1
NCT01436422,101-200,1
NCT01436305,0-50,1
NCT01433913,0-50,1
NCT01432600,51-100,1
NCT01431378,51-100,1
NCT01431209,51-100,1
NCT01429272,51-100,1
NCT01426412,51-100,1
NCT01426308,501-1000,1
NCT01423903,0-50,1
NCT01423110,0-50,1
NCT01419743,101-200,1
NCT01419704,0-50,1
NCT01419041,0-50,1
NCT01415882,101-200,1
NCT01412229,0-50,1
NCT01411410,51-100,1
NCT01410513,0-50,1
NCT01410201,0-50,1
NCT01408888,0-50,1
NCT01408563,0-50,1
NCT01407263,1001-10000,1
NCT01406340,0-50,1
NCT01405885,101-200,1
NCT01400815,201-500,1
NCT01400555,0-50,1
NCT01400516,0-50,1
NCT01397799,0-50,1
NCT01397539,51-100,1
NCT01396161,51-100,1
NCT01395979,201-500,1
NCT01394016,201-500,1
NCT01393106,0-50,1
NCT01389817,0-50,1
NCT01385293,0-50,1
NCT01384630,0-50,1
NCT01384370,1001-10000,1
NCT01383538,0-50,1
NCT01383343,0-50,1
NCT01380756,0-50,1
NCT01380158,201-500,1
NCT01378156,0-50,1
NCT01377662,0-50,1
NCT01376765,0-50,1
NCT01376726,0-50,1
NCT01376570,201-500,1
NCT01372826,0-50,1
NCT01371617,0-50,1
NCT01371487,0-50,1
NCT01370148,0-50,1
NCT01366859,51-100,1
NCT01366092,0-50,1
NCT01365806,201-500,1
NCT01365130,0-50,1
NCT01364844,0-50,1
NCT01363843,0-50,1
NCT01363830,201-500,1
NCT01362712,0-50,1
NCT01359579,0-50,1
NCT01357577,101-200,1
NCT01357330,0-50,1
NCT01355978,0-50,1
NCT01354951,0-50,1
NCT01351389,201-500,1
NCT01351376,0-50,1
NCT01350947,0-50,1
NCT01349868,0-50,1
NCT01347437,0-50,1
NCT01347034,0-50,1
NCT01346189,1001-10000,1
NCT01345617,101-200,1
NCT01345201,0-50,1
NCT01345006,0-50,1
NCT01342172,0-50,1
NCT01341652,51-100,1
NCT01340651,0-50,1
NCT01340547,0-50,1
NCT01340066,51-100,1
NCT01337466,0-50,1
NCT01336920,0-50,1
NCT01335256,0-50,1
NCT01334294,101-200,1
NCT01333722,51-100,1
NCT01331824,0-50,1
NCT01331499,0-50,1
NCT01327781,51-100,1
NCT01327274,0-50,1
NCT01325467,501-1000,1
NCT01324388,51-100,1
NCT01320332,0-50,1
NCT01319539,0-50,1
NCT01316757,0-50,1
NCT01316146,0-50,1
NCT01312935,0-50,1
NCT01310699,201-500,1
NCT01309022,0-50,1
NCT01308931,0-50,1
NCT01306630,0-50,1
NCT01302405,0-50,1
NCT01302197,51-100,1
NCT01301950,0-50,1
NCT01301443,0-50,1
NCT01301001,201-500,1
NCT01300026,0-50,1
NCT01298518,0-50,1
NCT01297413,0-50,1
NCT01293981,0-50,1
NCT01292200,501-1000,1
NCT01290640,0-50,1
NCT01288300,51-100,1
NCT01286467,0-50,1
NCT01283269,101-200,1
NCT01283048,0-50,1
NCT01282723,0-50,1
NCT01282710,0-50,1
NCT01282476,0-50,1
NCT01280487,0-50,1
NCT01277874,0-50,1
NCT01277549,51-100,1
NCT01277263,0-50,1
NCT01276496,0-50,1
NCT01276470,501-1000,1
NCT01273909,501-1000,1
NCT01272141,0-50,1
NCT01271881,101-200,1
NCT01270919,0-50,1
NCT01270321,0-50,1
NCT01269840,0-50,1
NCT01264835,0-50,1
NCT01264744,101-200,1
NCT01263691,101-200,1
NCT01263145,0-50,1
NCT01262625,1001-10000,1
NCT01260584,101-200,1
NCT01259453,501-1000,1
NCT01259427,201-500,1
NCT01259310,101-200,1
NCT01258751,0-50,1
NCT01258231,1001-10000,1
NCT01256086,0-50,1
NCT01255657,0-50,1
NCT01255566,101-200,1
NCT01253850,0-50,1
NCT01253655,0-50,1
NCT01253642,0-50,1
NCT01253369,0-50,1
NCT01252745,0-50,1
NCT01252693,201-500,1
NCT01251757,10000plus,1
NCT01248572,0-50,1
NCT01246401,101-200,1
NCT01245647,0-50,1
NCT01244893,0-50,1
NCT01244594,0-50,1
NCT01244334,51-100,1
NCT01243619,0-50,1
NCT01241565,0-50,1
NCT01241435,0-50,1
NCT01240512,501-1000,1
NCT01239394,0-50,1
NCT01236404,51-100,1
NCT01236079,501-1000,1
NCT01232829,0-50,1
NCT01232803,51-100,1
NCT01232517,51-100,1
NCT01231958,1001-10000,1
NCT01231399,0-50,1
NCT01230788,0-50,1
NCT01230346,201-500,1
NCT01229865,0-50,1
NCT01229358,201-500,1
NCT01228591,0-50,1
NCT01226732,0-50,1
NCT01226420,0-50,1
NCT01221792,51-100,1
NCT01221714,101-200,1
NCT01220739,0-50,1
NCT01219504,101-200,1
NCT01219491,101-200,1
NCT01219283,201-500,1
NCT01217450,0-50,1
NCT01215032,0-50,1
NCT01214811,0-50,1
NCT01212952,0-50,1
NCT01212822,0-50,1
NCT01211457,51-100,1
NCT01209585,0-50,1
NCT01209143,51-100,1
NCT01208441,0-50,1
NCT01206478,0-50,1
NCT01205685,0-50,1
NCT01204918,101-200,1
NCT01203878,0-50,1
NCT01203852,501-1000,1
NCT01202747,0-50,1
NCT01200303,501-1000,1
NCT01200238,0-50,1
NCT01199042,0-50,1
NCT01198418,101-200,1
NCT01194869,0-50,1
NCT01194076,0-50,1
NCT01193504,51-100,1
NCT01193491,0-50,1
NCT01193192,0-50,1
NCT01192542,0-50,1
NCT01190644,0-50,1
NCT01189019,0-50,1
NCT01188694,0-50,1
NCT01187446,0-50,1
NCT01186978,51-100,1
NCT01186276,0-50,1
NCT01185509,0-50,1
NCT01183533,0-50,1
NCT01181427,101-200,1
NCT01179555,201-500,1
NCT01178892,201-500,1
NCT01177124,201-500,1
NCT01175889,51-100,1
NCT01175382,201-500,1
NCT01175109,0-50,1
NCT01175031,0-50,1
NCT01174706,1001-10000,1
NCT01173757,0-50,1
NCT01173679,0-50,1
NCT01173523,0-50,1
NCT01172652,0-50,1
NCT01168401,101-200,1
NCT01167114,0-50,1
NCT01166971,51-100,1
NCT01164124,101-200,1
NCT01162837,0-50,1
NCT01160640,201-500,1
NCT01160380,0-50,1
NCT01159054,0-50,1
NCT01158742,201-500,1
NCT01155284,51-100,1
NCT01155076,101-200,1
NCT01154322,0-50,1
NCT01149850,0-50,1
NCT01146795,0-50,1
NCT01146054,51-100,1
NCT01145365,0-50,1
NCT01144936,0-50,1
NCT01144871,1001-10000,1
NCT01143558,0-50,1
NCT01142882,101-200,1
NCT01139970,51-100,1
NCT01139346,0-50,1
NCT01137695,0-50,1
NCT01137552,0-50,1
NCT01137032,0-50,1
NCT01134783,201-500,1
NCT01133626,101-200,1
NCT01133132,0-50,1
NCT01131325,0-50,1
NCT01129544,0-50,1
NCT01129349,0-50,1
NCT01127594,0-50,1
NCT01126476,0-50,1
NCT01126086,0-50,1
NCT01125293,0-50,1
NCT01124630,0-50,1
NCT01124565,0-50,1
NCT01123239,501-1000,1
NCT01120054,1001-10000,1
NCT01119794,0-50,1
NCT01119456,0-50,1
NCT01118741,0-50,1
NCT01117714,0-50,1
NCT01116674,201-500,1
NCT01116544,0-50,1
NCT01116414,101-200,1
NCT01116336,0-50,1
NCT01114230,0-50,1
NCT01113216,1001-10000,1
NCT01112956,1001-10000,1
NCT01112696,51-100,1
NCT01112397,51-100,1
NCT01111292,0-50,1
NCT01110473,51-100,1
NCT01110187,0-50,1
NCT01106885,201-500,1
NCT01106157,0-50,1
NCT01105533,0-50,1
NCT01105429,51-100,1
NCT01104493,201-500,1
NCT01104402,201-500,1
NCT01103726,0-50,1
NCT01101880,0-50,1
NCT01100489,0-50,1
NCT01100242,0-50,1
NCT01099332,51-100,1
NCT01098838,51-100,1
NCT01098695,501-1000,1
NCT01097460,0-50,1
NCT01095731,51-100,1
NCT01094522,0-50,1
NCT01093521,0-50,1
NCT01092663,51-100,1
NCT01092559,0-50,1
NCT01091142,51-100,1
NCT01089595,0-50,1
NCT01088815,51-100,1
NCT01088646,0-50,1
NCT01085539,0-50,1
NCT01085396,0-50,1
NCT01083368,0-50,1
NCT01082575,51-100,1
NCT01079819,0-50,1
NCT01079598,0-50,1
NCT01079208,201-500,1
NCT01078961,0-50,1
NCT01078922,0-50,1
NCT01078740,51-100,1
NCT01078649,51-100,1
NCT01078285,201-500,1
NCT01078077,101-200,1
NCT01077453,101-200,1
NCT01074814,0-50,1
NCT01072851,501-1000,1
NCT01072838,51-100,1
NCT01067729,0-50,1
NCT01067586,201-500,1
NCT01065662,0-50,1
NCT01064778,0-50,1
NCT01063283,0-50,1
NCT01063010,0-50,1
NCT01062958,51-100,1
NCT01059617,101-200,1
NCT01059552,0-50,1
NCT01058785,51-100,1
NCT01058655,51-100,1
NCT01058239,0-50,1
NCT01057862,0-50,1
NCT01057368,101-200,1
NCT01057225,51-100,1
NCT01056029,0-50,1
NCT01055028,0-50,1
NCT01054599,0-50,1
NCT01053507,0-50,1
NCT01052987,0-50,1
NCT01052714,101-200,1
NCT01051700,51-100,1
NCT01051557,0-50,1
NCT01048554,0-50,1
NCT01046916,0-50,1
NCT01046058,0-50,1
NCT01045928,0-50,1
NCT01043653,201-500,1
NCT01043393,0-50,1
NCT01042691,0-50,1
NCT01040637,101-200,1
NCT01036659,0-50,1
NCT01036321,51-100,1
NCT01035463,51-100,1
NCT01033812,101-200,1
NCT01032850,0-50,1
NCT01032135,201-500,1
NCT01031004,0-50,1
NCT01028248,0-50,1
NCT01027143,101-200,1
NCT01025726,201-500,1
NCT01024387,51-100,1
NCT01024322,1001-10000,1
NCT01022255,0-50,1
NCT01021306,51-100,1
NCT01021085,201-500,1
NCT01020968,0-50,1
NCT01019109,51-100,1
NCT01018732,101-200,1
NCT01018407,101-200,1
NCT01018264,0-50,1
NCT01017198,0-50,1
NCT01016964,51-100,1
NCT01015781,201-500,1
NCT01015313,0-50,1
NCT01013844,101-200,1
NCT01013714,0-50,1
NCT01013597,0-50,1
NCT01011075,0-50,1
NCT01010984,0-50,1
NCT01010867,0-50,1
NCT01009788,51-100,1
NCT01009515,0-50,1
NCT01004172,0-50,1
NCT01003938,0-50,1
NCT01003210,201-500,1
NCT01001910,0-50,1
NCT01000662,201-500,1
NCT01000155,0-50,1
NCT00997022,0-50,1
NCT00996970,101-200,1
NCT00995878,51-100,1
NCT00995618,0-50,1
NCT00993707,0-50,1
NCT00993239,0-50,1
NCT00992771,0-50,1
NCT00992277,0-50,1
NCT00991354,0-50,1
NCT00991081,0-50,1
NCT00990353,51-100,1
NCT00990236,101-200,1
NCT00989625,0-50,1
NCT00988598,0-50,1
NCT00988559,101-200,1
NCT00985569,101-200,1
NCT00985361,0-50,1
NCT00984490,0-50,1
NCT00983749,0-50,1
NCT00983580,101-200,1
NCT00983528,0-50,1
NCT00982436,0-50,1
NCT00981240,0-50,1
NCT00981032,501-1000,1
NCT00979004,0-50,1
NCT00976404,0-50,1
NCT00975806,0-50,1
NCT00973752,0-50,1
NCT00973284,51-100,1
NCT00972010,0-50,1
NCT00971191,0-50,1
NCT00971022,501-1000,1
NCT00970905,51-100,1
NCT00970645,0-50,1
NCT00970580,0-50,1
NCT00970047,201-500,1
NCT00968513,501-1000,1
NCT00967798,0-50,1
NCT00966238,101-200,1
NCT00964873,0-50,1
NCT00964587,201-500,1
NCT00964470,51-100,1
NCT00962611,51-100,1
NCT00962000,0-50,1
NCT00958763,201-500,1
NCT00957736,201-500,1
NCT00955188,201-500,1
NCT00954486,0-50,1
NCT00953563,0-50,1
NCT00953420,0-50,1
NCT00951977,1001-10000,1
NCT00951795,0-50,1
NCT00951353,101-200,1
NCT00949949,0-50,1
NCT00948519,0-50,1
NCT00947219,51-100,1
NCT00945191,0-50,1
NCT00945139,0-50,1
NCT00945061,0-50,1
NCT00944892,101-200,1
NCT00943631,201-500,1
NCT00943332,0-50,1
NCT00941330,0-50,1
NCT00941304,101-200,1
NCT00939887,0-50,1
NCT00939523,0-50,1
NCT00939224,51-100,1
NCT00937014,101-200,1
NCT00936182,0-50,1
