NCTId,Attribute,Value
NCT03915912,Behavioral,1
NCT03915951,Drug,1
NCT03915964,Drug,1
NCT03916042,Drug,1
NCT03916068,DietarySupplement,1
NCT03916068,Drug,1
NCT03916068,Procedure,1
NCT03916081,Drug,1
NCT03916146,Behavioral,1
NCT03916185,Biological,1
NCT03916237,Other,1
NCT03916263,Drug,1
NCT03916263,Other,1
NCT03916276,Behavioral,1
NCT03916341,Other,1
NCT03916419,Biological,1
NCT03916419,Device,1
NCT03916419,Drug,1
NCT03916419,Radiation,1
NCT03916484,Behavioral,1
NCT03916562,Behavioral,1
NCT03916588,Behavioral,1
NCT03916614,Behavioral,1
NCT03916627,Drug,1
NCT03916692,DietarySupplement,1
NCT03916705,Other,1
NCT03916718,Behavioral,1
NCT03916744,Drug,1
NCT03916744,Procedure,1
NCT03916796,Other,1
NCT03916809,Other,1
NCT03916822,DiagnosticTest,1
NCT03916887,Behavioral,1
NCT03916926,Device,1
NCT03916952,DiagnosticTest,1
NCT03917160,Device,1
NCT03917251,DiagnosticTest,1
NCT03917264,Other,1
NCT03917264,Procedure,1
NCT03917290,Behavioral,1
NCT03917381,Biological,1
NCT03917407,Drug,1
NCT03917420,Drug,1
NCT03917472,Drug,1
NCT03917719,Drug,1
NCT03917823,Device,1
NCT03917875,Behavioral,1
NCT03917901,Other,1
NCT03917927,Device,1
NCT03917979,Behavioral,1
NCT03918031,Behavioral,1
NCT03918083,Behavioral,1
NCT03918109,Drug,1
NCT03918239,Drug,1
NCT03918252,Drug,1
NCT03918278,Biological,1
NCT03918356,Device,1
NCT03918356,Other,1
NCT03918408,CombinationProduct,1
NCT03918447,Drug,1
NCT03918473,Other,1
NCT03918486,Device,1
NCT03918499,Biological,1
NCT03918499,Drug,1
NCT03918590,Drug,1
NCT03918590,Other,1
NCT03918629,Biological,1
NCT03918642,Behavioral,1
NCT03918681,Other,1
NCT03918694,DietarySupplement,1
NCT03918707,DiagnosticTest,1
NCT03918850,Drug,1
NCT03918915,Drug,1
NCT03919071,Drug,1
NCT03919071,Radiation,1
NCT03919084,Other,1
NCT03919136,Device,1
NCT03919175,Drug,1
NCT03919201,Other,1
NCT03919214,Other,1
NCT03919292,Drug,1
NCT03919409,Drug,1
NCT03919435,Drug,1
NCT03919617,Drug,1
NCT03919630,Other,1
NCT03919669,Drug,1
NCT03919708,Device,1
NCT03919721,Behavioral,1
NCT03919773,Drug,1
NCT03919799,Drug,1
NCT03919864,Behavioral,1
NCT03919877,Other,1
NCT03919929,Drug,1
NCT03919929,Other,1
NCT03919955,Drug,1
NCT03920007,Drug,1
NCT03920137,Behavioral,1
NCT03920137,Device,1
NCT03920215,Drug,1
NCT03920228,Drug,1
NCT03920254,Drug,1
NCT03920267,Drug,1
NCT03920293,Biological,1
NCT03920293,Drug,1
NCT03920345,Device,1
NCT03920631,Biological,1
NCT03920631,Drug,1
NCT03920644,Drug,1
NCT03920670,Device,1
NCT03920852,Drug,1
NCT03920865,Drug,1
NCT03920878,Drug,1
NCT03920956,Other,1
NCT03921008,Drug,1
NCT03921008,Procedure,1
NCT03921008,Radiation,1
NCT03921021,Drug,1
NCT03921047,Other,1
NCT03921047,Procedure,1
NCT03921060,Drug,1
NCT03921073,Drug,1
NCT03921151,Drug,1
NCT03921151,Other,1
NCT03921177,DietarySupplement,1
NCT03921177,Drug,1
NCT03921229,Behavioral,1
NCT03921242,Drug,1
NCT03921255,Other,1
NCT03921294,Drug,1
NCT03921359,Behavioral,1
NCT03921385,Device,1
NCT03921411,Biological,1
NCT03921476,Other,1
NCT03921515,Other,1
NCT03921528,Biological,1
NCT03921541,Drug,1
NCT03921554,Drug,1
NCT03921619,Device,1
NCT03921632,Behavioral,1
NCT03921814,Device,1
NCT03921840,Behavioral,1
NCT03921840,Other,1
NCT03921879,Drug,1
NCT03921892,Behavioral,1
NCT03922035,Drug,1
NCT03922035,Other,1
NCT03922048,Device,1
NCT03922048,Drug,1
NCT03922061,Biological,1
NCT03922139,Drug,1
NCT03922165,Procedure,1
NCT03922204,Drug,1
NCT03922217,Device,1
NCT03922308,Drug,1
NCT03922308,Other,1
NCT03922334,Behavioral,1
NCT03922360,Behavioral,1
NCT03922451,Drug,1
NCT03922477,Drug,1
NCT03922529,Behavioral,1
NCT03922529,Other,1
NCT03922542,CombinationProduct,1
NCT03922555,Drug,1
NCT03922581,Behavioral,1
NCT03922607,Drug,1
NCT03922620,Drug,1
NCT03922646,Behavioral,1
NCT03922672,Behavioral,1
NCT03922711,Drug,1
NCT03922724,Drug,1
NCT03922724,Procedure,1
NCT03922737,Procedure,1
NCT03922750,Drug,1
NCT03922763,Procedure,1
NCT03922802,Device,1
NCT03922802,Other,1
NCT03922867,Behavioral,1
NCT03922880,Drug,1
NCT03922893,Genetic,1
NCT03922893,Other,1
NCT03922945,Drug,1
NCT03922971,Other,1
NCT03922984,Procedure,1
NCT03923049,DiagnosticTest,1
NCT03923257,Drug,1
NCT03923257,Procedure,1
NCT03923270,Drug,1
NCT03923270,Radiation,1
NCT03923322,Drug,1
NCT03923322,Other,1
NCT03923348,Device,1
NCT03923361,Drug,1
NCT03923374,DiagnosticTest,1
NCT03923374,Drug,1
NCT03923478,Drug,1
NCT03923491,Behavioral,1
NCT03923504,Other,1
NCT03923530,Drug,1
NCT03923556,Drug,1
NCT03923582,Behavioral,1
NCT03923608,DiagnosticTest,1
NCT03923673,Procedure,1
NCT03923699,Device,1
NCT03923777,Other,1
NCT03923790,Behavioral,1
NCT03923790,DiagnosticTest,1
NCT03923920,Procedure,1
NCT03923959,Drug,1
NCT03923959,Other,1
NCT03924024,Device,1
NCT03924037,Behavioral,1
NCT03924102,DiagnosticTest,1
NCT03924154,Drug,1
NCT03924167,Behavioral,1
NCT03924193,Behavioral,1
NCT03924193,Drug,1
NCT03924193,Other,1
NCT03924219,Other,1
NCT03924245,Drug,1
NCT03924297,Device,1
NCT03924323,Drug,1
NCT03924323,Other,1
NCT03924401,Drug,1
NCT03924414,Drug,1
NCT03924414,Other,1
NCT03924453,DiagnosticTest,1
NCT03924479,Device,1
NCT03924505,Behavioral,1
NCT03924531,Behavioral,1
NCT03924557,DiagnosticTest,1
NCT03924622,Device,1
NCT03924661,Device,1
NCT03924674,Other,1
NCT03924713,Behavioral,1
NCT03924752,Device,1
NCT03924765,Device,1
NCT03924778,Behavioral,1
NCT03924856,Drug,1
NCT03924856,Procedure,1
NCT03924869,Biological,1
NCT03924869,Drug,1
NCT03924869,Radiation,1
NCT03924895,Drug,1
NCT03924895,Procedure,1
NCT03924947,Drug,1
NCT03925012,Behavioral,1
NCT03925038,Behavioral,1
NCT03925116,Other,1
NCT03925129,Device,1
NCT03925142,Other,1
NCT03925168,Behavioral,1
NCT03925220,Behavioral,1
NCT03925324,Biological,1
NCT03925324,Other,1
NCT03925337,Device,1
NCT03925350,Drug,1
NCT03925493,Behavioral,1
NCT03925532,Biological,1
NCT03925584,Other,1
NCT03925623,Other,1
NCT03925636,DietarySupplement,1
NCT03925675,Drug,1
NCT03925727,Drug,1
NCT03925727,Other,1
NCT03925883,Behavioral,1
NCT03925935,Biological,1
NCT03925948,Behavioral,1
NCT03925961,Other,1
NCT03925987,Behavioral,1
NCT03926013,Drug,1
NCT03926026,Drug,1
NCT03926052,Drug,1
NCT03926065,Other,1
NCT03926117,Biological,1
NCT03926130,Drug,1
NCT03926143,Drug,1
NCT03926169,Drug,1
NCT03926208,Procedure,1
NCT03926221,Behavioral,1
NCT03926247,Behavioral,1
NCT03926286,Drug,1
NCT03926442,Other,1
NCT03926481,Behavioral,1
NCT03926507,Other,1
NCT03926507,Procedure,1
NCT03926533,Other,1
NCT03926546,Behavioral,1
NCT03926559,Drug,1
NCT03926598,Behavioral,1
NCT03926611,Drug,1
NCT03926624,Drug,1
NCT03926637,Other,1
NCT03926689,Behavioral,1
NCT03926702,Drug,1
NCT03926741,Drug,1
NCT03926793,Device,1
NCT03926793,Drug,1
NCT03926975,Device,1
NCT03926975,Other,1
NCT03927027,Drug,1
NCT03927027,Other,1
NCT03927027,Procedure,1
NCT03927040,Device,1
NCT03927066,Other,1
NCT03927105,Drug,1
NCT03927144,Drug,1
NCT03927222,Biological,1
NCT03927222,Drug,1
NCT03927261,Drug,1
NCT03927274,Drug,1
NCT03927404,Device,1
NCT03927482,Behavioral,1
NCT03927508,Device,1
NCT03927508,Drug,1
NCT03927612,Device,1
NCT03927625,Drug,1
NCT03927638,Behavioral,1
NCT03927651,Drug,1
NCT03927677,Drug,1
NCT03927690,Drug,1
NCT03927703,Drug,1
NCT03927716,Drug,1
NCT03927742,Behavioral,1
NCT03927755,Other,1
NCT03927768,DiagnosticTest,1
NCT03927781,Drug,1
NCT03927820,Other,1
NCT03927833,Device,1
NCT03927846,Behavioral,1
NCT03927885,Other,1
NCT03927911,Drug,1
NCT03927976,Behavioral,1
NCT03927989,Behavioral,1
NCT03927989,Other,1
NCT03928015,Drug,1
NCT03928028,Behavioral,1
NCT03928041,Device,1
NCT03928067,Behavioral,1
NCT03928184,Drug,1
NCT03928288,Drug,1
NCT03928301,Behavioral,1
NCT03928314,Drug,1
NCT03928327,Drug,1
NCT03928353,Drug,1
NCT03928392,Behavioral,1
NCT03928483,Behavioral,1
NCT03928496,Drug,1
NCT03928522,Device,1
NCT03928522,Drug,1
NCT03928626,Behavioral,1
NCT03928704,Drug,1
NCT03928704,Other,1
NCT03928743,Drug,1
NCT03928743,Other,1
NCT03928756,Behavioral,1
NCT03928808,Biological,1
NCT03928821,Biological,1
NCT03928847,Drug,1
NCT03928925,Other,1
NCT03929003,Behavioral,1
NCT03929029,Biological,1
NCT03929029,Drug,1
NCT03929068,Drug,1
NCT03929120,Biological,1
NCT03929146,Drug,1
NCT03929146,Procedure,1
NCT03929159,Procedure,1
NCT03929198,Other,1
NCT03929211,Drug,1
NCT03929224,Drug,1
NCT03929250,Drug,1
NCT03929263,Behavioral,1
NCT03929302,Device,1
NCT03929367,Drug,1
NCT03929393,Behavioral,1
NCT03929393,Other,1
NCT03929432,Device,1
NCT03929549,Device,1
NCT03929562,Behavioral,1
NCT03929575,DietarySupplement,1
NCT03929588,Device,1
NCT03929601,Drug,1
NCT03929640,Drug,1
NCT03929666,Drug,1
NCT03929718,Drug,1
NCT03929744,Drug,1
NCT03929783,Procedure,1
NCT03929809,Device,1
NCT03929822,DiagnosticTest,1
NCT03929913,Device,1
NCT03929926,Behavioral,1
NCT03929926,Other,1
NCT03929939,Behavioral,1
NCT03930056,Device,1
NCT03930173,Device,1
NCT03930173,Drug,1
NCT03930199,Other,1
NCT03930238,Behavioral,1
NCT03930251,Behavioral,1
NCT03930342,Behavioral,1
NCT03930381,Other,1
NCT03930420,Behavioral,1
NCT03930472,Behavioral,1
NCT03930524,Behavioral,1
NCT03930563,DietarySupplement,1
NCT03930602,Drug,1
NCT03930615,Drug,1
NCT03930641,Drug,1
NCT03930654,Behavioral,1
NCT03930732,Drug,1
NCT03930745,Drug,1
NCT03930745,Other,1
NCT03930771,Drug,1
NCT03930797,Behavioral,1
NCT03930849,Behavioral,1
NCT03930875,Other,1
NCT03930914,Device,1
NCT03930953,Drug,1
NCT03931005,Other,1
NCT03931031,DiagnosticTest,1
NCT03931070,Drug,1
NCT03931174,Behavioral,1
NCT03931252,DietarySupplement,1
NCT03931291,Drug,1
NCT03931317,Drug,1
NCT03931330,Device,1
NCT03931395,DietarySupplement,1
NCT03931395,Other,1
NCT03931408,Drug,1
NCT03931408,Other,1
NCT03931434,DietarySupplement,1
NCT03931538,DiagnosticTest,1
NCT03931590,Drug,1
NCT03931655,DiagnosticTest,1
NCT03931681,Drug,1
NCT03931733,Other,1
NCT03931746,Device,1
NCT03931772,Behavioral,1
NCT03931785,Drug,1
NCT03931941,Drug,1
NCT03931993,Biological,1
NCT03932032,Behavioral,1
NCT03932097,Behavioral,1
NCT03932097,Other,1
NCT03932162,Drug,1
NCT03932162,Other,1
NCT03932188,Behavioral,1
NCT03932188,Device,1
NCT03932201,Drug,1
NCT03932240,Drug,1
NCT03932383,Device,1
NCT03932409,Drug,1
NCT03932409,Radiation,1
NCT03932643,Drug,1
NCT03932708,Behavioral,1
NCT03932760,Behavioral,1
NCT03932773,Behavioral,1
NCT03932773,Device,1
NCT03932786,Other,1
NCT03932786,Procedure,1
NCT03932799,Other,1
NCT03932812,Behavioral,1
NCT03932864,Biological,1
NCT03932929,Device,1
NCT03932994,Behavioral,1
NCT03933020,Behavioral,1
NCT03933020,Device,1
NCT03933059,Other,1
NCT03933085,Behavioral,1
NCT03933189,Other,1
NCT03933202,Drug,1
NCT03933215,Drug,1
NCT03933345,Other,1
NCT03933397,Drug,1
NCT03933397,Other,1
NCT03933410,Drug,1
NCT03933436,Other,1
NCT03933462,Device,1
NCT03933488,Drug,1
NCT03933631,Drug,1
NCT03933670,Drug,1
NCT03933670,Procedure,1
NCT03933696,Device,1
NCT03933722,Device,1
NCT03933735,Drug,1
NCT03933813,Other,1
NCT03933839,Behavioral,1
NCT03933865,Drug,1
NCT03933904,Drug,1
NCT03933943,Drug,1
NCT03934008,Other,1
NCT03934099,Drug,1
NCT03934177,DietarySupplement,1
NCT03934216,Drug,1
NCT03934255,Other,1
NCT03934333,Drug,1
NCT03934346,Other,1
NCT03934385,Behavioral,1
NCT03934398,DiagnosticTest,1
NCT03934424,Behavioral,1
NCT03934437,Behavioral,1
NCT03934450,Drug,1
NCT03934489,Behavioral,1
NCT03934541,Biological,1
NCT03934593,Behavioral,1
NCT03934593,Other,1
NCT03934619,Device,1
NCT03934658,Device,1
NCT03934697,Behavioral,1
NCT03934710,Drug,1
NCT03934723,Behavioral,1
NCT03934736,Drug,1
NCT03934814,Drug,1
NCT03934840,Drug,1
NCT03934879,Behavioral,1
NCT03934879,Other,1
NCT03934905,Drug,1
NCT03934918,Other,1
NCT03934983,DiagnosticTest,1
NCT03935048,DietarySupplement,1
NCT03935126,DiagnosticTest,1
NCT03935217,Drug,1
NCT03935256,Drug,1
NCT03935256,Radiation,1
NCT03935269,Device,1
NCT03935269,Other,1
NCT03935269,Procedure,1
NCT03935282,Other,1
NCT03935295,Device,1
NCT03935295,Drug,1
NCT03935308,Radiation,1
NCT03935347,Biological,1
NCT03935347,Drug,1
NCT03935386,Procedure,1
NCT03935399,Drug,1
NCT03935399,Other,1
NCT03935425,Device,1
NCT03935516,Other,1
NCT03935555,Drug,1
NCT03935568,Drug,1
NCT03935594,Biological,1
NCT03935594,Drug,1
NCT03935620,Behavioral,1
NCT03935646,Drug,1
NCT03935659,Device,1
NCT03935659,Procedure,1
NCT03935685,Drug,1
NCT03935737,DiagnosticTest,1
NCT03935750,Procedure,1
NCT03935789,Behavioral,1
NCT03935815,Drug,1
NCT03935815,Procedure,1
NCT03935828,Drug,1
NCT03935854,Other,1
NCT03935867,Behavioral,1
NCT03935880,Device,1
NCT03935880,Procedure,1
NCT03935893,Biological,1
NCT03935893,Drug,1
NCT03935932,Device,1
NCT03935945,Behavioral,1
NCT03935958,DietarySupplement,1
NCT03935958,Other,1
NCT03935971,Drug,1
NCT03935984,Drug,1
NCT03936010,Drug,1
NCT03936023,Drug,1
NCT03936036,Drug,1
NCT03936049,Drug,1
NCT03936062,Drug,1
NCT03936088,Device,1
NCT03936101,DiagnosticTest,1
NCT03936114,Behavioral,1
NCT03936283,Behavioral,1
NCT03936309,Other,1
NCT03936322,Device,1
NCT03936335,Drug,1
NCT03936361,Drug,1
NCT03936374,Drug,1
NCT03936387,Drug,1
NCT03936465,Drug,1
NCT03936478,Radiation,1
NCT03936556,Drug,1
NCT03936569,Drug,1
NCT03936582,Behavioral,1
NCT03936608,Device,1
NCT03936660,Other,1
NCT03936699,Behavioral,1
NCT03936699,Device,1
NCT03936777,Drug,1
NCT03936894,Drug,1
NCT03936946,Behavioral,1
NCT03936959,Drug,1
NCT03936998,CombinationProduct,1
NCT03937011,Device,1
NCT03937128,Behavioral,1
NCT03937141,Drug,1
NCT03937154,Drug,1
NCT03937219,Biological,1
NCT03937219,Drug,1
NCT03937258,Drug,1
NCT03937310,DiagnosticTest,1
NCT03937453,DiagnosticTest,1
NCT03937466,Device,1
NCT03937479,Drug,1
NCT03937505,Drug,1
NCT03937531,Procedure,1
NCT03937635,Biological,1
NCT03937635,Drug,1
NCT03937635,Other,1
NCT03937674,Behavioral,1
NCT03937687,Drug,1
NCT03937700,Device,1
NCT03937713,Behavioral,1
NCT03937713,Drug,1
NCT03937765,Procedure,1
NCT03937778,Behavioral,1
NCT03937791,Biological,1
NCT03937830,Drug,1
NCT03937830,Procedure,1
NCT03937856,Behavioral,1
NCT03937869,Drug,1
NCT03937882,Drug,1
NCT03937908,Drug,1
NCT03937921,Drug,1
NCT03937934,Behavioral,1
NCT03937960,Other,1
NCT03937973,Behavioral,1
NCT03937986,Drug,1
NCT03937999,Drug,1
NCT03938038,DiagnosticTest,1
NCT03938077,Device,1
NCT03938103,Behavioral,1
NCT03938129,Other,1
NCT03938246,Drug,1
NCT03938246,Other,1
NCT03938259,Drug,1
NCT03938324,Behavioral,1
NCT03938337,Drug,1
NCT03938350,Behavioral,1
NCT03938389,Drug,1
NCT03938415,Other,1
NCT03938415,Procedure,1
NCT03938441,Other,1
NCT03938454,Drug,1
NCT03938467,Drug,1
NCT03938532,Device,1
NCT03938545,Drug,1
NCT03938545,Other,1
NCT03938584,DietarySupplement,1
NCT03938584,Other,1
NCT03938636,Drug,1
NCT03938688,Procedure,1
NCT03938740,Drug,1
NCT03938792,Drug,1
NCT03938857,Drug,1
NCT03938870,Other,1
NCT03938883,Device,1
NCT03938922,Drug,1
NCT03938948,Device,1
NCT03939026,Biological,1
NCT03939026,Drug,1
NCT03939026,Genetic,1
NCT03939065,Device,1
NCT03939091,DiagnosticTest,1
NCT03939182,Drug,1
NCT03939208,Behavioral,1
NCT03939312,Drug,1
NCT03939364,Drug,1
NCT03939455,Other,1
NCT03939481,Drug,1
NCT03939481,Other,1
NCT03939494,Behavioral,1
NCT03939507,Other,1
NCT03939533,Drug,1
NCT03939546,Other,1
NCT03939572,Behavioral,1
NCT03939585,Biological,1
NCT03939637,Drug,1
NCT03939689,Drug,1
NCT03939702,Drug,1
NCT03939715,Biological,1
NCT03939715,Procedure,1
NCT03939780,DiagnosticTest,1
NCT03939793,Behavioral,1
NCT03939793,Other,1
NCT03939819,Device,1
NCT03939858,DiagnosticTest,1
NCT03939858,Procedure,1
NCT03939897,Drug,1
NCT03939923,Drug,1
NCT03939949,Behavioral,1
NCT03940105,Behavioral,1
NCT03940157,Behavioral,1
NCT03940196,Device,1
NCT03940196,Drug,1
NCT03940209,Behavioral,1
NCT03940248,Radiation,1
NCT03940274,Behavioral,1
NCT03940300,DietarySupplement,1
NCT03940313,Procedure,1
NCT03940352,Biological,1
NCT03940352,Drug,1
NCT03940365,Device,1
NCT03940508,Behavioral,1
NCT03940534,Device,1
NCT03940573,Device,1
NCT03940586,Drug,1
NCT03940651,Drug,1
NCT03940703,Drug,1
NCT03940716,Behavioral,1
NCT03940742,Drug,1
NCT03940950,Biological,1
NCT03940950,Drug,1
NCT03940963,Device,1
NCT03940963,Procedure,1
NCT03940989,Other,1
NCT03941093,Drug,1
NCT03941197,Behavioral,1
NCT03941236,Drug,1
NCT03941262,Biological,1
NCT03941262,Drug,1
NCT03941275,DiagnosticTest,1
NCT03941288,Drug,1
NCT03941288,Other,1
NCT03941327,Device,1
NCT03941366,Procedure,1
NCT03941483,Drug,1
NCT03941496,Drug,1
NCT03941535,Drug,1
NCT03941548,Drug,1
NCT03941600,Behavioral,1
NCT03941730,Biological,1
NCT03941743,Drug,1
NCT03941743,Other,1
NCT03941756,Drug,1
NCT03941756,Procedure,1
NCT03941769,Biological,1
NCT03941834,Drug,1
NCT03941964,Drug,1
NCT03942029,Drug,1
NCT03942081,Device,1
NCT03942211,Drug,1
NCT03942224,Biological,1
NCT03942224,Drug,1
NCT03942328,Biological,1
NCT03942328,Radiation,1
NCT03942406,CombinationProduct,1
NCT03942419,Drug,1
NCT03942484,Device,1
NCT03942536,Other,1
NCT03942549,Device,1
NCT03942601,Drug,1
NCT03942627,Behavioral,1
NCT03942653,Drug,1
NCT03942770,Behavioral,1
NCT03942874,Behavioral,1
NCT03942939,Other,1
NCT03943004,Drug,1
NCT03943056,Drug,1
NCT03943082,Behavioral,1
NCT03943082,Other,1
NCT03943134,Other,1
NCT03943147,Drug,1
NCT03943173,Drug,1
NCT03943173,Procedure,1
NCT03943212,Other,1
NCT03943238,Biological,1
NCT03943290,Drug,1
NCT03943329,Procedure,1
NCT03943342,Drug,1
NCT03943368,Device,1
NCT03943446,Drug,1
NCT03943498,Drug,1
NCT03943498,Other,1
NCT03943511,Other,1
NCT03943537,Drug,1
NCT03943550,Drug,1
NCT03943628,Behavioral,1
NCT03943693,Device,1
NCT03943823,Drug,1
NCT03943836,Behavioral,1
NCT03943849,Other,1
NCT03943875,Biological,1
NCT03943901,Biological,1
NCT03943901,Drug,1
NCT03943927,Other,1
NCT03944031,DiagnosticTest,1
NCT03944031,Drug,1
NCT03944265,Other,1
NCT03944278,Device,1
NCT03944369,Other,1
NCT03944395,Other,1
NCT03944447,Drug,1
NCT03944512,Drug,1
NCT03944512,Other,1
NCT03944577,Drug,1
NCT03944616,Behavioral,1
NCT03944668,Behavioral,1
NCT03944707,Drug,1
NCT03944746,Other,1
NCT03944772,Drug,1
NCT03944785,Drug,1
NCT03944824,DiagnosticTest,1
NCT03944824,Other,1
NCT03944850,Behavioral,1
NCT03944902,Drug,1
NCT03944915,Drug,1
NCT03944915,Radiation,1
NCT03944941,Drug,1
NCT03944954,Device,1
NCT03944954,Drug,1
NCT03945019,Biological,1
NCT03945019,Other,1
NCT03945058,Device,1
NCT03945071,Device,1
NCT03945097,Behavioral,1
NCT03945162,CombinationProduct,1
NCT03945175,Drug,1
NCT03945188,Drug,1
NCT03945201,Other,1
NCT03945214,Behavioral,1
NCT03945266,Behavioral,1
NCT03945279,Drug,1
NCT03945292,Drug,1
NCT03945292,Other,1
NCT03945318,Drug,1
NCT03945331,Device,1
NCT03945357,Drug,1
NCT03945383,Device,1
NCT03945422,Device,1
NCT03945461,Other,1
NCT03945474,Other,1
NCT03945513,Drug,1
NCT03945552,Behavioral,1
NCT03945591,Drug,1
NCT03945643,Drug,1
NCT03945643,Other,1
NCT03945721,Drug,1
NCT03945721,Radiation,1
NCT03945734,Behavioral,1
NCT03945747,DiagnosticTest,1
NCT03945760,Drug,1
NCT03945825,Biological,1
NCT03945825,Drug,1
NCT03945851,Procedure,1
NCT03945877,Other,1
NCT03945981,Drug,1
NCT03946059,Device,1
NCT03946072,Procedure,1
NCT03946085,DietarySupplement,1
NCT03946111,Drug,1
NCT03946111,Other,1
NCT03946228,Behavioral,1
NCT03946319,DiagnosticTest,1
NCT03946462,Drug,1
NCT03946462,Other,1
NCT03946527,Drug,1
NCT03946618,Device,1
NCT03946631,DiagnosticTest,1
NCT03946670,Drug,1
NCT03946683,Radiation,1
NCT03946709,Other,1
NCT03946761,Device,1
NCT03946774,DietarySupplement,1
NCT03946800,Biological,1
NCT03946865,Other,1
NCT03946878,Drug,1
NCT03946891,Drug,1
NCT03946904,Device,1
NCT03947008,Other,1
NCT03947073,Other,1
NCT03947177,Behavioral,1
NCT03947216,Behavioral,1
NCT03947216,Drug,1
NCT03947216,Procedure,1
NCT03947255,Drug,1
NCT03947281,Other,1
NCT03947333,Other,1
NCT03947346,Other,1
NCT03947385,Drug,1
NCT03947450,Biological,1
NCT03947541,Other,1
NCT03947593,Other,1
NCT03947606,Behavioral,1
NCT03947619,Device,1
NCT03947671,Device,1
NCT03947671,Drug,1
NCT03947684,Device,1
NCT03947697,Device,1
NCT03947697,Other,1
NCT03947788,Behavioral,1
NCT03947918,Behavioral,1
NCT03947970,Drug,1
NCT03947983,Behavioral,1
NCT03948061,Other,1
NCT03948100,Other,1
NCT03948100,Procedure,1
NCT03948139,Device,1
NCT03948152,Other,1
NCT03948243,DietarySupplement,1
NCT03948243,Drug,1
NCT03948295,DietarySupplement,1
NCT03948334,Drug,1
NCT03948360,Device,1
NCT03948360,Other,1
NCT03948386,Drug,1
NCT03948490,Behavioral,1
NCT03948490,Device,1
NCT03948581,Drug,1
NCT03948763,Biological,1
NCT03948776,DiagnosticTest,1
NCT03948854,Other,1
NCT03948867,DiagnosticTest,1
NCT03948867,Drug,1
NCT03948893,Behavioral,1
NCT03948919,Drug,1
NCT03948919,Other,1
NCT03948971,Procedure,1
NCT03948984,Behavioral,1
NCT03949023,Procedure,1
NCT03949140,Procedure,1
NCT03949244,DiagnosticTest,1
NCT03949244,Drug,1
NCT03949270,Behavioral,1
NCT03949283,DiagnosticTest,1
NCT03949283,Drug,1
NCT03949296,Behavioral,1
NCT03949426,Drug,1
NCT03949491,Procedure,1
NCT03949517,Device,1
NCT03949517,Drug,1
NCT03949517,Procedure,1
NCT03949569,Behavioral,1
NCT03949621,Drug,1
NCT03949673,Drug,1
NCT03949764,Drug,1
NCT03949842,Drug,1
NCT03949855,Drug,1
NCT03949868,Behavioral,1
NCT03950128,Behavioral,1
NCT03950232,Drug,1
NCT03950297,Drug,1
NCT03950401,Procedure,1
NCT03950414,Biological,1
NCT03950427,Behavioral,1
NCT03950427,Drug,1
NCT03950453,Behavioral,1
NCT03950492,Device,1
NCT03950570,Drug,1
NCT03950609,Drug,1
NCT03950622,Biological,1
NCT03950635,DietarySupplement,1
NCT03950635,Other,1
NCT03950661,Other,1
NCT03950739,Drug,1
NCT03950765,Behavioral,1
NCT03950791,Behavioral,1
NCT03950817,Drug,1
NCT03950856,Drug,1
NCT03950921,Behavioral,1
NCT03950960,Drug,1
NCT03950973,Behavioral,1
NCT03950986,Other,1
NCT03951064,Device,1
NCT03951064,Procedure,1
NCT03951077,Drug,1
NCT03951090,Other,1
NCT03951116,Drug,1
NCT03951324,Other,1
NCT03951363,Behavioral,1
NCT03951428,DiagnosticTest,1
NCT03951454,Behavioral,1
NCT03951610,Device,1
NCT03951649,Drug,1
NCT03951662,Other,1
NCT03951766,Behavioral,1
NCT03951779,Device,1
NCT03951805,Drug,1
NCT03951831,Drug,1
NCT03951883,Other,1
NCT03951922,Behavioral,1
NCT03951974,Behavioral,1
NCT03952078,Drug,1
NCT03952156,Genetic,1
NCT03952182,Other,1
NCT03952208,Other,1
NCT03952234,Drug,1
NCT03952299,Drug,1
NCT03952312,Behavioral,1
NCT03952325,Drug,1
NCT03952416,Behavioral,1
NCT03952468,Device,1
NCT03952468,Other,1
NCT03952481,Drug,1
NCT03952494,Genetic,1
NCT03952507,Drug,1
NCT03952546,Device,1
NCT03952585,Biological,1
NCT03952585,Drug,1
NCT03952585,Other,1
NCT03952585,Radiation,1
NCT03952598,Device,1
NCT03952611,Device,1
NCT03952611,Procedure,1
NCT03952637,Behavioral,1
NCT03952637,Biological,1
NCT03952637,DiagnosticTest,1
NCT03952637,Drug,1
NCT03952637,Other,1
NCT03952637,Procedure,1
NCT03952754,Behavioral,1
NCT03952767,Other,1
NCT03952806,Drug,1
NCT03952832,Drug,1
NCT03952832,Other,1
NCT03952884,Behavioral,1
NCT03952884,DietarySupplement,1
NCT03952936,Other,1
NCT03952949,Behavioral,1
NCT03952962,Device,1
NCT03953027,Other,1
NCT03953079,Drug,1
NCT03953092,Drug,1
NCT03953118,Drug,1
NCT03953131,Procedure,1
NCT03953131,Radiation,1
NCT03953157,Behavioral,1
NCT03953157,DietarySupplement,1
NCT03953157,Other,1
NCT03953209,Drug,1
NCT03953235,Biological,1
NCT03953261,Drug,1
NCT03953300,Biological,1
NCT03953326,Behavioral,1
NCT03953326,Drug,1
NCT03953404,DiagnosticTest,1
NCT03953417,Device,1
NCT03953495,Behavioral,1
NCT03953508,Other,1
